time(s),force_x(N),force_y(N),force_z(N),target_thrust(N),desire_rotor_speed(m/s),rotor_speed(m/s),battery_vol(V)
0,-0.15999,0.71999,26.00662568,0,0,0,13.37857
0,-0.15999,0.71999,26.00662568,0,0,0,13.37862
0,-0.01999,0.72999,26.06852168,0,0,0,13.37867
0,-0.01999,0.72999,26.06852168,0,0,0,13.37872
0,-0.01999,0.72999,26.06852168,0,0,0,13.37878
0,-0.01999,0.72999,26.06852168,0,0,0,13.37883
0,-0.01999,0.72999,26.06852168,0,0,0,13.37888
0,-0.01999,0.72999,26.06852168,0,0,0,13.37893
0,-0.01999,0.72999,26.06852168,0,0,0,13.37899
0,-0.01999,0.72999,26.06852168,0,0,0,13.37904
0,-0.01999,0.72999,26.06852168,0,0,0,13.37909
0,-0.01999,0.72999,26.06852168,0,0,0,13.37915
0,-0.09,0.78999,26.07883768,0,0,0,13.3792
0,-0.09,0.78999,26.07883768,0,0,0,13.37925
0,-0.09,0.78999,26.07883768,0,0,0,13.3793
0,-0.09,0.78999,26.07883768,0,0,0,13.37936
0,-0.09,0.78999,26.07883768,0,0,0,13.37941
0,-0.09,0.78999,26.07883768,0,0,0,13.37946
0,-0.09,0.78999,26.07883768,0,0,0,13.37951
0,-0.09,0.78999,26.07883768,0,0,0,13.37957
0,-0.09,0.78999,26.07883768,0,0,0,13.37962
0,-0.09,0.78999,26.07883768,0,0,0,13.37967
0,-0.09,0.81,25.99630968,0,0,0,13.37973
0,-0.09,0.81,25.99630968,0,0,0,13.37978
0,-0.09,0.81,25.99630968,0,0,0,13.37983
0,-0.09,0.81,25.99630968,0,0,0,13.37988
0,-0.09,0.81,25.99630968,0,0,0,13.37994
0,-0.09,0.81,25.99630968,0,0,0,13.37999
0,-0.09,0.81,25.99630968,0,0,0,13.38004
0,-0.09,0.81,25.99630968,0,0,0,13.38009
0,-0.09,0.81,25.99630968,0,0,0,13.38014
0,-0.09,0.81,25.99630968,0,0,0,13.3802
0,-0.14999,0.81,25.93441368,0,0,0,13.38025
