time(s),force_x(N),force_y(N),force_z(N),target_thrust(N),desire_rotor_speed(m/s),rotor_speed(m/s),battery_vol(V),,,,,,
0,-0.00999,0.72999,27.49656,0,0,27.58444,13.34084,,,,,,
0,-0.00999,0.72999,27.49656,0,0,27.58444,13.34084,,,,,,
0,-0.00999,0.72999,27.49656,0,0,27.58444,13.34085,,,,,,
0,-0.00999,0.72999,27.49656,0,0,27.58444,13.34085,,,,,,
0,-0.05999,0.74,27.44194908,0,0,27.58444,13.34085,,,,,,
0,-0.05999,0.74,27.44194908,0,0,27.58444,13.34086,,,,,,
0,-0.05999,0.74,27.44194908,0,0,27.58444,13.34086,,,,,,
0,-0.05999,0.74,27.44194908,0,0,27.58444,13.34086,,,,,,
0,-0.05999,0.74,27.44194908,0,0,27.58444,13.34086,,,,,,
0,-0.05999,0.74,27.44194908,0,0,27.58444,13.34085,,,,,,
0,-0.05999,0.74,27.44194908,0,0,27.58444,13.34085,,,,,,
0,-0.05999,0.74,27.44194908,0,0,27.58444,13.34085,,,,,,
0,-0.05999,0.74,27.44194908,0,0,27.58444,13.34084,,,,,,
0,-0.05999,0.74,27.44194908,0,0,27.58444,13.34084,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34083,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34082,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34081,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.3408,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.3408,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34079,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34078,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34078,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34077,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34077,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34076,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34076,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34076,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34076,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34076,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34076,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34077,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34077,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34078,,,,,,
0,-0.09,0.85,27.37642908,0,0,27.58444,13.34078,,,,,,
0,-0.15999,0.65999,27.37642908,0,0,27.58444,13.34079,,,,,,
0,-0.15999,0.65999,27.37642908,0,0,27.58444,13.3408,,,,,,
0,-0.15999,0.65999,27.37642908,0,0,27.58444,13.3408,,,,,,
0,-0.15999,0.65999,27.37642908,0,0,27.58444,13.34081,,,,,,
0,-0.15999,0.65999,27.37642908,0,0,27.58444,13.34082,,,,,,
0,-0.15999,0.65999,27.37642908,0,0,27.58444,13.34083,,,,,,
0,-0.15999,0.65999,27.37642908,0,0,27.58444,13.34084,,,,,,
0,-0.15999,0.65999,27.37642908,0,0,27.58444,13.34084,,,,,,
0,-0.15999,0.65999,27.37642908,0,0,27.58444,13.34085,,,,,,
0,-0.15999,0.65999,27.37642908,0,0,27.58444,13.34085,,,,,,
0,-0.07,0.65999,27.42010908,0,0,27.58444,13.34085,,,,,,
0,-0.07,0.65999,27.42010908,0,0,27.58444,13.34086,,,,,,
0,-0.07,0.65999,27.42010908,0,0,27.58444,13.34086,,,,,,
0,-0.07,0.65999,27.42010908,0,0,27.58444,13.34086,,,,,,
0,-0.07,0.65999,27.42010908,0,0,27.58444,13.34086,,,,,,
0,-0.07,0.65999,27.42010908,0,0,27.58444,13.34085,,,,,,
0,-0.07,0.65999,27.42010908,0,0,27.58444,13.34085,,,,,,
0,-0.07,0.65999,27.42010908,0,0,27.58444,13.34085,,,,,,
0,-0.07,0.65999,27.42010908,0,0,27.58444,13.34084,,,,,,
0,-0.07,0.65999,27.42010908,0,0,27.58444,13.34084,,,,,,
0,-0.07,0.81,27.36550908,0,0,27.58444,13.34083,,,,,,
0,-0.07,0.81,27.36550908,0,0,27.58444,13.34082,,,,,,
0,-0.07,0.81,27.36550908,0,0,27.58444,13.34081,,,,,,
0,-0.07,0.81,27.36550908,0,0,27.58444,13.3408,,,,,,
0,-0.07,0.81,27.36550908,0,0,27.58444,13.3408,,,,,,
0,-0.07,0.81,27.36550908,0,0,27.58444,13.34079,,,,,,
0,-0.07,0.81,27.36550908,0,0,27.58444,13.34078,,,,,,
0,-0.07,0.81,27.36550908,0,0,27.58444,13.34078,,,,,,
0,-0.07,0.81,27.36550908,0,0,27.58444,13.34077,,,,,,
0,-0.07,0.81,27.36550908,0,0,27.58444,13.34077,,,,,,
0,-0.00999,0.71999,27.3,0,0,27.58444,13.34076,,,,,,
0,-0.00999,0.71999,27.3,0,0,27.58444,13.34076,,,,,,
0,-0.00999,0.71999,27.3,0,0,27.58444,13.34076,,,,,,
0,-0.00999,0.71999,27.3,0,0,27.58444,13.34076,,,,,,
0,-0.00999,0.71999,27.3,0,0,27.58444,13.34076,,,,,,
0,-0.00999,0.71999,27.3,0,0,27.58444,13.34076,,,,,,
0,-0.00999,0.71999,27.3,0,0,27.58444,13.34077,,,,,,
0,-0.00999,0.71999,27.3,0,0,27.58444,13.34077,,,,,,
0,-0.00999,0.71999,27.3,0,0,27.58444,13.34078,,,,,,
0,-0.00999,0.71999,27.3,0,0,27.58444,13.34078,,,,,,
0,-0.17,0.65999,27.32182908,0,0,27.58444,13.34079,,,,,,
0,-0.17,0.65999,27.32182908,0,0,27.58444,13.3408,,,,,,
0,-0.17,0.65999,27.32182908,0,0,27.58444,13.3408,,,,,,
0,-0.17,0.65999,27.32182908,0,0,27.58444,13.34081,,,,,,
0,-0.17,0.65999,27.32182908,0,0,27.58444,13.34082,,,,,,
0,-0.17,0.65999,27.32182908,0,0,27.58444,13.34083,,,,,,
0,-0.17,0.65999,27.32182908,0,0,27.58444,13.34084,,,,,,
0,-0.17,0.65999,27.32182908,0,0,27.58444,13.34084,,,,,,
0,-0.17,0.65999,27.32182908,0,0,27.58444,13.34085,,,,,,
0,-0.17,0.65999,27.32182908,0,0,27.58444,13.34085,,,,,,
0,-0.19999,0.7,27.43102908,0,0,27.58444,13.34085,,,,,,
0,-0.19999,0.7,27.43102908,0,0,27.58444,13.34086,,,,,,
0,-0.19999,0.7,27.43102908,0,0,27.58444,13.34086,,,,,,
0,-0.19999,0.7,27.43102908,0,0,27.58444,13.34086,,,,,,
0,-0.19999,0.7,27.43102908,0,0,27.58444,13.34086,,,,,,
0,-0.19999,0.7,27.43102908,0,0,27.58444,13.34085,,,,,,
0,-0.19999,0.7,27.43102908,0,0,27.58444,13.34085,,,,,,
0,-0.19999,0.7,27.43102908,0,0,27.58444,13.34085,,,,,,
0,-0.19999,0.7,27.43102908,0,0,27.58444,13.34084,,,,,,
0,-0.19999,0.7,27.43102908,0,0,27.58444,13.34084,,,,,,
0,-0.15999,0.65,27.52930908,0,0,27.58444,13.34083,,,,,,
0,-0.15999,0.65,27.52930908,0,0,27.58444,13.34082,,,,,,
0,-0.15999,0.65,27.52930908,0,0,27.58444,13.34081,,,,,,
0,-0.15999,0.65,27.52930908,0,0,27.58444,13.3408,,,,,,
0,-0.15999,0.65,27.52930908,0,0,27.58444,13.3408,,,,,,
0,-0.15999,0.65,27.52930908,0,0,27.58444,13.34079,,,,,,
0,-0.15999,0.65,27.52930908,0,0,27.58444,13.34078,,,,,,
0,-0.15999,0.65,27.52930908,0,0,27.58444,13.34078,,,,,,
0,-0.15999,0.65,27.52930908,0,0,27.58444,13.34077,,,,,,
0,-0.15999,0.65,27.52930908,0,0,27.58444,13.34077,,,,,,
0,-0.14999,0.75999,27.51838908,0,0,27.58444,13.34076,,,,,,
0,-0.14999,0.75999,27.51838908,0,0,27.58444,13.34076,,,,,,
0,-0.14999,0.75999,27.51838908,0,0,27.58444,13.34076,,,,,,
0,-0.14999,0.75999,27.51838908,0,0,27.58444,13.34076,,,,,,
0,-0.14999,0.75999,27.51838908,0,0,27.58444,13.34076,,,,,,
0,-0.14999,0.75999,27.51838908,0,0,27.58444,13.34076,,,,,,
0,-0.14999,0.75999,27.51838908,0,0,27.58444,13.34077,,,,,,
0,-0.14999,0.75999,27.51838908,0,0,27.58444,13.34077,,,,,,
0,-0.14999,0.75999,27.51838908,0,0,27.58444,13.34078,,,,,,
0,-0.14999,0.75999,27.51838908,0,0,27.58444,13.34078,,,,,,
0,-0.14999,0.78999,27.43102908,0,0,27.58444,13.34079,,,,,,
0,-0.14999,0.78999,27.43102908,0,0,27.58444,13.3408,,,,,,
0,-0.14999,0.78999,27.43102908,0,0,27.58444,13.3408,,,,,,
0,-0.14999,0.78999,27.43102908,0,0,27.58444,13.34081,,,,,,
0,-0.14999,0.78999,27.43102908,0,0,27.58444,13.34082,,,,,,
0,-0.14999,0.78999,27.43102908,0,0,27.58444,13.34083,,,,,,
0,-0.14999,0.78999,27.43102908,0,0,27.58444,13.34084,,,,,,
0,-0.14999,0.78999,27.43102908,0,0,27.58444,13.34084,,,,,,
0,-0.14999,0.78999,27.43102908,0,0,27.58444,13.34085,,,,,,
0,-0.14999,0.78999,27.43102908,0,0,27.58444,13.34085,,,,,,
0,-0.07999,0.69,27.37642908,0,0,27.58444,13.34085,,,,,,
0,-0.07999,0.69,27.37642908,0,0,27.58444,13.34086,,,,,,
0,-0.07999,0.69,27.37642908,0,0,27.58444,13.34086,,,,,,
0,-0.07999,0.69,27.37642908,0,0,27.58444,13.34086,,,,,,
0,-0.07999,0.69,27.37642908,0,0,27.58444,13.34086,,,,,,
0,-0.07999,0.69,27.37642908,0,0,27.58444,13.34085,,,,,,
0,-0.07999,0.69,27.37642908,0,0,27.58444,13.34085,,,,,,
0,-0.07999,0.69,27.37642908,0,0,27.58444,13.34085,,,,,,
0,-0.07999,0.69,27.37642908,0,0,27.58444,13.34084,,,,,,
0,-0.07999,0.69,27.37642908,0,0,27.58444,13.34084,,,,,,
0,-0.09,0.9,27.35458908,0,0,27.58444,13.34083,,,,,,
0,-0.09,0.9,27.35458908,0,0,27.58444,13.34082,,,,,,
0,-0.09,0.9,27.35458908,0,0,27.58444,13.34081,,,,,,
0,-0.09,0.9,27.35458908,0,0,27.58444,13.3408,,,,,,
0,-0.09,0.9,27.35458908,0,0,27.58444,13.3408,,,,,,
0,-0.09,0.9,27.35458908,0,0,27.58444,13.34079,,,,,,
0,-0.09,0.9,27.35458908,0,0,27.58444,13.34078,,,,,,
0,-0.09,0.9,27.35458908,0,0,27.58444,13.34078,,,,,,
0,-0.09,0.9,27.35458908,0,0,27.58444,13.34077,,,,,,
0,-0.09,0.9,27.35458908,0,0,27.58444,13.34077,,,,,,
0,-0.17,0.75,27.36550908,0,0,27.58444,13.34076,,,,,,
0,-0.17,0.75,27.36550908,0,0,27.58444,13.34076,,,,,,
0,-0.17,0.75,27.36550908,0,0,27.58444,13.34076,,,,,,
0,-0.17,0.75,27.36550908,0,0,27.58444,13.34076,,,,,,
0,-0.17,0.75,27.36550908,0,0,27.58444,13.34076,,,,,,
0,-0.17,0.75,27.36550908,0,0,27.58444,13.34076,,,,,,
0,-0.17,0.75,27.36550908,0,0,27.58444,13.34077,,,,,,
0,-0.17,0.75,27.36550908,0,0,27.58444,13.34077,,,,,,
0,-0.17,0.75,27.36550908,0,0,27.58444,13.34078,,,,,,
0,-0.17,0.75,27.36550908,0,0,27.58444,13.34078,,,,,,
0,-0.07999,0.79999,27.35458908,0,0,27.58444,13.34079,,,,,,
0,-0.07999,0.79999,27.35458908,0,0,27.58444,13.3408,,,,,,
0,-0.07999,0.79999,27.35458908,0,0,27.58444,13.3408,,,,,,
0,-0.07999,0.79999,27.35458908,0,0,27.58444,13.34081,,,,,,
0,-0.07999,0.79999,27.35458908,0,0,27.58444,13.34082,,,,,,
0,-0.07999,0.79999,27.35458908,0,0,27.58444,13.34083,,,,,,
0,-0.07999,0.79999,27.35458908,0,0,27.58444,13.34084,,,,,,
0,-0.07999,0.79999,27.35458908,0,0,27.58444,13.34084,,,,,,
0,-0.07999,0.79999,27.35458908,0,0,27.58444,13.34085,,,,,,
0,-0.07999,0.79999,27.35458908,0,0,27.58444,13.34085,,,,,,
0,-0.07,0.81999,27.34366908,0,0,27.58444,13.34085,,,,,,
0,-0.07,0.81999,27.34366908,0,0,27.58444,13.34086,,,,,,
0,-0.07,0.81999,27.34366908,0,0,27.58444,13.34086,,,,,,
0,-0.07,0.81999,27.34366908,0,0,27.58444,13.34086,,,,,,
0,-0.07,0.81999,27.34366908,0,0,27.58444,13.34086,,,,,,
0,-0.07,0.81999,27.34366908,0,0,27.58444,13.34085,,,,,,
0,-0.07,0.81999,27.34366908,0,0,27.58444,13.34085,,,,,,
0,-0.07,0.81999,27.34366908,0,0,27.58444,13.34085,,,,,,
0,-0.07,0.81999,27.34366908,0,0,27.58444,13.34084,,,,,,
0,-0.07,0.81999,27.34366908,0,0,27.58444,13.34084,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34083,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34082,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34081,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.3408,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.3408,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34079,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34078,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34078,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34077,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34077,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34076,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34076,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34076,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34076,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34076,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34076,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34077,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34077,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34078,,,,,,
0,-0.09999,0.85999,27.33274908,0,0,27.58444,13.34078,,,,,,
0,-0.19,0.81,27.45286908,0,0,27.58444,13.34079,,,,,,
0,-0.19,0.81,27.45286908,0,0,27.58444,13.3408,,,,,,
0,-0.19,0.81,27.45286908,0,0,27.58444,13.3408,,,,,,
0,-0.19,0.81,27.45286908,0,0,27.58444,13.34081,,,,,,
0,-0.19,0.81,27.45286908,0,0,27.58444,13.34082,,,,,,
0,-0.19,0.81,27.45286908,0,0,27.58444,13.34083,,,,,,
0,-0.19,0.81,27.45286908,0,0,27.58444,13.34084,,,,,,
0,-0.19,0.81,27.45286908,0,0,27.58444,13.34084,,,,,,
0,-0.19,0.81,27.45286908,0,0,27.58444,13.34085,,,,,,
0,-0.19,0.81,27.45286908,0,0,27.58444,13.34085,,,,,,
0,-0.05999,0.65,27.43102908,0,0,27.58444,13.34085,,,,,,
0,-0.05999,0.65,27.43102908,0,0,27.58444,13.34086,,,,,,
0,-0.05999,0.65,27.43102908,0,0,27.58444,13.34086,,,,,,
0,-0.05999,0.65,27.43102908,0,0,27.58444,13.34086,,,,,,
0,-0.05999,0.65,27.43102908,0,0,27.58444,13.34086,,,,,,
0,-0.05999,0.65,27.43102908,0,0,27.58444,13.34085,,,,,,
0,-0.05999,0.65,27.43102908,0,0,27.58444,13.34085,,,,,,
0,-0.05999,0.65,27.43102908,0,0,27.58444,13.34085,,,,,,
0,-0.05999,0.65,27.43102908,0,0,27.58444,13.34084,,,,,,
0,-0.05999,0.65,27.43102908,0,0,27.58444,13.34084,,,,,,
0,-0.05999,0.85999,27.34366908,0,0,27.58444,13.34083,,,,,,
0,-0.05999,0.85999,27.34366908,0,0,27.58444,13.34082,,,,,,
0,-0.05999,0.85999,27.34366908,0,0,27.58444,13.34081,,,,,,
0,-0.05999,0.85999,27.34366908,0,0,27.58444,13.3408,,,,,,
0,-0.05999,0.85999,27.34366908,0,0,27.58444,13.3408,,,,,,
0,-0.05999,0.85999,27.34366908,0,0,27.58444,13.34079,,,,,,
0,-0.05999,0.85999,27.34366908,0,0,27.58444,13.34078,,,,,,
0,-0.05999,0.85999,27.34366908,0,0,27.58444,13.34078,,,,,,
0,-0.05999,0.85999,27.34366908,0,0,27.58444,13.34077,,,,,,
0,-0.05999,0.85999,27.34366908,0,0,27.58444,13.34077,,,,,,
0,-0.15999,0.93999,27.34366908,0,0,27.58444,13.34076,,,,,,
0,-0.15999,0.93999,27.34366908,0,0,27.58444,13.34076,,,,,,
0,-0.15999,0.93999,27.34366908,0,0,27.58444,13.34076,,,,,,
0,-0.15999,0.93999,27.34366908,0,0,27.58444,13.34076,,,,,,
0,-0.15999,0.93999,27.34366908,0,0,27.58444,13.34076,,,,,,
0,-0.15999,0.93999,27.34366908,0,0,27.58444,13.34076,,,,,,
0,-0.15999,0.93999,27.34366908,0,0,27.58444,13.34077,,,,,,
0,-0.15999,0.93999,27.34366908,0,0,27.58444,13.34077,,,,,,
0,-0.15999,0.93999,27.34366908,0,0,27.58444,13.34078,,,,,,
0,-0.15999,0.93999,27.34366908,0,0,27.58444,13.34078,,,,,,
0,-0.19,0.90999,27.35458908,0,0,27.58444,13.34079,,,,,,
0,-0.19,0.90999,27.35458908,0,0,27.58444,13.3408,,,,,,
0,-0.19,0.90999,27.35458908,0,0,27.58444,13.3408,,,,,,
0,-0.19,0.90999,27.35458908,0,0,27.58444,13.34081,,,,,,
0,-0.19,0.90999,27.35458908,0,0,27.58444,13.34082,,,,,,
0,-0.19,0.90999,27.35458908,0,0,27.58444,13.34083,,,,,,
0,-0.19,0.90999,27.35458908,0,0,27.58444,13.34084,,,,,,
0,-0.19,0.90999,27.35458908,0,0,27.58444,13.34084,,,,,,
0,-0.19,0.90999,27.35458908,0,0,27.58444,13.34085,,,,,,
0,-0.19,0.90999,27.35458908,0,0,27.58444,13.34085,,,,,,
0,-0.15999,0.91999,27.35458908,0,0,27.58444,13.34085,,,,,,
0,-0.15999,0.91999,27.35458908,0,0,27.58444,13.34086,,,,,,
0,-0.15999,0.91999,27.35458908,0,0,27.58444,13.34086,,,,,,
0,-0.15999,0.91999,27.35458908,0,0,27.58444,13.34086,,,,,,
0,-0.15999,0.91999,27.35458908,0,0,27.58444,13.34086,,,,,,
0,-0.15999,0.91999,27.35458908,0,0,27.58444,13.34085,,,,,,
0,-0.15999,0.91999,27.35458908,0,0,27.58444,13.34085,,,,,,
0,-0.15999,0.91999,27.35458908,0,0,27.58444,13.34085,,,,,,
0,-0.15999,0.91999,27.35458908,0,0,27.58444,13.34084,,,,,,
0,-0.15999,0.91999,27.35458908,0,0,27.58444,13.34084,,,,,,
0,-0.19,0.83999,27.34366908,0,0,27.58444,13.34083,,,,,,
0,-0.19,0.83999,27.34366908,0,0,27.58444,13.34082,,,,,,
0,-0.19,0.83999,27.34366908,0,0,27.58444,13.34081,,,,,,
0,-0.19,0.83999,27.34366908,0,0,27.58444,13.3408,,,,,,
0,-0.19,0.83999,27.34366908,0,0,27.58444,13.3408,,,,,,
0,-0.19,0.83999,27.34366908,0,0,27.58444,13.34079,,,,,,
0,-0.19,0.83999,27.34366908,0,0,27.58444,13.34078,,,,,,
0,-0.19,0.83999,27.34366908,0,0,27.58444,13.34078,,,,,,
0,-0.19,0.83999,27.34366908,0,0,27.58444,13.34077,,,,,,
0,-0.19,0.83999,27.34366908,0,0,27.58444,13.34077,,,,,,
0,-0.05999,0.76999,27.32182908,0,0,27.58444,13.34076,,,,,,
0,-0.05999,0.76999,27.32182908,0,0,27.58444,13.34076,,,,,,
0,-0.05999,0.76999,27.32182908,0,0,27.58444,13.34076,,,,,,
0,-0.05999,0.76999,27.32182908,0,0,27.58444,13.34076,,,,,,
0,-0.05999,0.76999,27.32182908,0,0,27.58444,13.34076,,,,,,
0,-0.05999,0.76999,27.32182908,0,0,27.58444,13.34076,,,,,,
0,-0.05999,0.76999,27.32182908,0,0,27.58444,13.34077,,,,,,
0,-0.05999,0.76999,27.32182908,0,0,27.58444,13.34077,,,,,,
0,-0.05999,0.76999,27.32182908,0,0,27.58444,13.34078,,,,,,
0,-0.05999,0.76999,27.32182908,0,0,27.58444,13.34078,,,,,,
0,-0.09,0.78999,27.34366908,0,0,27.58444,13.34079,,,,,,
0,-0.09,0.78999,27.34366908,0,0,27.58444,13.3408,,,,,,
0,-0.09,0.78999,27.34366908,0,0,27.58444,13.3408,,,,,,
0,-0.09,0.78999,27.34366908,0,0,27.58444,13.34081,,,,,,
0,-0.09,0.78999,27.34366908,0,0,27.58444,13.34082,,,,,,
0,-0.09,0.78999,27.34366908,0,0,27.58444,13.34083,,,,,,
0,-0.09,0.78999,27.34366908,0,0,27.58444,13.34084,,,,,,
0,-0.09,0.78999,27.34366908,0,0,27.58444,13.34084,,,,,,
0,-0.09,0.78999,27.34366908,0,0,27.58444,13.34085,,,,,,
0,-0.09,0.78999,27.34366908,0,0,27.58444,13.34085,,,,,,
0,-0.17999,0.71999,27.38734908,0,0,27.58444,13.34085,,,,,,
0,-0.17999,0.71999,27.38734908,0,0,27.58444,13.34086,,,,,,
0,-0.17999,0.71999,27.38734908,0,0,27.58444,13.34086,,,,,,
0,-0.17999,0.71999,27.38734908,0,0,27.58444,13.34086,,,,,,
0,-0.17999,0.71999,27.38734908,0,0,27.58444,13.34086,,,,,,
0,-0.17999,0.71999,27.38734908,0,0,27.58444,13.34085,,,,,,
0,-0.17999,0.71999,27.38734908,0,0,27.58444,13.34085,,,,,,
0,-0.17999,0.71999,27.38734908,0,0,27.58444,13.34085,,,,,,
0,-0.17999,0.71999,27.38734908,0,0,27.58444,13.34084,,,,,,
0,-0.17999,0.71999,27.38734908,0,0,27.58444,13.34084,,,,,,
0,-0.14999,0.69,27.4092,0,0,27.58444,13.34083,,,,,,
0,-0.14999,0.69,27.4092,0,0,27.58444,13.34082,,,,,,
0,-0.14999,0.69,27.4092,0,0,27.58444,13.34081,,,,,,
0,-0.14999,0.69,27.4092,0,0,27.58444,13.3408,,,,,,
0,-0.14999,0.69,27.4092,0,0,27.58444,13.3408,,,,,,
0,-0.14999,0.69,27.4092,0,0,27.58444,13.34079,,,,,,
0,-0.14999,0.69,27.4092,0,0,27.58444,13.34078,,,,,,
0,-0.14999,0.69,27.4092,0,0,27.58444,13.34078,,,,,,
0,-0.14999,0.69,27.4092,0,0,27.58444,13.34077,,,,,,
0,-0.14999,0.69,27.4092,0,0,27.58444,13.34077,,,,,,
0,-0.04999,0.65999,27.50746908,0,0,27.58444,13.34076,,,,,,
0,-0.04999,0.65999,27.50746908,0,0,27.58444,13.34076,,,,,,
0,-0.04999,0.65999,27.50746908,0,0,27.58444,13.34076,,,,,,
0,-0.04999,0.65999,27.50746908,0,0,27.58444,13.34076,,,,,,
0,-0.04999,0.65999,27.50746908,0,0,27.58444,13.34076,,,,,,
0,-0.04999,0.65999,27.50746908,0,0,27.58444,13.34076,,,,,,
0,-0.04999,0.65999,27.50746908,0,0,27.58444,13.34077,,,,,,
0,-0.04999,0.65999,27.50746908,0,0,27.58444,13.34077,,,,,,
0,-0.04999,0.65999,27.50746908,0,0,27.58444,13.34078,,,,,,
0,-0.04999,0.65999,27.50746908,0,0,27.58444,13.34078,,,,,,
0,-0.07999,0.66999,27.47470908,0,0,27.58444,13.34079,,,,,,
0,-0.07999,0.66999,27.47470908,0,0,27.58444,13.3408,,,,,,
0,-0.07999,0.66999,27.47470908,0,0,27.58444,13.3408,,,,,,
0,-0.07999,0.66999,27.47470908,0,0,27.58444,13.34081,,,,,,
0,-0.07999,0.66999,27.47470908,0,0,27.58444,13.34082,,,,,,
0,-0.07999,0.66999,27.47470908,0,0,27.58444,13.34083,,,,,,
0,-0.07999,0.66999,27.47470908,0,0,27.58444,13.34084,,,,,,
0,-0.07999,0.66999,27.47470908,0,0,27.58444,13.34084,,,,,,
0,-0.07999,0.66999,27.47470908,0,0,27.58444,13.34085,,,,,,
0,-0.07999,0.66999,27.47470908,0,0,27.58444,13.34085,,,,,,
0,-0.15999,0.90999,27.32182908,0,0,27.58444,13.34085,,,,,,
0,-0.15999,0.90999,27.32182908,0,0,27.58444,13.34086,,,,,,
0,-0.15999,0.90999,27.32182908,0,0,27.58444,13.34086,,,,,,
0,-0.15999,0.90999,27.32182908,0,0,27.58444,13.34086,,,,,,
0,-0.15999,0.90999,27.32182908,0,0,27.58444,13.34086,,,,,,
0,-0.15999,0.90999,27.32182908,0,0,27.58444,13.34085,,,,,,
0,-0.15999,0.90999,27.32182908,0,0,27.58444,13.34085,,,,,,
0,-0.15999,0.90999,27.32182908,0,0,27.58444,13.34085,,,,,,
0,-0.15999,0.90999,27.32182908,0,0,27.58444,13.34084,,,,,,
0,-0.15999,0.90999,27.32182908,0,0,27.58444,13.34084,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34083,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34082,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34081,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.3408,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.3408,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34079,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34078,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34078,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34077,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34077,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34076,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34076,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34076,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34076,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34076,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34076,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34077,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34077,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34078,,,,,,
0,-0.07999,1.01999,27.31092,0,0,27.58444,13.34078,,,,,,
0,-0.09999,0.88,27.36550908,0,0,27.58444,13.34079,,,,,,
0,-0.09999,0.88,27.36550908,0,0,27.58444,13.3408,,,,,,
0,-0.09999,0.88,27.36550908,0,0,27.58444,13.3408,,,,,,
0,-0.09999,0.88,27.36550908,0,0,27.58444,13.34081,,,,,,
0,-0.09999,0.88,27.36550908,0,0,27.58444,13.34082,,,,,,
0,-0.09999,0.88,27.36550908,0,0,27.58444,13.34083,,,,,,
0,-0.09999,0.88,27.36550908,0,0,27.58444,13.34084,,,,,,
0,-0.09999,0.88,27.36550908,0,0,27.58444,13.34084,,,,,,
0,-0.09999,0.88,27.36550908,0,0,27.58444,13.34085,,,,,,
0,-0.09999,0.88,27.36550908,0,0,27.58444,13.34085,,,,,,
0,-0.07,0.81999,27.35458908,0,0,27.58444,13.34085,,,,,,
