time,target gyro x,target gyro y,target gyro z,gyro x,gyro y,gyro z,target angle x,target angle y,target angle z,angle x,angle y,angle z,target vel z,vel z,target pos z,pos z,desire thrust,desire rotor speed,rotor speed,motor_output,bettery voltage,height,thrust,K_T,acc_z_d,acc_z_com,,,,,,,,,,,,,,,,,,,,,,,,,
46.14099,0.63794,0.1335,0.3984,-0.079,-0.2081,0.06411,0.04224,0.00751,2.01787,0.04918,0.02086,1.93695,0.02055,0.00509,-0.65019,-0.66389,-4.49328,830.02301,825.75701,0.56861,13.61455,0.66389,-0.10559,6.52204,9.72738,9.62179,,,,,,,,,,,,,,,,,,,,,,,,,
46.14199,0.63794,0.1335,0.3984,-0.07473,-0.20717,0.06079,0.04224,0.00751,2.01787,0.04918,0.02086,1.93695,0.02055,0.00509,-0.65019,-0.66389,-4.49347,830.04003,829.57287,0.56865,13.61422,0.66389,-0.10539,6.52204,9.72738,9.62199,,,,,,,,,,,,,,,,,,,,,,,,,
46.143,0.63794,0.1335,0.3984,-0.07473,-0.20717,0.06079,0.04224,0.00751,2.01787,0.04918,0.02086,1.93695,0.02055,0.00509,-0.65019,-0.66389,-4.49347,830.04003,831.10913,0.56865,13.61388,0.66389,-0.10518,6.52204,9.72738,9.6222,,,,,,,,,,,,,,,,,,,,,,,,,
46.144,0.63794,0.1335,0.3984,-0.07742,-0.21066,0.05758,0.04224,0.00751,2.01787,0.04918,0.02086,1.93695,0.02055,0.00509,-0.65019,-0.66389,-4.4936,830.052,831.10913,0.56869,13.61356,0.66389,-0.10511,6.52204,9.72738,9.62227,,,,,,,,,,,,,,,,,,,,,,,,,
46.145,0.63794,0.1335,0.3984,-0.07742,-0.21066,0.05758,0.04224,0.00751,2.01787,0.04918,0.02086,1.93695,0.02055,0.00509,-0.65019,-0.66389,-4.4936,830.052,825.75701,0.56869,13.61324,0.66389,-0.10503,6.52204,9.72738,9.62234,,,,,,,,,,,,,,,,,,,,,,,,,
46.14599,0.63794,0.1335,0.3984,-0.07183,-0.21225,0.05323,0.04224,0.00751,2.01787,0.04918,0.02086,1.93695,0.02055,0.00509,-0.65019,-0.66389,-4.49363,830.05548,825.75701,0.56872,13.61292,0.66389,-0.10503,6.52204,9.72738,9.62235,,,,,,,,,,,,,,,,,,,,,,,,,
46.14699,0.63794,0.1335,0.3984,-0.07183,-0.21225,0.05323,0.04224,0.00751,2.01787,0.04918,0.02086,1.93695,0.02055,0.00509,-0.65019,-0.66389,-4.49363,830.05548,824.99804,0.56872,13.61261,0.66389,-0.10502,6.52204,9.72738,9.62236,,,,,,,,,,,,,,,,,,,,,,,,,
46.14799,0.63794,0.1335,0.3984,-0.06771,-0.21107,0.05061,0.04224,0.00751,2.01787,0.04918,0.02086,1.93695,0.02055,0.00509,-0.65019,-0.66389,-4.49365,830.05682,824.99804,0.56875,13.61231,0.66389,-0.105,6.52204,9.72738,9.62238,,,,,,,,,,,,,,,,,,,,,,,,,
46.14899,0.63794,0.1335,0.3984,-0.06771,-0.21107,0.05061,0.04224,0.00751,2.01787,0.04918,0.02086,1.93695,0.02055,0.00509,-0.65019,-0.66389,-4.49365,830.05682,824.99804,0.56875,13.61201,0.66389,-0.10497,6.52204,9.72738,9.6224,,,,,,,,,,,,,,,,,,,,,,,,,
46.15,-1.57079,-1.57079,0.47949,-0.07114,-0.21328,0.0491,-0.19312,-0.08243,2.01787,0.04884,0.01869,1.93748,0.69554,0.00153,-0.2002,-0.66389,-3.18938,699.2962,824.99804,0.45797,13.61171,0.66389,-0.11065,6.52204,6.94015,6.8295,,,,,,,,,,,,,,,,,,,,,,,,,
46.151,-1.57079,-1.57079,0.47949,-0.07114,-0.21328,0.0491,-0.19312,-0.08243,2.01787,0.04884,0.01869,1.93748,0.69554,0.00153,-0.2002,-0.66389,-3.18938,699.2962,824.99804,0.45797,13.61143,0.66389,-0.11632,6.52204,6.94015,6.82383,,,,,,,,,,,,,,,,,,,,,,,,,
46.152,-1.57079,-1.57079,0.47949,-0.07,-0.21783,0.04581,-0.19312,-0.08243,2.01787,0.04884,0.01869,1.93748,0.69554,0.00153,-0.2002,-0.66389,-3.18397,698.70349,829.57287,0.45749,13.61114,0.66389,-0.12222,6.52204,6.94015,6.81793,,,,,,,,,,,,,,,,,,,,,,,,,
46.15299,-1.57079,-1.57079,0.47949,-0.07,-0.21783,0.04581,-0.19312,-0.08243,2.01787,0.04884,0.01869,1.93748,0.69554,0.00153,-0.2002,-0.66389,-3.18397,698.70349,828.80694,0.45749,13.61086,0.66389,-0.12812,6.52204,6.94015,6.81203,,,,,,,,,,,,,,,,,,,,,,,,,
46.15399,-1.57079,-1.57079,0.47949,-0.06032,-0.21717,0.04131,-0.19312,-0.08243,2.01787,0.04884,0.01869,1.93748,0.69554,0.00153,-0.2002,-0.66389,-3.17842,698.09356,828.80694,0.45699,13.61059,0.66389,-0.13412,6.52204,6.94015,6.80603,,,,,,,,,,,,,,,,,,,,,,,,,
46.15499,-1.57079,-1.57079,0.47949,-0.06032,-0.21717,0.04131,-0.19312,-0.08243,2.01787,0.04884,0.01869,1.93748,0.69554,0.00153,-0.2002,-0.66389,-3.17842,698.09356,828.80694,0.45699,13.61032,0.66389,-0.14011,6.52204,6.94015,6.80003,,,,,,,,,,,,,,,,,,,,,,,,,
46.15599,-1.57079,-1.57079,0.47949,-0.05647,-0.21267,0.03793,-0.19312,-0.08243,2.01787,0.04884,0.01869,1.93748,0.69554,0.00153,-0.2002,-0.66389,-3.17282,697.47882,828.80694,0.45649,13.61006,0.66389,-0.1461,6.52204,6.94015,6.79405,,,,,,,,,,,,,,,,,,,,,,,,,
46.157,-1.57079,-1.57079,0.47949,-0.05647,-0.21267,0.03793,-0.19312,-0.08243,2.01787,0.04884,0.01869,1.93748,0.69554,0.00153,-0.2002,-0.66389,-3.17282,697.47882,826.51739,0.45649,13.6098,0.66389,-0.15208,6.52204,6.94015,6.78807,,,,,,,,,,,,,,,,,,,,,,,,,
46.158,-1.57079,-1.57079,0.47949,-0.0613,-0.21229,0.03467,-0.19312,-0.08243,2.01787,0.04884,0.01869,1.93748,0.69554,0.00153,-0.2002,-0.66389,-3.1672,696.86077,827.27917,0.45598,13.60954,0.66389,-0.15813,6.52204,6.94015,6.78202,,,,,,,,,,,,,,,,,,,,,,,,,
46.159,-1.57079,-1.57079,0.47949,-0.0613,-0.21229,0.03467,-0.19312,-0.08243,2.01787,0.04884,0.01869,1.93748,0.69554,0.00153,-0.2002,-0.66389,-3.1672,696.86077,826.51739,0.45598,13.60929,0.66389,-0.16419,6.52204,6.94015,6.77596,,,,,,,,,,,,,,,,,,,,,,,,,
46.15999,0.22513,-0.08612,0.40475,-0.05918,-0.21533,0.02989,-0.08721,-0.04479,2.01787,0.04861,0.01651,1.93784,0.69554,0.00153,-0.2002,-0.66389,-3.10562,690.05322,826.51739,0.45023,13.60904,0.66389,-0.17057,6.52204,6.82074,6.65016,,,,,,,,,,,,,,,,,,,,,,,,,
46.16099,0.22513,-0.08612,0.40475,-0.05918,-0.21533,0.02989,-0.08721,-0.04479,2.01787,0.04861,0.01651,1.93784,0.69554,0.00153,-0.2002,-0.66389,-3.10562,690.05322,826.51739,0.45023,13.6088,0.66389,-0.17696,6.52204,6.82074,6.64377,,,,,,,,,,,,,,,,,,,,,,,,,
46.16199,0.22513,-0.08612,0.40475,-0.04758,-0.21566,0.02659,-0.08721,-0.04479,2.01787,0.04861,0.01651,1.93784,0.69554,0.00153,-0.2002,-0.66389,-3.09968,689.39324,825.75701,0.44969,13.60855,0.66389,-0.18329,6.52204,6.82074,6.63744,,,,,,,,,,,,,,,,,,,,,,,,,
46.16299,0.22513,-0.08612,0.40475,-0.04758,-0.21566,0.02659,-0.08721,-0.04479,2.01787,0.04861,0.01651,1.93784,0.69554,0.00153,-0.2002,-0.66389,-3.09968,689.39324,825.75701,0.44969,13.60832,0.66389,-0.18961,6.52204,6.82074,6.63112,,,,,,,,,,,,,,,,,,,,,,,,,
46.164,0.22513,-0.08612,0.40475,-0.04083,-0.21502,0.02986,-0.08721,-0.04479,2.01787,0.04861,0.01651,1.93784,0.69554,0.00153,-0.2002,-0.66389,-3.09383,688.74243,824.99804,0.44915,13.60808,0.66389,-0.19582,6.52204,6.82074,6.62492,,,,,,,,,,,,,,,,,,,,,,,,,
46.165,0.22513,-0.08612,0.40475,-0.04083,-0.21502,0.02986,-0.08721,-0.04479,2.01787,0.04861,0.01651,1.93784,0.69554,0.00153,-0.2002,-0.66389,-3.09383,688.74243,824.24047,0.44915,13.60784,0.66389,-0.20202,6.52204,6.82074,6.61871,,,,,,,,,,,,,,,,,,,,,,,,,
46.166,0.22513,-0.08612,0.40475,-0.03964,-0.21774,0.0417,-0.08721,-0.04479,2.01787,0.04861,0.01651,1.93784,0.69554,0.00153,-0.2002,-0.66389,-3.08804,688.09686,818.97613,0.44862,13.60761,0.66389,-0.20823,6.52204,6.82074,6.6125,,,,,,,,,,,,,,,,,,,,,,,,,
46.16699,0.22513,-0.08612,0.40475,-0.03964,-0.21774,0.0417,-0.08721,-0.04479,2.01787,0.04861,0.01651,1.93784,0.69554,0.00153,-0.2002,-0.66389,-3.08804,688.09686,815.9981,0.44862,13.60738,0.66389,-0.21444,6.52204,6.82074,6.60629,,,,,,,,,,,,,,,,,,,,,,,,,
46.16799,0.22513,-0.08612,0.40475,-0.03153,-0.21936,0.06259,-0.08721,-0.04479,2.01787,0.04861,0.01651,1.93784,0.69554,0.00153,-0.2002,-0.66389,-3.08225,687.45178,818.97613,0.44809,13.60716,0.66389,-0.22062,6.52204,6.82074,6.60011,,,,,,,,,,,,,,,,,,,,,,,,,
46.16899,0.22513,-0.08612,0.40475,-0.03153,-0.21936,0.06259,-0.08721,-0.04479,2.01787,0.04861,0.01651,1.93784,0.69554,0.00153,-0.2002,-0.66389,-3.08225,687.45178,815.9981,0.44809,13.60694,0.6638,-0.2268,6.52204,6.82074,6.59393,,,,,,,,,,,,,,,,,,,,,,,,,
46.16999,0.86942,0.23135,0.38753,-0.01986,-0.21536,0.09407,-0.04271,-0.02581,2.01787,0.04858,0.01432,1.9382,0.69539,0.00408,-0.2002,-0.6638,-3.06523,685.5512,807.91894,0.44649,13.60673,0.6638,-0.23279,6.52204,6.79646,6.56367,,,,,,,,,,,,,,,,,,,,,,,,,
46.171,0.86942,0.23135,0.38753,-0.01986,-0.21536,0.09407,-0.04271,-0.02581,2.01787,0.04858,0.01432,1.9382,0.69539,0.00408,-0.2002,-0.6638,-3.06523,685.5512,807.91894,0.44649,13.60652,0.6638,-0.23877,6.52204,6.79646,6.55769,,,,,,,,,,,,,,,,,,,,,,,,,
46.172,0.86942,0.23135,0.38753,-0.01794,-0.21223,0.13561,-0.04271,-0.02581,2.01787,0.04858,0.01432,1.9382,0.69539,0.00408,-0.2002,-0.6638,-3.05978,684.9411,800.71173,0.44599,13.60632,0.6638,-0.24446,6.52204,6.79646,6.55199,,,,,,,,,,,,,,,,,,,,,,,,,
46.173,0.86942,0.23135,0.38753,-0.01794,-0.21223,0.13561,-0.04271,-0.02581,2.01787,0.04858,0.01432,1.9382,0.69539,0.00408,-0.2002,-0.6638,-3.05978,684.9411,799.9981,0.44599,13.60613,0.6638,-0.25016,6.52204,6.79646,6.54629,,,,,,,,,,,,,,,,,,,,,,,,,
46.17399,0.86942,0.23135,0.38753,-0.01997,-0.21653,0.18357,-0.04271,-0.02581,2.01787,0.04858,0.01432,1.9382,0.69539,0.00408,-0.2002,-0.6638,-3.05452,684.35198,797.15625,0.4455,13.60594,0.6638,-0.25573,6.52204,6.79646,6.54073,,,,,,,,,,,,,,,,,,,,,,,,,
46.17499,0.86942,0.23135,0.38753,-0.01997,-0.21653,0.18357,-0.04271,-0.02581,2.01787,0.04858,0.01432,1.9382,0.69539,0.00408,-0.2002,-0.6638,-3.05452,684.35198,796.44885,0.4455,13.60575,0.6638,-0.2613,6.52204,6.79646,6.53516,,,,,,,,,,,,,,,,,,,,,,,,,
46.17599,0.86942,0.23135,0.38753,-0.01176,-0.22278,0.23731,-0.04271,-0.02581,2.01787,0.04858,0.01432,1.9382,0.69539,0.00408,-0.2002,-0.6638,-3.04937,683.77575,790.13897,0.44502,13.60557,0.6638,-0.26674,6.52204,6.79646,6.52972,,,,,,,,,,,,,,,,,,,,,,,,,
46.17699,0.86942,0.23135,0.38753,-0.01176,-0.22278,0.23731,-0.04271,-0.02581,2.01787,0.04858,0.01432,1.9382,0.69539,0.00408,-0.2002,-0.6638,-3.04937,683.77575,788.75036,0.44502,13.60539,0.6638,-0.27218,6.52204,6.79646,6.52427,,,,,,,,,,,,,,,,,,,,,,,,,
46.178,0.86942,0.23135,0.38753,-0.00074,-0.22427,0.30108,-0.04271,-0.02581,2.01787,0.04858,0.01432,1.9382,0.69539,0.00408,-0.2002,-0.6638,-3.04444,683.22186,788.75036,0.44457,13.60522,0.6638,-0.27731,6.52204,6.79646,6.51914,,,,,,,,,,,,,,,,,,,,,,,,,
46.179,0.86942,0.23135,0.38753,-0.00074,-0.22427,0.30108,-0.04271,-0.02581,2.01787,0.04858,0.01432,1.9382,0.69539,0.00408,-0.2002,-0.6638,-3.04444,683.22186,788.75036,0.44457,13.60505,0.6637,-0.28245,6.52204,6.79646,6.51401,,,,,,,,,,,,,,,,,,,,,,,,,
46.18,0.78626,0.23492,0.37573,-0.00263,-0.22548,0.37676,-0.02334,-0.01678,2.01787,0.04889,0.01202,1.94051,0.69524,0.00735,-0.2002,-0.6637,-3.03715,682.40344,788.75036,0.44388,13.60489,0.6637,-0.28726,6.52204,6.7908,6.50353,,,,,,,,,,,,,,,,,,,,,,,,,
46.18099,0.78626,0.23492,0.37573,-0.00263,-0.22548,0.37676,-0.02334,-0.01678,2.01787,0.04889,0.01202,1.94051,0.69524,0.00735,-0.2002,-0.6637,-3.03715,682.40344,788.75036,0.44388,13.60474,0.6637,-0.29208,6.52204,6.7908,6.49872,,,,,,,,,,,,,,,,,,,,,,,,,
46.18199,0.78626,0.23492,0.37573,-0.01004,-0.2327,0.46043,-0.02334,-0.01678,2.01787,0.04889,0.01202,1.94051,0.69524,0.00735,-0.2002,-0.6637,-3.03274,681.90771,788.75036,0.44347,13.60459,0.6637,-0.29671,6.52204,6.7908,6.49409,,,,,,,,,,,,,,,,,,,,,,,,,
46.18299,0.78626,0.23492,0.37573,-0.01004,-0.2327,0.46043,-0.02334,-0.01678,2.01787,0.04889,0.01202,1.94051,0.69524,0.00735,-0.2002,-0.6637,-3.03274,681.90771,773.12475,0.44347,13.60445,0.6637,-0.30134,6.52204,6.7908,6.48946,,,,,,,,,,,,,,,,,,,,,,,,,
46.18399,0.78626,0.23492,0.37573,-0.00599,-0.24126,0.54897,-0.02334,-0.01678,2.01787,0.04889,0.01202,1.94051,0.69524,0.00735,-0.2002,-0.6637,-3.0285,681.43109,773.12475,0.44308,13.60432,0.6637,-0.30578,6.52204,6.7908,6.48501,,,,,,,,,,,,,,,,,,,,,,,,,
46.185,0.78626,0.23492,0.37573,-0.00599,-0.24126,0.54897,-0.02334,-0.01678,2.01787,0.04889,0.01202,1.94051,0.69524,0.00735,-0.2002,-0.6637,-3.0285,681.43109,773.12475,0.44308,13.60419,0.6637,-0.31023,6.52204,6.7908,6.48057,,,,,,,,,,,,,,,,,,,,,,,,,
46.186,0.78626,0.23492,0.37573,0.00362,-0.24399,0.64365,-0.02334,-0.01678,2.01787,0.04889,0.01202,1.94051,0.69524,0.00735,-0.2002,-0.6637,-3.0245,680.98156,773.12475,0.4427,13.60407,0.6637,-0.31434,6.52204,6.7908,6.47646,,,,,,,,,,,,,,,,,,,,,,,,,
46.187,0.78626,0.23492,0.37573,0.00362,-0.24399,0.64365,-0.02334,-0.01678,2.01787,0.04889,0.01202,1.94051,0.69524,0.00735,-0.2002,-0.6637,-3.0245,680.98156,769.14984,0.4427,13.60395,0.6637,-0.31845,6.52204,6.7908,6.47235,,,,,,,,,,,,,,,,,,,,,,,,,
46.18799,0.78626,0.23492,0.37573,0.00231,-0.24427,0.74407,-0.02334,-0.01678,2.01787,0.04889,0.01202,1.94051,0.69524,0.00735,-0.2002,-0.6637,-3.02083,680.56744,767.83392,0.44236,13.60385,0.6637,-0.32221,6.52204,6.7908,6.46858,,,,,,,,,,,,,,,,,,,,,,,,,
46.18899,0.78626,0.23492,0.37573,0.00231,-0.24427,0.74407,-0.02334,-0.01678,2.01787,0.04889,0.01202,1.94051,0.69524,0.00735,-0.2002,-0.6637,-3.02083,680.56744,767.17767,0.44236,13.60375,0.6637,-0.32598,6.52204,6.7908,6.46482,,,,,,,,,,,,,,,,,,,,,,,,,
46.18999,0.68071,0.14453,0.34702,-0.00418,-0.24893,0.84554,-0.0119,-0.01494,2.01787,0.04926,0.00926,1.94712,0.69524,0.00735,-0.2002,-0.6637,-3.01665,680.09674,762.61505,0.44197,13.60366,0.6637,-0.32959,6.52204,6.78923,6.45964,,,,,,,,,,,,,,,,,,,,,,,,,
46.191,0.68071,0.14453,0.34702,-0.00418,-0.24893,0.84554,-0.0119,-0.01494,2.01787,0.04926,0.00926,1.94712,0.69524,0.00735,-0.2002,-0.6637,-3.01665,680.09674,761.96765,0.44197,13.60357,0.6637,-0.3332,6.52204,6.78923,6.45603,,,,,,,,,,,,,,,,,,,,,,,,,
46.192,0.68071,0.14453,0.34702,0.00084,-0.25526,0.94574,-0.0119,-0.01494,2.01787,0.04926,0.00926,1.94712,0.69524,0.00735,-0.2002,-0.6637,-3.01333,679.72253,761.96765,0.44166,13.6035,0.6637,-0.3367,6.52204,6.78923,6.45253,,,,,,,,,,,,,,,,,,,,,,,,,
46.193,0.68071,0.14453,0.34702,0.00084,-0.25526,0.94574,-0.0119,-0.01494,2.01787,0.04926,0.00926,1.94712,0.69524,0.00735,-0.2002,-0.6637,-3.01333,679.72253,761.32135,0.44166,13.60343,0.6637,-0.34019,6.52204,6.78923,6.44904,,,,,,,,,,,,,,,,,,,,,,,,,
46.194,0.68071,0.14453,0.34702,0.01159,-0.25702,1.0478,-0.0119,-0.01494,2.01787,0.04926,0.00926,1.94712,0.69524,0.00735,-0.2002,-0.6637,-3.0102,679.36889,761.32135,0.44136,13.60337,0.6637,-0.34341,6.52204,6.78923,6.44582,,,,,,,,,,,,,,,,,,,,,,,,,
46.19499,0.68071,0.14453,0.34702,0.01159,-0.25702,1.0478,-0.0119,-0.01494,2.01787,0.04926,0.00926,1.94712,0.69524,0.00735,-0.2002,-0.6637,-3.0102,679.36889,760.6762,0.44136,13.60332,0.6637,-0.34663,6.52204,6.78923,6.4426,,,,,,,,,,,,,,,,,,,,,,,,,
46.19599,0.68071,0.14453,0.34702,0.00978,-0.25746,1.15328,-0.0119,-0.01494,2.01787,0.04926,0.00926,1.94712,0.69524,0.00735,-0.2002,-0.6637,-3.00734,679.04681,759.38909,0.44109,13.60328,0.6637,-0.34952,6.52204,6.78923,6.43971,,,,,,,,,,,,,,,,,,,,,,,,,
46.19699,0.68071,0.14453,0.34702,0.00978,-0.25746,1.15328,-0.0119,-0.01494,2.01787,0.04926,0.00926,1.94712,0.69524,0.00735,-0.2002,-0.6637,-3.00734,679.04681,753.01837,0.44109,13.60325,0.6637,-0.35241,6.52204,6.78923,6.43682,,,,,,,,,,,,,,,,,,,,,,,,,
46.198,0.68071,0.14453,0.34702,0.00018,-0.26375,1.25806,-0.0119,-0.01494,2.01787,0.04926,0.00926,1.94712,0.69524,0.00735,-0.2002,-0.6637,-3.00469,678.74792,753.01837,0.44084,13.60324,0.6637,-0.35519,6.52204,6.78923,6.43404,,,,,,,,,,,,,,,,,,,,,,,,,
46.199,0.68071,0.14453,0.34702,0.00018,-0.26375,1.25806,-0.0119,-0.01494,2.01787,0.04926,0.00926,1.94712,0.69524,0.00735,-0.2002,-0.6637,-3.00469,678.74792,753.01837,0.44084,13.60323,0.6636,-0.35796,6.52204,6.78923,6.43127,,,,,,,,,,,,,,,,,,,,,,,,,
46.2,0.42345,0.20695,0.28372,0.00332,-0.27228,1.35896,-0.01431,-0.00915,2.01787,0.04967,0.00603,1.95913,0.6951,0.00336,-0.2002,-0.6636,-3.00198,678.4414,749.247,0.44058,13.60323,0.6636,-0.36074,6.52205,6.78897,6.42823,,,,,,,,,,,,,,,,,,,,,,,,,
46.201,0.42345,0.20695,0.28372,0.00332,-0.27228,1.35896,-0.01431,-0.00915,2.01787,0.04967,0.00603,1.95913,0.6951,0.00336,-0.2002,-0.6636,-3.00198,678.4414,749.247,0.44058,13.60324,0.6636,-0.36351,6.52205,6.78897,6.42546,,,,,,,,,,,,,,,,,,,,,,,,,
46.20199,0.42345,0.20695,0.28372,0.01818,-0.27324,1.45838,-0.01431,-0.00915,2.01787,0.04967,0.00603,1.95913,0.6951,0.00336,-0.2002,-0.6636,-2.99947,678.15753,747.37542,0.44034,13.60327,0.6636,-0.36611,6.52205,6.78897,6.42286,,,,,,,,,,,,,,,,,,,,,,,,,
46.20299,0.42345,0.20695,0.28372,0.01818,-0.27324,1.45838,-0.01431,-0.00915,2.01787,0.04967,0.00603,1.95913,0.6951,0.00336,-0.2002,-0.6636,-2.99947,678.15753,747.37542,0.44034,13.6033,0.6636,-0.36872,6.52205,6.78897,6.42025,,,,,,,,,,,,,,,,,,,,,,,,,
46.20399,0.42345,0.20695,0.28372,0.02415,-0.26825,1.55809,-0.01431,-0.00915,2.01787,0.04967,0.00603,1.95913,0.6951,0.00336,-0.2002,-0.6636,-2.99718,677.89831,747.37542,0.44011,13.60335,0.6636,-0.37102,6.52205,6.78897,6.41795,,,,,,,,,,,,,,,,,,,,,,,,,
46.205,0.42345,0.20695,0.28372,0.02415,-0.26825,1.55809,-0.01431,-0.00915,2.01787,0.04967,0.00603,1.95913,0.6951,0.00336,-0.2002,-0.6636,-2.99718,677.89831,740.59228,0.44011,13.60341,0.6636,-0.37333,6.52205,6.78897,6.41564,,,,,,,,,,,,,,,,,,,,,,,,,
46.206,0.42345,0.20695,0.28372,0.01876,-0.26896,1.65403,-0.01431,-0.00915,2.01787,0.04967,0.00603,1.95913,0.6951,0.00336,-0.2002,-0.6636,-2.99508,677.66113,740.59228,0.43991,13.60349,0.6636,-0.37551,6.52205,6.78897,6.41346,,,,,,,,,,,,,,,,,,,,,,,,,
46.207,0.42345,0.20695,0.28372,0.01876,-0.26896,1.65403,-0.01431,-0.00915,2.01787,0.04967,0.00603,1.95913,0.6951,0.00336,-0.2002,-0.6636,-2.99508,677.66113,740.59228,0.43991,13.60357,0.6636,-0.3777,6.52205,6.78897,6.41127,,,,,,,,,,,,,,,,,,,,,,,,,
46.208,0.42345,0.20695,0.28372,0.02167,-0.27737,1.74273,-0.01431,-0.00915,2.01787,0.04967,0.00603,1.95913,0.6951,0.00336,-0.2002,-0.6636,-2.99299,677.42388,738.76373,0.4397,13.60367,0.6636,-0.38,6.52205,6.78897,6.40897,,,,,,,,,,,,,,,,,,,,,,,,,
46.20899,0.42345,0.20695,0.28372,0.02167,-0.27737,1.74273,-0.01431,-0.00915,2.01787,0.04967,0.00603,1.95913,0.6951,0.00336,-0.2002,-0.6636,-2.99299,677.42388,738.76373,0.4397,13.60378,0.6635,-0.3823,6.52205,6.78897,6.40667,,,,,,,,,,,,,,,,,,,,,,,,,
46.20999,0.28738,0.27559,0.1946,0.03722,-0.28248,1.82776,-0.01855,-0.00271,2.01787,0.05018,0.00235,1.97623,0.69495,0.00521,-0.2002,-0.6635,-2.99092,677.18994,738.15612,0.4395,13.60391,0.6635,-0.38464,6.52205,6.78919,6.40454,,,,,,,,,,,,,,,,,,,,,,,,,
46.21099,0.28738,0.27559,0.1946,0.03722,-0.28248,1.82776,-0.01855,-0.00271,2.01787,0.05018,0.00235,1.97623,0.69495,0.00521,-0.2002,-0.6635,-2.99092,677.18994,738.15612,0.4395,13.60404,0.6635,-0.38698,6.52205,6.78919,6.4022,,,,,,,,,,,,,,,,,,,,,,,,,
46.212,0.28738,0.27559,0.1946,0.04424,-0.27928,1.91354,-0.01855,-0.00271,2.01787,0.05018,0.00235,1.97623,0.69495,0.00521,-0.2002,-0.6635,-2.98882,676.9522,738.15612,0.43928,13.60419,0.6635,-0.38914,6.52205,6.78919,6.40005,,,,,,,,,,,,,,,,,,,,,,,,,
46.213,0.28738,0.27559,0.1946,0.04424,-0.27928,1.91354,-0.01855,-0.00271,2.01787,0.05018,0.00235,1.97623,0.69495,0.00521,-0.2002,-0.6635,-2.98882,676.9522,737.54962,0.43928,13.60436,0.6635,-0.3913,6.52205,6.78919,6.39789,,,,,,,,,,,,,,,,,,,,,,,,,
46.214,0.28738,0.27559,0.1946,0.03332,-0.27674,1.99681,-0.01855,-0.00271,2.01787,0.05018,0.00235,1.97623,0.69495,0.00521,-0.2002,-0.6635,-2.98688,676.73223,737.54962,0.43909,13.60454,0.6635,-0.3933,6.52205,6.78919,6.39589,,,,,,,,,,,,,,,,,,,,,,,,,
46.215,0.28738,0.27559,0.1946,0.03332,-0.27674,1.99681,-0.01855,-0.00271,2.01787,0.05018,0.00235,1.97623,0.69495,0.00521,-0.2002,-0.6635,-2.98688,676.73223,737.54962,0.43909,13.60473,0.6635,-0.3953,6.52205,6.78919,6.39389,,,,,,,,,,,,,,,,,,,,,,,,,
46.21599,0.28738,0.27559,0.1946,0.02502,-0.28133,2.07133,-0.01855,-0.00271,2.01787,0.05018,0.00235,1.97623,0.69495,0.00521,-0.2002,-0.6635,-2.985,676.51947,737.54962,0.43889,13.60494,0.6635,-0.39732,6.52205,6.78919,6.39187,,,,,,,,,,,,,,,,,,,,,,,,,
46.21699,0.28738,0.27559,0.1946,0.02502,-0.28133,2.07133,-0.01855,-0.00271,2.01787,0.05018,0.00235,1.97623,0.69495,0.00521,-0.2002,-0.6635,-2.985,676.51947,730.94287,0.43889,13.60517,0.6635,-0.39934,6.52205,6.78919,6.38985,,,,,,,,,,,,,,,,,,,,,,,,,
46.21799,0.28738,0.27559,0.1946,0.035,-0.28549,2.13775,-0.01855,-0.00271,2.01787,0.05018,0.00235,1.97623,0.69495,0.00521,-0.2002,-0.6635,-2.98312,676.30682,720.38354,0.4387,13.60541,0.6635,-0.40134,6.52205,6.78919,6.38785,,,,,,,,,,,,,,,,,,,,,,,,,
46.219,0.28738,0.27559,0.1946,0.035,-0.28549,2.13775,-0.01855,-0.00271,2.01787,0.05018,0.00235,1.97623,0.69495,0.00521,-0.2002,-0.6635,-2.98312,676.30682,720.38354,0.4387,13.60566,0.6635,-0.40333,6.52205,6.78919,6.38585,,,,,,,,,,,,,,,,,,,,,,,,,
46.22,0.42073,0.13684,0.09564,0.04723,-0.28144,2.20158,-0.01228,-0.00678,2.01787,0.05082,-0.00161,1.99737,0.69495,0.00521,-0.2002,-0.6635,-2.98112,676.08032,720.38354,0.43849,13.60594,0.6635,-0.40509,6.52205,6.78866,6.38357,,,,,,,,,,,,,,,,,,,,,,,,,
46.221,0.42073,0.13684,0.09564,0.04723,-0.28144,2.20158,-0.01228,-0.00678,2.01787,0.05082,-0.00161,1.99737,0.69495,0.00521,-0.2002,-0.6635,-2.98112,676.08032,720.38354,0.43849,13.60623,0.6635,-0.40684,6.52205,6.78866,6.38182,,,,,,,,,,,,,,,,,,,,,,,,,
46.222,0.42073,0.13684,0.09564,0.04198,-0.27572,2.26316,-0.01228,-0.00678,2.01787,0.05082,-0.00161,1.99737,0.69495,0.00521,-0.2002,-0.6635,-2.9796,675.90747,720.38354,0.43832,13.60653,0.6635,-0.40835,6.52205,6.78866,6.38031,,,,,,,,,,,,,,,,,,,,,,,,,
