surfaceAngle_deg_,force_x,force_y,force_z,moment_x,moment_y,moment_z,count
-20,0.249498360833384,-0.3714837654166,-4.55474890583271,0.00527676458333426,0.002353263750006,-0.0428359412500032,8000
-18,0.245563524583368,-0.322283727916624,-4.56334940583211,0.0032952533333354,0.00070527500000811,-0.0486001512499961,8000
-16,0.185374685833446,-0.250452556666706,-4.57560154583192,-0.000905122916665599,0.000123236250010317,-0.0446752025000006,8000
-14,0.309357175833415,-0.159789861666665,-4.49710273083069,0.00357922583333339,-0.00329399249999229,-0.0277491262500096,8000
-12,0.390123722083369,-0.186923747916614,-4.51579288333203,0.00189590458333408,0.00508660125000349,-0.0261160762500076,8000
-10,0.506782149583328,-0.067658872916569,-4.47395793333225,0.00872854208333368,-0.00178810999998635,-0.0159136775000035,8000
-8,0.451053400833368,-0.0835238529165867,-4.49558151958153,0.00386225333333455,-0.00248543624999215,-0.0185744400000041,8000
-6,0.538816362193268,-0.0558796420409378,-4.44828054483748,0.00602659469779979,-0.000539323454207652,-0.0128777565927527,7666
-4,0.612666703333348,-0.0467662879165998,-4.44064920708207,0.00999054083333314,-0.000253859999989059,-0.00895507375000382,8000
-2,0.597306782083374,-0.0699627966666272,-4.50082914208208,0.00683424083333337,-0.0025996549999901,-0.011081713750004,8000
0,0.61686297583339,-0.109256505416561,-4.53473792583187,0.00892325333333387,-0.00230829124999971,-0.00957020000000156,8000
2,0.651380123333338,-0.0552386029166296,-4.53871673333131,0.0112430908333339,-0.00523421249999056,-0.00696676875000307,8000
4,0.620061784583361,-0.0485925204165705,-4.49902559333194,0.00547782708333491,-0.00459632499999679,-0.00843930250000621,8000
6,0.692710383333385,0.0379174370833777,-4.4496664870816,0.00664969083333358,-0.00430483749999649,-0.00262677875000852,8000
8,0.633295415833337,-0.0545799529166269,-4.48957933083176,0.00703461458333454,-0.00438792999999799,-0.00528585125000758,8000
10,0.587289039583391,-0.0313072079165853,-4.48004543083172,0.00600892833333547,-0.00310322124999335,-0.00552837875000511,8000
12,0.619989199583339,0.0806895258333995,-4.42902293333165,0.00499947583333425,-0.00891437499999725,-0.00206577375000336,8000
14,0.775672675833413,0.172724799583507,-4.3389216808318,0.00973607833333355,-0.00968004749999279,0.0059440987499958,8000
16,0.838745380833353,0.17294617833339,-4.29206428583192,0.00928116583333535,-0.0120306237499911,0.00929143499999793,8000
18,0.897731468333351,0.239833309583407,-4.22701871833146,0.012714125833334,-0.0141508212499876,0.0135584224999969,8000
20,0.851602963333351,0.218389890833512,-4.15686559583219,0.00756422833333584,-0.00948603624999977,0.0123414224999961,8000
