surfaceAngle_deg_,force_x,force_y,force_z,moment_x,moment_y,moment_z,count
-20,-0.260016744583309,-0.439087162499837,-4.2543040462491,0.00828042374999961,0.0209277041666703,-0.0516730975000007,8000
-18,-0.226550856248423,-0.433214746073086,-4.34672797816825,0.00816097705985375,0.0219211149511653,-0.0531209990984191,7986
-16,0.0163442166666572,-0.27006098374994,-4.25564770874907,0.0131860037499997,0.0171541691666808,-0.0417406349999941,8000
-14,0.04465925166665,-0.213223429999951,-4.25824776249925,0.0120953149999991,0.0150887279166657,-0.0406281350000022,8000
-12,0.156346704166663,-0.174419744999962,-4.2220129699987,0.0144215599999997,0.0121352841666754,-0.0351697525000036,8000
-10,-0.00969692208329942,-0.134989413749961,-4.29418418624803,0.00863878874999922,0.011117739166678,-0.0422059875000006,8000
-8,0.149865842916653,-0.0565933762499293,-4.21308931249941,0.00983119999999865,0.011294919166685,-0.0352696599999989,8000
-6,0.30392189791672,0.0754189112501606,-4.1736803887495,0.00980114874999907,0.0067229904166804,-0.0279562100000059,8000
-4,0.432959039166704,0.143541378750161,-4.06710671749833,0.011616378749999,0.00387869166667909,-0.0217157350000047,8000
-2,0.392971569166652,0.161961235000035,-4.12715284374897,0.0109449012499992,0.00428131916667823,-0.0236651600000048,8000
0,0.416999915234115,0.262189767290317,-4.07746231165423,0.0103462338469363,0.00249665036717478,-0.0211909056920949,7853
2,0.571429106666645,0.349065233750045,-4.02780547374844,0.0149194249999987,0.000479542916678621,-0.0111137499999997,8000
4,0.619869312916643,0.336712560000138,-4.04482560374807,0.0167254599999989,-0.00130103208332322,-0.00554941125000105,8000
6,0.598871506666695,0.351492623750119,-4.04190161999876,0.0121526262499995,-0.00337340833332467,-0.00785284875000147,8000
8,0.611152930416661,0.362267405000019,-4.01434168499837,0.0122715237499994,-0.00370897208332038,-0.0029465437500017,8000
10,0.60022174791664,0.352512449999992,-4.02162191874911,0.0112170599999991,-0.00518482458332092,-0.00253302500000496,8000
12,0.53219195666662,0.277506260000075,-4.00241533249903,0.0110176412499994,-0.00571346708332199,0.00822557500000085,8000
14,0.262826797916702,-0.0233519575000134,-3.96939677374899,0.00919127749999921,-0.00238981583332376,0.025001962500002,8000
16,0.184649269166723,-0.182609874999969,-3.86573924249878,0.00471643749999909,-0.00166104458331967,0.0324682025000021,8000
18,0.250054195416712,-0.083107488749901,-3.84911667124832,0.00500026249999838,-0.00408258333332284,0.0265538250000019,8000
20,0.107137982916707,-0.218839894999797,-3.8356094349986,0.00141049999999938,-0.00577133208332203,0.0323731537500025,8000
