surfaceAngle_deg_,force_x,force_y,force_z,moment_x,moment_y,moment_z,count
-20,1.03236378776009,0.576635587641011,-5.03103954094612,0.0580074005829909,-0.0232763906738357,-0.0804773238479745,7999
-18,1.09771966333328,0.583197867500077,-5.05745280374996,0.0532999770833326,-0.0184332875000019,-0.0765572624999923,8000
-16,1.1319962008333,0.576377567500106,-5.1054904550004,0.0522553383333338,-0.0166845487499875,-0.0676573012499954,8000
-14,1.12362497833325,0.683498838750033,-5.00555150374944,0.0454963895833334,-0.0175554474999929,-0.050713615000005,8000
-12,1.13563236458326,0.584352405000031,-5.0278752874988,0.0463012170833346,-0.0134270049999855,-0.0443764975000047,8000
-10,1.0411283858333,0.529917471250126,-5.02687034374929,0.0447670945833338,-0.0171608787499923,-0.0546857112499979,8000
-8,1.03278829708324,0.475069011250042,-5.00760279124913,0.0424562783333327,-0.0174886024999902,-0.0424776024999996,8000
-6,0.985130813333266,0.540303770000141,-4.98705021499902,0.0354127483333342,-0.0171534724999878,-0.0458881525000033,8000
-4,0.979768189583286,0.459693988750027,-4.97228541874909,0.0352957608333342,-0.015535341249988,-0.0400762400000006,8000
-2,0.891210168333323,0.429353872500156,-4.95429511749858,0.0336661333333337,-0.0193882724999896,-0.0325958400000005,8000
0,0.856994075833319,0.427016448750136,-4.94528256874937,0.0310214683333335,-0.0157552499999912,-0.0329152637500057,8000
2,0.806740295833321,0.360850523750076,-4.92319277249851,0.0315780820833327,-0.0172552312499837,-0.0253003050000031,8000
4,0.707308808333355,0.243056560000108,-4.87639659374953,0.0276851020833321,-0.0170814724999907,-0.0152980162500018,8000
6,0.586808687083326,0.12460932500007,-4.89404660374874,0.0261113758333331,-0.0139300274999852,-0.0120881275000015,8000
8,0.439370383352145,-0.041285627664382,-4.86363651226635,0.023412149732832,-0.0109514007513991,-0.00743291319975209,7985
10,0.162572845833314,-0.360404388749888,-4.87464284374931,0.0191438133333324,-0.00407686999999363,0.00784821000000216,8000
12,0.0187663533333429,-0.454870363750017,-4.87841263624964,0.0132614320833319,-0.00538309874998855,0.00740498874999795,8000
14,-0.150065696666623,-0.619066550000023,-4.78896566749971,0.00879992583333232,-0.0035474724999896,0.015221646250002,8000
16,-0.259449086666626,-0.761647624999955,-4.72884306999983,0.00997396583333232,0.000910651250008498,0.0269007250000002,8000
18,-0.242085581666685,-0.806150311249953,-4.70677541874984,0.00999484083333205,8.5000000135671e-06,0.0320776274999987,8000
20,-0.226264286666647,-0.833054011249994,-4.65652670749944,0.00775706333333209,-0.00272143749999226,0.0327093362500008,8000
