surfaceAngle_deg_,force_x,force_y,force_z,moment_x,moment_y,moment_z,count
-20,0.283546407083332,0.0300863754166642,-4.05314447625027,-0.00804601541666897,0.0106915650000068,-0.0682378912500019,8000
-18,0.333623868333332,-0.0611931008333227,-4.08113862875011,-3.68916666687591e-05,0.00793362875000225,-0.0526804162499997,8000
-16,0.304143878333337,-0.0628247745833272,-4.16791432875035,-0.000566190416669526,0.00497627875000406,-0.0545673924999996,8000
-14,0.369106448333328,-0.00369957333333432,-4.22308192750058,0.000617972083328727,0.00635739125000201,-0.0454910387500002,8000
-12,0.407950434583336,0.0355614041666671,-4.3281107175007,-0.00121453916667102,0.0080549800000016,-0.0446303412499996,8000
-10,0.425861154583335,0.067052412916665,-4.3471532575009,-0.00450597541667064,0.00827457875000442,-0.0400702637499987,8000
-8,0.458456292083324,0.11815714541667,-4.3285135175011,-0.00375387791667423,0.00337769000000621,-0.0325986274999978,8000
-6,0.480191442083332,0.152305277916667,-4.37040441625152,-0.00499871291667076,0.00538889000000087,-0.0293881749999993,8000
-4,0.459935555925924,0.251732208730164,-4.42713362264534,-0.0105985690476194,0.0075831807407426,-0.0332955046031732,7560
-2,0.632872253333343,0.27700355416667,-4.38266563250098,-0.0055653891666706,0.00618779375000084,-0.00819317875000053,8000
0,0.539073927083332,0.300847244166669,-4.40068083750075,-0.0106476166666696,0.00486826875000529,-0.0156173899999998,8000
2,0.573661302083331,0.277393631666669,-4.42176447875018,-0.00825358416667046,0.00605368374999987,-0.0112233149999999,8000
4,0.500769992083338,0.397916439166669,-4.41448961250038,-0.0126452741666694,-0.000692689999991281,-0.00840789249999939,8000
6,0.588135715833338,0.341837324166669,-4.37566322375024,0.000351782083329866,-0.00705566999999535,0.0199012362500001,8000
8,0.603258594583321,0.336818862916669,-4.36155730250076,0.00371333333332949,-0.00720254624999622,0.0295096062500004,8000
10,0.535136028333325,0.361474430416668,-4.37051476500069,0.00277453583332854,-0.00558668499999826,0.0266526675000007,8000
12,0.545713603333344,0.349741496666669,-4.31977318500023,0.00395577333333058,-0.00770377375000436,0.0378919962499994,8000
14,0.571202479583335,0.345073790416668,-4.30412473250022,0.000666273333330997,-0.00497322874999689,0.0354489724999997,8000
16,0.521927374256264,0.239930211185513,-4.19686850364908,0.00598141946960887,-0.00822734370749562,0.0526685860430607,7617
18,0.523478554583344,0.350045292916668,-4.22055101750037,-0.00193110541667099,-0.00669263624999622,0.0486873849999999,8000
20,0.461223767083339,0.299272287916669,-4.14070344625055,-0.00024557791667007,-0.00881757874999689,0.05537029875,8000
