surfaceAngle_deg_,force_x,force_y,force_z,moment_x,moment_y,moment_z,count
-20,-0.156716620416634,-0.368650663749889,-4.36104044124891,0.00965193583333197,0.0170027625000041,-0.0464843137499993,8000
-18,-0.157144439166655,-0.312374307499941,-4.41986405499889,0.00709415208333255,0.0158121275000019,-0.048343713750005,8000
-16,0.0443078408333597,-0.269895558749922,-4.32746765374955,0.0100414770833332,0.0145204500000092,-0.0392830274999965,8000
-14,0.145129228333341,-0.100550703749866,-4.2972680824987,0.0120933895833326,0.00714166500001129,-0.0327800525000049,8000
-12,0.290915801363698,-0.0674706498484037,-4.23569152681755,0.0145262593939383,0.0100845366161684,-0.0250944048989933,7920
-10,0.277611524583359,-0.0507305262499056,-4.26989665749942,0.0116133770833328,0.0106582750000184,-0.0272128137500043,8000
-8,0.394285228333332,0.0589619887501032,-4.24350791749907,0.0151562245833324,0.00792092500000935,-0.0205473025000045,8000
-6,0.439357645833361,0.134074113750093,-4.2070718462489,0.0121697595833337,0.00629822500001426,-0.0184777900000011,8000
-4,0.36687654708334,0.152984392500079,-4.23538301374889,0.00785353833333181,0.00431977375001141,-0.0218049875000002,8000
-2,0.30544366208332,0.14871552375002,-4.28831060374942,0.00873240083333208,0.00347116500001293,-0.0252418087500037,8000
0,0.536658903333404,0.290929221250081,-4.09831810499883,0.011874474583333,0.00116026125001523,-0.0134707399999986,8000
2,0.522007744583334,0.254026610000041,-4.12854661624942,0.0104314158333328,0.00220278875000685,-0.0155995400000031,8000
4,0.550637649245798,0.327335273138744,-4.13752869992625,0.0100836661070555,-0.000157421897805377,-0.0136883531386887,6850
6,0.713411752083347,0.455805325000024,-4.06903559874932,0.0139387658333322,-0.00232693499998926,-0.00704165250000097,8000
8,0.73181281583332,0.510871382500005,-4.08303519749944,0.0132879908333332,-0.00501006249999553,-0.0064731262500019,8000
10,0.928750604583244,0.697804011250116,-4.00666292999991,0.0195200533333334,-0.00976735624998992,0.00629408250000288,8000
12,0.985941687083279,0.702153661250155,-4.00325919499988,0.0224736020833333,-0.0116755124999923,0.00990137500000182,8000
14,0.888895244583256,0.682530363750046,-4.04202771874784,0.0205161645833326,-0.0132288087499947,0.00350845750000001,8000
16,0.959971782083297,0.777095060000158,-3.9236731524993,0.0210816920833329,-0.0164688462499895,0.0137812625000028,8000
18,0.940205809583323,0.759046486250121,-3.89018684249938,0.0200359908333325,-0.0168253624999889,0.0148360862500018,8000
20,0.89032317958336,0.715000135000071,-3.91023185499951,0.0219524758333327,-0.018693436249997,0.0225539975000016,8000
