time(s),surface angle(deg),rotor speed(rad/s),ranging distance(m),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),,,,,,,,,
0.00136,0,0,0.01999,2.33999,5.25,62.54999,0.06599,-0.397,-0.198,,,,,,,,,
0.00229,0,0,0.01999,2.33999,5.25,62.54999,0.06599,-0.397,-0.198,,,,,,,,,
0.00332,0,0,0.01999,2.33999,5.25,62.54999,0.06599,-0.397,-0.198,,,,,,,,,
0.00429,0,0,0.01999,2.33999,5.25,62.54999,0.06599,-0.397,-0.198,,,,,,,,,
0.00532,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.00629,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.00736,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.00829,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.00931,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.01028,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.01127,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.01227,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.01327,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.01427,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.01527,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.01627,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.01727,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.01827,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.01927,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.02027,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.02127,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.02227,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.02327,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.02427,0,0,0.01999,2.22,5.08999,62.50999,0.064,-0.396,-0.197,,,,,,,,,
0.02527,0,0,0.01999,2.28999,5.10999,62.48999,0.064,-0.396,-0.196,,,,,,,,,
0.02627,0,0,0.01999,2.28999,5.10999,62.48999,0.064,-0.396,-0.196,,,,,,,,,
0.02727,0,0,0.01999,2.28999,5.10999,62.48999,0.064,-0.396,-0.196,,,,,,,,,
0.02827,0,0,0.01999,2.28999,5.10999,62.48999,0.064,-0.396,-0.196,,,,,,,,,
0.02927,0,0,0.01999,2.28999,5.10999,62.48999,0.064,-0.396,-0.196,,,,,,,,,
0.03027,0,0,0.01999,2.28999,5.10999,62.48999,0.064,-0.396,-0.196,,,,,,,,,
0.03127,0,0,0.01999,2.28999,5.10999,62.48999,0.064,-0.396,-0.196,,,,,,,,,
0.03227,0,0,0.01999,2.28999,5.10999,62.48999,0.064,-0.396,-0.196,,,,,,,,,
0.03327,0,0,0.01999,2.28999,5.10999,62.48999,0.064,-0.396,-0.196,,,,,,,,,
0.03427,0,0,0.01999,2.28999,5.10999,62.48999,0.064,-0.396,-0.196,,,,,,,,,
0.03527,0,0,0.01999,2.25999,5.30999,62.5,0.06599,-0.396,-0.198,,,,,,,,,
0.03627,0,0,0.01999,2.25999,5.30999,62.5,0.06599,-0.396,-0.198,,,,,,,,,
0.03727,0,0,0.01999,2.25999,5.30999,62.5,0.06599,-0.396,-0.198,,,,,,,,,
0.03827,0,0,0.01999,2.25999,5.30999,62.5,0.06599,-0.396,-0.198,,,,,,,,,
0.03927,0,0,0.01999,2.25999,5.30999,62.5,0.06599,-0.396,-0.198,,,,,,,,,
0.04027,0,0,0.01999,2.25999,5.30999,62.5,0.06599,-0.396,-0.198,,,,,,,,,
0.04127,0,0,0.01999,2.25999,5.30999,62.5,0.06599,-0.396,-0.198,,,,,,,,,
0.04227,0,0,0.01999,2.25999,5.30999,62.5,0.06599,-0.396,-0.198,,,,,,,,,
0.04327,0,0,0.01999,2.25999,5.30999,62.5,0.06599,-0.396,-0.198,,,,,,,,,
0.04427,0,0,0.01999,2.25999,5.30999,62.5,0.06599,-0.396,-0.198,,,,,,,,,
0.04527,0,0,0.01999,2.24,5.19,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.04627,0,0,0.01999,2.24,5.19,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.04727,0,0,0.01999,2.24,5.19,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.04827,0,0,0.01999,2.24,5.19,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.04927,0,0,0.01999,2.24,5.19,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.05027,0,0,0.01999,2.24,5.19,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.05127,0,0,0.01999,2.24,5.19,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.05227,0,0,0.01999,2.24,5.19,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.05327,0,0,0.01999,2.24,5.19,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.05427,0,0,0.01999,2.24,5.19,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.05527,0,0,0.01999,2.22,5.15999,62.52999,0.065,-0.395,-0.197,,,,,,,,,
0.05627,0,0,0.01999,2.22,5.15999,62.52999,0.065,-0.395,-0.197,,,,,,,,,
0.05727,0,0,0.01999,2.22,5.15999,62.52999,0.065,-0.395,-0.197,,,,,,,,,
0.05827,0,0,0.01999,2.22,5.15999,62.52999,0.065,-0.395,-0.197,,,,,,,,,
0.05928,0,0,0.01999,2.22,5.15999,62.52999,0.065,-0.395,-0.197,,,,,,,,,
0.06027,0,0,0.01999,2.22,5.15999,62.52999,0.065,-0.395,-0.197,,,,,,,,,
0.06127,0,0,0.01999,2.22,5.15999,62.52999,0.065,-0.395,-0.197,,,,,,,,,
0.06227,0,0,0.01999,2.22,5.15999,62.52999,0.065,-0.395,-0.197,,,,,,,,,
0.06327,0,0,0.01999,2.22,5.15999,62.52999,0.065,-0.395,-0.197,,,,,,,,,
0.06427,0,0,0.01999,2.22,5.15999,62.52999,0.065,-0.395,-0.197,,,,,,,,,
0.06527,0,0,0.01999,2.25999,5.15,62.56999,0.065,-0.396,-0.197,,,,,,,,,
0.06627,0,0,0.01999,2.25999,5.15,62.56999,0.065,-0.396,-0.197,,,,,,,,,
0.06727,0,0,0.01999,2.25999,5.15,62.56999,0.065,-0.396,-0.197,,,,,,,,,
0.06827,0,0,0.01999,2.25999,5.15,62.56999,0.065,-0.396,-0.197,,,,,,,,,
0.06927,0,0,0.01999,2.25999,5.15,62.56999,0.065,-0.396,-0.197,,,,,,,,,
0.07027,0,0,0.01999,2.25999,5.15,62.56999,0.065,-0.396,-0.197,,,,,,,,,
0.07127,0,0,0.01999,2.25999,5.15,62.56999,0.065,-0.396,-0.197,,,,,,,,,
0.07227,0,0,0.01999,2.25999,5.15,62.56999,0.065,-0.396,-0.197,,,,,,,,,
0.07327,0,0,0.01999,2.25999,5.15,62.56999,0.065,-0.396,-0.197,,,,,,,,,
0.07427,0,0,0.01999,2.25999,5.15,62.56999,0.065,-0.396,-0.197,,,,,,,,,
0.07527,0,0,0.01999,2.27999,5.10999,62.56999,0.06599,-0.396,-0.198,,,,,,,,,
0.07627,0,0,0.01999,2.27999,5.10999,62.56999,0.06599,-0.396,-0.198,,,,,,,,,
0.07727,0,0,0.01999,2.27999,5.10999,62.56999,0.06599,-0.396,-0.198,,,,,,,,,
0.07827,0,0,0.01999,2.27999,5.10999,62.56999,0.06599,-0.396,-0.198,,,,,,,,,
0.07927,0,0,0.01999,2.27999,5.10999,62.56999,0.06599,-0.396,-0.198,,,,,,,,,
0.08027,0,0,0.01999,2.27999,5.10999,62.56999,0.06599,-0.396,-0.198,,,,,,,,,
0.08127,0,0,0.01999,2.27999,5.10999,62.56999,0.06599,-0.396,-0.198,,,,,,,,,
0.08227,0,0,0.01999,2.27999,5.10999,62.56999,0.06599,-0.396,-0.198,,,,,,,,,
0.08327,0,0,0.01999,2.27999,5.10999,62.56999,0.06599,-0.396,-0.198,,,,,,,,,
0.08427,0,0,0.01999,2.27999,5.10999,62.56999,0.06599,-0.396,-0.198,,,,,,,,,
0.08527,0,0,0.01999,2.26999,5.25999,62.50999,0.067,-0.397,-0.2,,,,,,,,,
0.08627,0,0,0.01999,2.26999,5.25999,62.50999,0.067,-0.397,-0.2,,,,,,,,,
0.08727,0,0,0.01999,2.26999,5.25999,62.50999,0.067,-0.397,-0.2,,,,,,,,,
0.08827,0,0,0.01999,2.26999,5.25999,62.50999,0.067,-0.397,-0.2,,,,,,,,,
0.08928,0,0,0.01999,2.26999,5.25999,62.50999,0.067,-0.397,-0.2,,,,,,,,,
0.09027,0,0,0.01999,2.26999,5.25999,62.50999,0.067,-0.397,-0.2,,,,,,,,,
0.09127,0,0,0.01999,2.26999,5.25999,62.50999,0.067,-0.397,-0.2,,,,,,,,,
0.09227,0,0,0.01999,2.26999,5.25999,62.50999,0.067,-0.397,-0.2,,,,,,,,,
0.09327,0,0,0.01999,2.26999,5.25999,62.50999,0.067,-0.397,-0.2,,,,,,,,,
0.09427,0,0,0.01999,2.26999,5.25999,62.50999,0.067,-0.397,-0.2,,,,,,,,,
0.09527,0,0,0.01999,2.28999,5.33999,62.52999,0.067,-0.397,-0.2,,,,,,,,,
0.09627,0,0,0.01999,2.28999,5.33999,62.52999,0.067,-0.397,-0.2,,,,,,,,,
0.09727,0,0,0.01999,2.28999,5.33999,62.52999,0.067,-0.397,-0.2,,,,,,,,,
0.09827,0,0,0.027,2.28999,5.33999,62.52999,0.067,-0.397,-0.2,,,,,,,,,
0.09927,0,0,0.027,2.28999,5.33999,62.52999,0.067,-0.397,-0.2,,,,,,,,,
0.10031,0,0,0.027,2.28999,5.33999,62.52999,0.067,-0.397,-0.2,,,,,,,,,
0.10127,0,0,0.027,2.28999,5.33999,62.52999,0.067,-0.397,-0.2,,,,,,,,,
0.10227,0,0,0.027,2.28999,5.33999,62.52999,0.067,-0.397,-0.2,,,,,,,,,
0.10327,0,0,0.027,2.28999,5.33999,62.52999,0.067,-0.397,-0.2,,,,,,,,,
0.10427,0,0,0.027,2.28999,5.33999,62.52999,0.067,-0.397,-0.2,,,,,,,,,
0.10527,0,0,0.027,2.29999,5.32999,62.56999,0.067,-0.395,-0.199,,,,,,,,,
0.10627,0,0,0.027,2.29999,5.32999,62.56999,0.067,-0.395,-0.199,,,,,,,,,
0.10727,0,0,0.027,2.29999,5.32999,62.56999,0.067,-0.395,-0.199,,,,,,,,,
0.10827,0,0,0.027,2.29999,5.32999,62.56999,0.067,-0.395,-0.199,,,,,,,,,
0.10928,0,0,0.027,2.29999,5.32999,62.56999,0.067,-0.395,-0.199,,,,,,,,,
0.11027,0,0,0.027,2.29999,5.32999,62.56999,0.067,-0.395,-0.199,,,,,,,,,
0.11127,0,0,0.027,2.29999,5.32999,62.56999,0.067,-0.395,-0.199,,,,,,,,,
0.11227,0,0,0.027,2.29999,5.32999,62.56999,0.067,-0.395,-0.199,,,,,,,,,
0.11327,0,0,0.027,2.29999,5.32999,62.56999,0.067,-0.395,-0.199,,,,,,,,,
0.11427,0,0,0.027,2.29999,5.32999,62.56999,0.067,-0.395,-0.199,,,,,,,,,
0.11527,0,0,0.027,2.2,5.35999,62.5,0.06599,-0.394,-0.198,,,,,,,,,
0.11627,0,0,0.027,2.2,5.35999,62.5,0.06599,-0.394,-0.198,,,,,,,,,
0.11727,0,0,0.027,2.2,5.35999,62.5,0.06599,-0.394,-0.198,,,,,,,,,
0.11827,0,0,0.027,2.2,5.35999,62.5,0.06599,-0.394,-0.198,,,,,,,,,
0.11928,0,0,0.027,2.2,5.35999,62.5,0.06599,-0.394,-0.198,,,,,,,,,
0.12027,0,0,0.027,2.2,5.35999,62.5,0.06599,-0.394,-0.198,,,,,,,,,
0.12127,0,0,0.027,2.2,5.35999,62.5,0.06599,-0.394,-0.198,,,,,,,,,
0.12227,0,0,0.027,2.2,5.35999,62.5,0.06599,-0.394,-0.198,,,,,,,,,
0.12327,0,0,0.027,2.2,5.35999,62.5,0.06599,-0.394,-0.198,,,,,,,,,
0.12427,0,0,0.027,2.2,5.35999,62.5,0.06599,-0.394,-0.198,,,,,,,,,
0.12527,0,0,0.027,2.33999,5.23999,62.43,0.064,-0.395,-0.198,,,,,,,,,
0.12627,0,0,0.027,2.33999,5.23999,62.43,0.064,-0.395,-0.198,,,,,,,,,
0.12727,0,0,0.027,2.33999,5.23999,62.43,0.064,-0.395,-0.198,,,,,,,,,
0.12827,0,0,0.027,2.33999,5.23999,62.43,0.064,-0.395,-0.198,,,,,,,,,
0.12927,0,0,0.027,2.33999,5.23999,62.43,0.064,-0.395,-0.198,,,,,,,,,
0.13027,0,0,0.027,2.33999,5.23999,62.43,0.064,-0.395,-0.198,,,,,,,,,
0.13127,0,0,0.027,2.33999,5.23999,62.43,0.064,-0.395,-0.198,,,,,,,,,
0.13227,0,0,0.027,2.33999,5.23999,62.43,0.064,-0.395,-0.198,,,,,,,,,
0.13327,0,0,0.027,2.33999,5.23999,62.43,0.064,-0.395,-0.198,,,,,,,,,
0.13427,0,0,0.027,2.33999,5.23999,62.43,0.064,-0.395,-0.198,,,,,,,,,
0.13527,0,0,0.027,2.28999,5.13999,62.45999,0.063,-0.394,-0.199,,,,,,,,,
0.13627,0,0,0.027,2.28999,5.13999,62.45999,0.063,-0.394,-0.199,,,,,,,,,
0.13727,0,0,0.027,2.28999,5.13999,62.45999,0.063,-0.394,-0.199,,,,,,,,,
0.13827,0,0,0.027,2.28999,5.13999,62.45999,0.063,-0.394,-0.199,,,,,,,,,
0.13928,0,0,0.027,2.28999,5.13999,62.45999,0.063,-0.394,-0.199,,,,,,,,,
0.14027,0,0,0.027,2.28999,5.13999,62.45999,0.063,-0.394,-0.199,,,,,,,,,
0.14127,0,0,0.027,2.28999,5.13999,62.45999,0.063,-0.394,-0.199,,,,,,,,,
0.14227,0,0,0.027,2.28999,5.13999,62.45999,0.063,-0.394,-0.199,,,,,,,,,
0.14327,0,0,0.027,2.28999,5.13999,62.45999,0.063,-0.394,-0.199,,,,,,,,,
0.14427,0,0,0.027,2.28999,5.13999,62.45999,0.063,-0.394,-0.199,,,,,,,,,
0.14527,0,0,0.027,2.25999,5.23999,62.5,0.064,-0.394,-0.2,,,,,,,,,
0.14627,0,0,0.027,2.25999,5.23999,62.5,0.064,-0.394,-0.2,,,,,,,,,
0.14727,0,0,0.027,2.25999,5.23999,62.5,0.064,-0.394,-0.2,,,,,,,,,
0.14827,0,0,0.027,2.25999,5.23999,62.5,0.064,-0.394,-0.2,,,,,,,,,
0.14927,0,0,0.027,2.25999,5.23999,62.5,0.064,-0.394,-0.2,,,,,,,,,
0.15027,0,0,0.027,2.25999,5.23999,62.5,0.064,-0.394,-0.2,,,,,,,,,
0.15127,0,0,0.027,2.25999,5.23999,62.5,0.064,-0.394,-0.2,,,,,,,,,
0.15227,0,0,0.027,2.25999,5.23999,62.5,0.064,-0.394,-0.2,,,,,,,,,
0.15327,0,0,0.027,2.25999,5.23999,62.5,0.064,-0.394,-0.2,,,,,,,,,
0.15427,0,0,0.027,2.25999,5.23999,62.5,0.064,-0.394,-0.2,,,,,,,,,
0.15527,0,0,0.027,2.36999,5.25999,62.5,0.06599,-0.396,-0.2,,,,,,,,,
0.15627,0,0,0.027,2.36999,5.25999,62.5,0.06599,-0.396,-0.2,,,,,,,,,
0.15727,0,0,0.027,2.36999,5.25999,62.5,0.06599,-0.396,-0.2,,,,,,,,,
0.15827,0,0,0.027,2.36999,5.25999,62.5,0.06599,-0.396,-0.2,,,,,,,,,
0.15928,0,0,0.027,2.36999,5.25999,62.5,0.06599,-0.396,-0.2,,,,,,,,,
0.16027,0,0,0.027,2.36999,5.25999,62.5,0.06599,-0.396,-0.2,,,,,,,,,
0.16127,0,0,0.027,2.36999,5.25999,62.5,0.06599,-0.396,-0.2,,,,,,,,,
0.16227,0,0,0.027,2.36999,5.25999,62.5,0.06599,-0.396,-0.2,,,,,,,,,
0.16327,0,0,0.027,2.36999,5.25999,62.5,0.06599,-0.396,-0.2,,,,,,,,,
0.16427,0,0,0.027,2.36999,5.25999,62.5,0.06599,-0.396,-0.2,,,,,,,,,
0.16527,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.16627,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.16727,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.16827,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.16927,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.17027,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.17127,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.17227,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.17327,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.17427,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.17527,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.17627,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.17727,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.17827,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.17927,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.18027,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.18127,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.18227,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.18327,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.18427,0,0,0.027,2.32999,5.29999,62.50999,0.065,-0.396,-0.199,,,,,,,,,
0.18527,0,0,0.027,2.25999,5.34999,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.18627,0,0,0.027,2.25999,5.34999,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.18727,0,0,0.027,2.25999,5.34999,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.18827,0,0,0.027,2.25999,5.34999,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.18928,0,0,0.027,2.25999,5.34999,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.19027,0,0,0.027,2.25999,5.34999,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.19127,0,0,0.027,2.25999,5.34999,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.19227,0,0,0.027,2.25999,5.34999,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.19327,0,0,0.027,2.25999,5.34999,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.19427,0,0,0.027,2.25999,5.34999,62.52,0.065,-0.395,-0.198,,,,,,,,,
0.19527,0,0,0.027,2.25,5.34999,62.52999,0.06599,-0.393,-0.199,,,,,,,,,
0.19627,0,0,0.027,2.25,5.34999,62.52999,0.06599,-0.393,-0.199,,,,,,,,,
0.19728,0,0,0.027,2.25,5.34999,62.52999,0.06599,-0.393,-0.199,,,,,,,,,
0.19831,0,0,0.027,2.25,5.34999,62.52999,0.06599,-0.393,-0.199,,,,,,,,,
0.19927,0,0,0.025,2.25,5.34999,62.52999,0.06599,-0.393,-0.199,,,,,,,,,
0.20027,0,0,0.025,2.25,5.34999,62.52999,0.06599,-0.393,-0.199,,,,,,,,,
0.20127,0,0,0.025,2.25,5.34999,62.52999,0.06599,-0.393,-0.199,,,,,,,,,
0.20227,0,0,0.025,2.25,5.34999,62.52999,0.06599,-0.393,-0.199,,,,,,,,,
0.20327,0,0,0.025,2.25,5.34999,62.52999,0.06599,-0.393,-0.199,,,,,,,,,
0.20427,0,0,0.025,2.25,5.34999,62.52999,0.06599,-0.393,-0.199,,,,,,,,,
0.20527,0,0,0.025,2.26999,5.23999,62.55999,0.065,-0.392,-0.199,,,,,,,,,
0.20627,0,0,0.025,2.26999,5.23999,62.55999,0.065,-0.392,-0.199,,,,,,,,,
0.20727,0,0,0.025,2.26999,5.23999,62.55999,0.065,-0.392,-0.199,,,,,,,,,
0.20827,0,0,0.025,2.26999,5.23999,62.55999,0.065,-0.392,-0.199,,,,,,,,,
0.20927,0,0,0.025,2.26999,5.23999,62.55999,0.065,-0.392,-0.199,,,,,,,,,
0.21027,0,0,0.025,2.26999,5.23999,62.55999,0.065,-0.392,-0.199,,,,,,,,,
0.21127,0,0,0.025,2.26999,5.23999,62.55999,0.065,-0.392,-0.199,,,,,,,,,
0.21227,0,0,0.025,2.26999,5.23999,62.55999,0.065,-0.392,-0.199,,,,,,,,,
0.21327,0,0,0.025,2.26999,5.23999,62.55999,0.065,-0.392,-0.199,,,,,,,,,
0.21427,0,0,0.025,2.26999,5.23999,62.55999,0.065,-0.392,-0.199,,,,,,,,,
0.21527,0,0,0.025,2.23,5.19,62.54999,0.064,-0.393,-0.199,,,,,,,,,
0.21627,0,0,0.025,2.23,5.19,62.54999,0.064,-0.393,-0.199,,,,,,,,,
0.21727,0,0,0.025,2.23,5.19,62.54999,0.064,-0.393,-0.199,,,,,,,,,
0.21827,0,0,0.025,2.23,5.19,62.54999,0.064,-0.393,-0.199,,,,,,,,,
0.21928,0,0,0.025,2.23,5.19,62.54999,0.064,-0.393,-0.199,,,,,,,,,
0.22027,0,0,0.025,2.23,5.19,62.54999,0.064,-0.393,-0.199,,,,,,,,,
0.22127,0,0,0.025,2.23,5.19,62.54999,0.064,-0.393,-0.199,,,,,,,,,
0.22227,0,0,0.025,2.23,5.19,62.54999,0.064,-0.393,-0.199,,,,,,,,,
0.22327,0,0,0.025,2.23,5.19,62.54999,0.064,-0.393,-0.199,,,,,,,,,
0.22427,0,0,0.025,2.23,5.19,62.54999,0.064,-0.393,-0.199,,,,,,,,,
0.22527,0,0,0.025,2.33999,5.04999,62.52999,0.061,-0.395,-0.198,,,,,,,,,
0.22627,0,0,0.025,2.33999,5.04999,62.52999,0.061,-0.395,-0.198,,,,,,,,,
0.22727,0,0,0.025,2.33999,5.04999,62.52999,0.061,-0.395,-0.198,,,,,,,,,
0.22827,0,0,0.025,2.33999,5.04999,62.52999,0.061,-0.395,-0.198,,,,,,,,,
0.22927,0,0,0.025,2.33999,5.04999,62.52999,0.061,-0.395,-0.198,,,,,,,,,
0.23027,0,0,0.025,2.33999,5.04999,62.52999,0.061,-0.395,-0.198,,,,,,,,,
0.23127,0,0,0.025,2.33999,5.04999,62.52999,0.061,-0.395,-0.198,,,,,,,,,
0.23227,0,0,0.025,2.33999,5.04999,62.52999,0.061,-0.395,-0.198,,,,,,,,,
0.23327,0,0,0.025,2.33999,5.04999,62.52999,0.061,-0.395,-0.198,,,,,,,,,
0.23427,0,0,0.025,2.33999,5.04999,62.52999,0.061,-0.395,-0.198,,,,,,,,,
0.23527,0,0,0.025,2.25999,5.05999,62.54999,0.061,-0.395,-0.197,,,,,,,,,
0.23627,0,0,0.025,2.25999,5.05999,62.54999,0.061,-0.395,-0.197,,,,,,,,,
0.23727,0,0,0.025,2.25999,5.05999,62.54999,0.061,-0.395,-0.197,,,,,,,,,
0.23827,0,0,0.025,2.25999,5.05999,62.54999,0.061,-0.395,-0.197,,,,,,,,,
0.23928,0,0,0.025,2.25999,5.05999,62.54999,0.061,-0.395,-0.197,,,,,,,,,
0.24027,0,0,0.025,2.25999,5.05999,62.54999,0.061,-0.395,-0.197,,,,,,,,,
0.24127,0,0,0.025,2.25999,5.05999,62.54999,0.061,-0.395,-0.197,,,,,,,,,
0.24227,0,0,0.025,2.25999,5.05999,62.54999,0.061,-0.395,-0.197,,,,,,,,,
0.24327,0,0,0.025,2.25999,5.05999,62.54999,0.061,-0.395,-0.197,,,,,,,,,
0.24427,0,0,0.025,2.25999,5.05999,62.54999,0.061,-0.395,-0.197,,,,,,,,,
0.24527,0,0,0.025,2.15999,5.17999,62.57999,0.064,-0.394,-0.198,,,,,,,,,
0.24627,0,0,0.025,2.15999,5.17999,62.57999,0.064,-0.394,-0.198,,,,,,,,,
0.24727,0,0,0.025,2.15999,5.17999,62.57999,0.064,-0.394,-0.198,,,,,,,,,
0.24827,0,0,0.025,2.15999,5.17999,62.57999,0.064,-0.394,-0.198,,,,,,,,,
0.24927,0,0,0.025,2.15999,5.17999,62.57999,0.064,-0.394,-0.198,,,,,,,,,
0.25027,0,0,0.025,2.15999,5.17999,62.57999,0.064,-0.394,-0.198,,,,,,,,,
0.25127,0,0,0.025,2.15999,5.17999,62.57999,0.064,-0.394,-0.198,,,,,,,,,
0.25227,0,0,0.025,2.15999,5.17999,62.57999,0.064,-0.394,-0.198,,,,,,,,,
0.25327,0,0,0.025,2.15999,5.17999,62.57999,0.064,-0.394,-0.198,,,,,,,,,
0.25427,0,0,0.025,2.15999,5.17999,62.57999,0.064,-0.394,-0.198,,,,,,,,,
0.25527,0,0,0.025,2.18,5.25,62.59,0.065,-0.394,-0.198,,,,,,,,,
0.25627,0,0,0.025,2.18,5.25,62.59,0.065,-0.394,-0.198,,,,,,,,,
0.25727,0,0,0.025,2.18,5.25,62.59,0.065,-0.394,-0.198,,,,,,,,,
0.25827,0,0,0.025,2.18,5.25,62.59,0.065,-0.394,-0.198,,,,,,,,,
0.25927,0,0,0.025,2.18,5.25,62.59,0.065,-0.394,-0.198,,,,,,,,,
0.26027,0,0,0.025,2.18,5.25,62.59,0.065,-0.394,-0.198,,,,,,,,,
0.26127,0,0,0.025,2.18,5.25,62.59,0.065,-0.394,-0.198,,,,,,,,,
0.26227,0,0,0.025,2.18,5.25,62.59,0.065,-0.394,-0.198,,,,,,,,,
0.26327,0,0,0.025,2.18,5.25,62.59,0.065,-0.394,-0.198,,,,,,,,,
0.26427,0,0,0.025,2.18,5.25,62.59,0.065,-0.394,-0.198,,,,,,,,,
0.26527,0,0,0.025,2.23,5.19,62.57999,0.06599,-0.394,-0.199,,,,,,,,,
0.26627,0,0,0.025,2.23,5.19,62.57999,0.06599,-0.394,-0.199,,,,,,,,,
0.26727,0,0,0.025,2.23,5.19,62.57999,0.06599,-0.394,-0.199,,,,,,,,,
0.26827,0,0,0.025,2.23,5.19,62.57999,0.06599,-0.394,-0.199,,,,,,,,,
0.26927,0,0,0.025,2.23,5.19,62.57999,0.06599,-0.394,-0.199,,,,,,,,,
0.27027,0,0,0.025,2.23,5.19,62.57999,0.06599,-0.394,-0.199,,,,,,,,,
0.27127,0,0,0.025,2.23,5.19,62.57999,0.06599,-0.394,-0.199,,,,,,,,,
0.27227,0,0,0.025,2.23,5.19,62.57999,0.06599,-0.394,-0.199,,,,,,,,,
0.27327,0,0,0.025,2.23,5.19,62.57999,0.06599,-0.394,-0.199,,,,,,,,,
0.27427,0,0,0.025,2.23,5.19,62.57999,0.06599,-0.394,-0.199,,,,,,,,,
