time(s),surface angle(deg),rotor speed(rad/s),ranging distance(m),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),,,,,,,,,
23.42489,-16,0.475,0.024,3.25999,5.13,57.94999,0.093,-0.395,-0.24,,,,,,,,,
23.42586,-16,0.475,0.024,3.25999,5.13,57.94999,0.093,-0.395,-0.24,,,,,,,,,
23.42686,-16,0.475,0.024,3.25999,5.13,57.94999,0.093,-0.395,-0.24,,,,,,,,,
23.42786,-16,0.475,0.024,3.25999,5.13,57.94999,0.093,-0.395,-0.24,,,,,,,,,
23.42886,-16,0.475,0.024,3.25999,5.13,57.94999,0.093,-0.395,-0.24,,,,,,,,,
23.42986,-16,0.475,0.024,3.25999,5.13,57.94999,0.093,-0.395,-0.24,,,,,,,,,
23.43089,-16,0.475,0.024,3.25999,5.13,57.94999,0.093,-0.395,-0.24,,,,,,,,,
23.43184,-16,0.475,0.024,3.24,4.88,57.91999,0.086,-0.393,-0.232,,,,,,,,,
23.43286,-16,0.475,0.024,3.24,4.88,57.91999,0.086,-0.393,-0.232,,,,,,,,,
23.43386,-16,0.475,0.024,3.24,4.88,57.91999,0.086,-0.393,-0.232,,,,,,,,,
23.43488,-16,0.475,0.024,3.24,4.88,57.91999,0.086,-0.393,-0.232,,,,,,,,,
23.43584,-16,0.475,0.024,3.24,4.88,57.91999,0.086,-0.393,-0.232,,,,,,,,,
23.43685,-16,0.475,0.024,3.24,4.88,57.91999,0.086,-0.393,-0.232,,,,,,,,,
23.43784,-16,0.475,0.024,3.24,4.88,57.91999,0.086,-0.393,-0.232,,,,,,,,,
23.43884,-16,0.475,0.024,3.24,4.88,57.91999,0.086,-0.393,-0.232,,,,,,,,,
23.43984,-16,0.475,0.024,3.24,4.88,57.91999,0.086,-0.393,-0.232,,,,,,,,,
23.44084,-16,0.475,0.024,3.24,4.88,57.91999,0.086,-0.393,-0.232,,,,,,,,,
23.44184,-16,0.475,0.024,3.26999,5.00999,57.96999,0.086,-0.391,-0.228,,,,,,,,,
23.44284,-16,0.475,0.024,3.26999,5.00999,57.96999,0.086,-0.391,-0.228,,,,,,,,,
23.44384,-16,0.475,0.024,3.26999,5.00999,57.96999,0.086,-0.391,-0.228,,,,,,,,,
23.44484,-16,0.475,0.024,3.26999,5.00999,57.96999,0.086,-0.391,-0.228,,,,,,,,,
23.44584,-16,0.475,0.024,3.26999,5.00999,57.96999,0.086,-0.391,-0.228,,,,,,,,,
23.44684,-16,0.475,0.024,3.26999,5.00999,57.96999,0.086,-0.391,-0.228,,,,,,,,,
23.44784,-16,0.475,0.024,3.26999,5.00999,57.96999,0.086,-0.391,-0.228,,,,,,,,,
23.44884,-16,0.475,0.024,3.26999,5.00999,57.96999,0.086,-0.391,-0.228,,,,,,,,,
23.44984,-16,0.475,0.024,3.26999,5.00999,57.96999,0.086,-0.391,-0.228,,,,,,,,,
23.45084,-16,0.475,0.024,3.26999,5.00999,57.96999,0.086,-0.391,-0.228,,,,,,,,,
23.45184,-16,0.475,0.024,3.27999,5.40999,58.05999,0.099,-0.389,-0.235,,,,,,,,,
23.45284,-16,0.475,0.024,3.27999,5.40999,58.05999,0.099,-0.389,-0.235,,,,,,,,,
23.45384,-16,0.475,0.024,3.27999,5.40999,58.05999,0.099,-0.389,-0.235,,,,,,,,,
23.45484,-16,0.475,0.024,3.27999,5.40999,58.05999,0.099,-0.389,-0.235,,,,,,,,,
23.45584,-16,0.475,0.024,3.27999,5.40999,58.05999,0.099,-0.389,-0.235,,,,,,,,,
23.45684,-16,0.475,0.024,3.27999,5.40999,58.05999,0.099,-0.389,-0.235,,,,,,,,,
23.45784,-16,0.475,0.024,3.27999,5.40999,58.05999,0.099,-0.389,-0.235,,,,,,,,,
23.45884,-16,0.475,0.024,3.27999,5.40999,58.05999,0.099,-0.389,-0.235,,,,,,,,,
23.45984,-16,0.475,0.024,3.27999,5.40999,58.05999,0.099,-0.389,-0.235,,,,,,,,,
23.46084,-16,0.475,0.024,3.27999,5.40999,58.05999,0.099,-0.389,-0.235,,,,,,,,,
23.46184,-16,0.475,0.024,3.37999,5.46999,58.02,0.10099,-0.388,-0.242,,,,,,,,,
23.46284,-16,0.475,0.024,3.37999,5.46999,58.02,0.10099,-0.388,-0.242,,,,,,,,,
23.46384,-16,0.475,0.024,3.37999,5.46999,58.02,0.10099,-0.388,-0.242,,,,,,,,,
23.46484,-16,0.475,0.024,3.37999,5.46999,58.02,0.10099,-0.388,-0.242,,,,,,,,,
23.46584,-16,0.475,0.024,3.37999,5.46999,58.02,0.10099,-0.388,-0.242,,,,,,,,,
23.46684,-16,0.475,0.024,3.37999,5.46999,58.02,0.10099,-0.388,-0.242,,,,,,,,,
23.46784,-16,0.475,0.024,3.37999,5.46999,58.02,0.10099,-0.388,-0.242,,,,,,,,,
23.46884,-16,0.475,0.024,3.37999,5.46999,58.02,0.10099,-0.388,-0.242,,,,,,,,,
23.46984,-16,0.475,0.024,3.37999,5.46999,58.02,0.10099,-0.388,-0.242,,,,,,,,,
23.47084,-16,0.475,0.024,3.37999,5.46999,58.02,0.10099,-0.388,-0.242,,,,,,,,,
23.47184,-16,0.475,0.024,3.47,5.15999,57.94999,0.09,-0.391,-0.241,,,,,,,,,
23.47284,-16,0.475,0.024,3.47,5.15999,57.94999,0.09,-0.391,-0.241,,,,,,,,,
23.47384,-16,0.475,0.024,3.47,5.15999,57.94999,0.09,-0.391,-0.241,,,,,,,,,
23.47484,-16,0.475,0.024,3.47,5.15999,57.94999,0.09,-0.391,-0.241,,,,,,,,,
23.47584,-16,0.475,0.024,3.47,5.15999,57.94999,0.09,-0.391,-0.241,,,,,,,,,
23.47684,-16,0.475,0.024,3.47,5.15999,57.94999,0.09,-0.391,-0.241,,,,,,,,,
23.47784,-16,0.475,0.024,3.47,5.15999,57.94999,0.09,-0.391,-0.241,,,,,,,,,
23.47884,-16,0.475,0.024,3.47,5.15999,57.94999,0.09,-0.391,-0.241,,,,,,,,,
23.47984,-16,0.475,0.024,3.47,5.15999,57.94999,0.09,-0.391,-0.241,,,,,,,,,
23.48084,-16,0.475,0.024,3.47,5.15999,57.94999,0.09,-0.391,-0.241,,,,,,,,,
23.48184,-16,0.475,0.024,3.31999,5.33999,57.86999,0.094,-0.395,-0.239,,,,,,,,,
23.48284,-16,0.475,0.024,3.31999,5.33999,57.86999,0.094,-0.395,-0.239,,,,,,,,,
23.48384,-16,0.475,0.024,3.31999,5.33999,57.86999,0.094,-0.395,-0.239,,,,,,,,,
23.48484,-16,0.475,0.024,3.31999,5.33999,57.86999,0.094,-0.395,-0.239,,,,,,,,,
23.48584,-16,0.475,0.024,3.31999,5.33999,57.86999,0.094,-0.395,-0.239,,,,,,,,,
23.48684,-16,0.475,0.024,3.31999,5.33999,57.86999,0.094,-0.395,-0.239,,,,,,,,,
23.48784,-16,0.475,0.024,3.31999,5.33999,57.86999,0.094,-0.395,-0.239,,,,,,,,,
23.48884,-16,0.475,0.024,3.31999,5.33999,57.86999,0.094,-0.395,-0.239,,,,,,,,,
23.48984,-16,0.475,0.024,3.31999,5.33999,57.86999,0.094,-0.395,-0.239,,,,,,,,,
23.49084,-16,0.475,0.024,3.31999,5.33999,57.86999,0.094,-0.395,-0.239,,,,,,,,,
23.49184,-16,0.475,0.024,2.79999,5.17,57.84999,0.087,-0.394,-0.235,,,,,,,,,
23.49284,-16,0.475,0.024,2.79999,5.17,57.84999,0.087,-0.394,-0.235,,,,,,,,,
23.49384,-16,0.475,0.024,2.79999,5.17,57.84999,0.087,-0.394,-0.235,,,,,,,,,
23.49484,-16,0.475,0.024,2.79999,5.17,57.84999,0.087,-0.394,-0.235,,,,,,,,,
23.49584,-16,0.475,0.024,2.79999,5.17,57.84999,0.087,-0.394,-0.235,,,,,,,,,
23.49684,-16,0.475,0.024,2.79999,5.17,57.84999,0.087,-0.394,-0.235,,,,,,,,,
23.49784,-16,0.475,0.022,2.79999,5.17,57.84999,0.087,-0.394,-0.235,,,,,,,,,
23.49884,-16,0.475,0.022,2.79999,5.17,57.84999,0.087,-0.394,-0.235,,,,,,,,,
23.49984,-16,0.475,0.022,2.79999,5.17,57.84999,0.087,-0.394,-0.235,,,,,,,,,
23.50084,-16,0.475,0.022,2.79999,5.17,57.84999,0.087,-0.394,-0.235,,,,,,,,,
23.50184,-16,0.475,0.022,2.51999,4.96,57.93,0.083,-0.392,-0.227,,,,,,,,,
23.50284,-16,0.475,0.022,2.51999,4.96,57.93,0.083,-0.392,-0.227,,,,,,,,,
23.50384,-16,0.475,0.022,2.51999,4.96,57.93,0.083,-0.392,-0.227,,,,,,,,,
23.50484,-16,0.475,0.022,2.51999,4.96,57.93,0.083,-0.392,-0.227,,,,,,,,,
23.50584,-16,0.475,0.022,2.51999,4.96,57.93,0.083,-0.392,-0.227,,,,,,,,,
23.50684,-16,0.475,0.022,2.51999,4.96,57.93,0.083,-0.392,-0.227,,,,,,,,,
23.50784,-16,0.475,0.022,2.51999,4.96,57.93,0.083,-0.392,-0.227,,,,,,,,,
23.50884,-16,0.475,0.022,2.51999,4.96,57.93,0.083,-0.392,-0.227,,,,,,,,,
23.50984,-16,0.475,0.022,2.51999,4.96,57.93,0.083,-0.392,-0.227,,,,,,,,,
23.51084,-16,0.475,0.022,2.51999,4.96,57.93,0.083,-0.392,-0.227,,,,,,,,,
23.51184,-16,0.475,0.022,2.98,4.96,58,0.076,-0.405,-0.224,,,,,,,,,
23.51284,-16,0.475,0.022,2.98,4.96,58,0.076,-0.405,-0.224,,,,,,,,,
23.51384,-16,0.475,0.022,2.98,4.96,58,0.076,-0.405,-0.224,,,,,,,,,
23.51486,-16,0.475,0.022,2.98,4.96,58,0.076,-0.405,-0.224,,,,,,,,,
23.51586,-16,0.475,0.022,2.98,4.96,58,0.076,-0.405,-0.224,,,,,,,,,
23.51686,-16,0.475,0.022,2.98,4.96,58,0.076,-0.405,-0.224,,,,,,,,,
23.51788,-16,0.475,0.022,2.98,4.96,58,0.076,-0.405,-0.224,,,,,,,,,
23.51885,-16,0.475,0.022,2.98,4.96,58,0.076,-0.405,-0.224,,,,,,,,,
23.51986,-16,0.475,0.022,2.98,4.96,58,0.076,-0.405,-0.224,,,,,,,,,
23.52088,-16,0.475,0.022,2.98,4.96,58,0.076,-0.405,-0.224,,,,,,,,,
23.52184,-16,0.475,0.022,3.09999,5.23,57.88999,0.077,-0.411,-0.232,,,,,,,,,
23.52284,-16,0.475,0.022,3.09999,5.23,57.88999,0.077,-0.411,-0.232,,,,,,,,,
23.52384,-16,0.475,0.022,3.09999,5.23,57.88999,0.077,-0.411,-0.232,,,,,,,,,
23.52484,-16,0.475,0.022,3.09999,5.23,57.88999,0.077,-0.411,-0.232,,,,,,,,,
23.52584,-16,0.475,0.022,3.09999,5.23,57.88999,0.077,-0.411,-0.232,,,,,,,,,
23.52684,-16,0.475,0.022,3.09999,5.23,57.88999,0.077,-0.411,-0.232,,,,,,,,,
23.52784,-16,0.475,0.022,3.09999,5.23,57.88999,0.077,-0.411,-0.232,,,,,,,,,
23.52884,-16,0.475,0.022,3.09999,5.23,57.88999,0.077,-0.411,-0.232,,,,,,,,,
23.52984,-16,0.475,0.022,3.09999,5.23,57.88999,0.077,-0.411,-0.232,,,,,,,,,
23.53084,-16,0.475,0.022,3.09999,5.23,57.88999,0.077,-0.411,-0.232,,,,,,,,,
23.53184,-16,0.475,0.022,2.93999,5.52999,57.84999,0.086,-0.408,-0.243,,,,,,,,,
23.53284,-16,0.475,0.022,2.93999,5.52999,57.84999,0.086,-0.408,-0.243,,,,,,,,,
23.53384,-16,0.475,0.022,2.93999,5.52999,57.84999,0.086,-0.408,-0.243,,,,,,,,,
23.53484,-16,0.475,0.022,2.93999,5.52999,57.84999,0.086,-0.408,-0.243,,,,,,,,,
23.53584,-16,0.475,0.022,2.93999,5.52999,57.84999,0.086,-0.408,-0.243,,,,,,,,,
23.53684,-16,0.475,0.022,2.93999,5.52999,57.84999,0.086,-0.408,-0.243,,,,,,,,,
23.53784,-16,0.475,0.022,2.93999,5.52999,57.84999,0.086,-0.408,-0.243,,,,,,,,,
23.53884,-16,0.475,0.022,2.93999,5.52999,57.84999,0.086,-0.408,-0.243,,,,,,,,,
23.53984,-16,0.475,0.022,2.93999,5.52999,57.84999,0.086,-0.408,-0.243,,,,,,,,,
23.54084,-16,0.475,0.022,2.93999,5.52999,57.84999,0.086,-0.408,-0.243,,,,,,,,,
23.54184,-16,0.475,0.022,2.87999,5.35999,57.95999,0.08,-0.40199,-0.243,,,,,,,,,
23.54284,-16,0.475,0.022,2.87999,5.35999,57.95999,0.08,-0.40199,-0.243,,,,,,,,,
23.54384,-16,0.475,0.022,2.87999,5.35999,57.95999,0.08,-0.40199,-0.243,,,,,,,,,
23.54484,-16,0.475,0.022,2.87999,5.35999,57.95999,0.08,-0.40199,-0.243,,,,,,,,,
23.54584,-16,0.475,0.022,2.87999,5.35999,57.95999,0.08,-0.40199,-0.243,,,,,,,,,
23.54684,-16,0.475,0.022,2.87999,5.35999,57.95999,0.08,-0.40199,-0.243,,,,,,,,,
23.54784,-16,0.475,0.022,2.87999,5.35999,57.95999,0.08,-0.40199,-0.243,,,,,,,,,
23.54884,-16,0.475,0.022,2.87999,5.35999,57.95999,0.08,-0.40199,-0.243,,,,,,,,,
23.54984,-16,0.475,0.022,2.87999,5.35999,57.95999,0.08,-0.40199,-0.243,,,,,,,,,
23.55084,-16,0.475,0.022,2.87999,5.35999,57.95999,0.08,-0.40199,-0.243,,,,,,,,,
23.55184,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.55284,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.55384,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.55484,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.55584,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.55684,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.55784,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.55884,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.55984,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.56084,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.56184,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.56284,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.56384,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.56484,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.56584,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.56684,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.56784,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.56884,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.56984,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.57084,-16,0.475,0.022,2.97,4.98,57.94999,0.083,-0.394,-0.233,,,,,,,,,
23.57184,-16,0.475,0.022,3.02999,5.60999,58.16999,0.077,-0.381,-0.232,,,,,,,,,
23.57284,-16,0.475,0.022,3.02999,5.60999,58.16999,0.077,-0.381,-0.232,,,,,,,,,
23.57384,-16,0.475,0.022,3.02999,5.60999,58.16999,0.077,-0.381,-0.232,,,,,,,,,
23.57484,-16,0.475,0.022,3.02999,5.60999,58.16999,0.077,-0.381,-0.232,,,,,,,,,
23.57584,-16,0.475,0.022,3.02999,5.60999,58.16999,0.077,-0.381,-0.232,,,,,,,,,
23.57684,-16,0.475,0.022,3.02999,5.60999,58.16999,0.077,-0.381,-0.232,,,,,,,,,
23.57784,-16,0.475,0.022,3.02999,5.60999,58.16999,0.077,-0.381,-0.232,,,,,,,,,
23.57884,-16,0.475,0.022,3.02999,5.60999,58.16999,0.077,-0.381,-0.232,,,,,,,,,
23.57984,-16,0.475,0.022,3.02999,5.60999,58.16999,0.077,-0.381,-0.232,,,,,,,,,
23.58084,-16,0.475,0.022,3.02999,5.60999,58.16999,0.077,-0.381,-0.232,,,,,,,,,
23.58184,-16,0.475,0.022,3.11999,5.48,58.09,0.078,-0.386,-0.24,,,,,,,,,
23.58284,-16,0.475,0.022,3.11999,5.48,58.09,0.078,-0.386,-0.24,,,,,,,,,
23.58384,-16,0.475,0.022,3.11999,5.48,58.09,0.078,-0.386,-0.24,,,,,,,,,
23.58484,-16,0.475,0.022,3.11999,5.48,58.09,0.078,-0.386,-0.24,,,,,,,,,
23.58584,-16,0.475,0.022,3.11999,5.48,58.09,0.078,-0.386,-0.24,,,,,,,,,
23.58684,-16,0.475,0.022,3.11999,5.48,58.09,0.078,-0.386,-0.24,,,,,,,,,
23.58784,-16,0.475,0.022,3.11999,5.48,58.09,0.078,-0.386,-0.24,,,,,,,,,
23.58884,-16,0.475,0.022,3.11999,5.48,58.09,0.078,-0.386,-0.24,,,,,,,,,
23.58984,-16,0.475,0.022,3.11999,5.48,58.09,0.078,-0.386,-0.24,,,,,,,,,
23.59084,-16,0.475,0.022,3.11999,5.48,58.09,0.078,-0.386,-0.24,,,,,,,,,
23.59184,-16,0.475,0.022,3.13999,5.19,58.04999,0.072,-0.391,-0.241,,,,,,,,,
23.59284,-16,0.475,0.022,3.13999,5.19,58.04999,0.072,-0.391,-0.241,,,,,,,,,
23.59384,-16,0.475,0.022,3.13999,5.19,58.04999,0.072,-0.391,-0.241,,,,,,,,,
23.59484,-16,0.475,0.022,3.13999,5.19,58.04999,0.072,-0.391,-0.241,,,,,,,,,
23.59584,-16,0.475,0.022,3.13999,5.19,58.04999,0.072,-0.391,-0.241,,,,,,,,,
23.59684,-16,0.475,0.022,3.13999,5.19,58.04999,0.072,-0.391,-0.241,,,,,,,,,
23.59784,-16,0.475,0.022,3.13999,5.19,58.04999,0.072,-0.391,-0.241,,,,,,,,,
23.59884,-16,0.475,0.017,3.13999,5.19,58.04999,0.072,-0.391,-0.241,,,,,,,,,
23.59984,-16,0.475,0.017,3.13999,5.19,58.04999,0.072,-0.391,-0.241,,,,,,,,,
23.60084,-16,0.475,0.017,3.13999,5.19,58.04999,0.072,-0.391,-0.241,,,,,,,,,
23.60184,-16,0.475,0.017,3.23,5.4,58.12999,0.072,-0.39,-0.237,,,,,,,,,
23.60284,-16,0.475,0.017,3.23,5.4,58.12999,0.072,-0.39,-0.237,,,,,,,,,
23.60384,-16,0.475,0.017,3.23,5.4,58.12999,0.072,-0.39,-0.237,,,,,,,,,
23.60484,-16,0.475,0.017,3.23,5.4,58.12999,0.072,-0.39,-0.237,,,,,,,,,
23.60584,-16,0.475,0.017,3.23,5.4,58.12999,0.072,-0.39,-0.237,,,,,,,,,
23.60684,-16,0.475,0.017,3.23,5.4,58.12999,0.072,-0.39,-0.237,,,,,,,,,
23.60786,-16,0.475,0.017,3.23,5.4,58.12999,0.072,-0.39,-0.237,,,,,,,,,
23.60886,-16,0.475,0.017,3.23,5.4,58.12999,0.072,-0.39,-0.237,,,,,,,,,
23.60986,-16,0.475,0.017,3.23,5.4,58.12999,0.072,-0.39,-0.237,,,,,,,,,
23.61088,-16,0.475,0.017,3.23,5.4,58.12999,0.072,-0.39,-0.237,,,,,,,,,
23.61184,-16,0.475,0.017,2.91999,5.30999,58.16999,0.06,-0.392,-0.234,,,,,,,,,
23.61286,-16,0.475,0.017,2.91999,5.30999,58.16999,0.06,-0.392,-0.234,,,,,,,,,
23.61386,-16,0.475,0.017,2.91999,5.30999,58.16999,0.06,-0.392,-0.234,,,,,,,,,
23.61488,-16,0.475,0.017,2.91999,5.30999,58.16999,0.06,-0.392,-0.234,,,,,,,,,
23.61584,-16,0.475,0.017,2.91999,5.30999,58.16999,0.06,-0.392,-0.234,,,,,,,,,
23.61684,-16,0.475,0.017,2.91999,5.30999,58.16999,0.06,-0.392,-0.234,,,,,,,,,
23.61784,-16,0.475,0.017,2.91999,5.30999,58.16999,0.06,-0.392,-0.234,,,,,,,,,
23.61884,-16,0.475,0.017,2.91999,5.30999,58.16999,0.06,-0.392,-0.234,,,,,,,,,
23.61984,-16,0.475,0.017,2.91999,5.30999,58.16999,0.06,-0.392,-0.234,,,,,,,,,
23.62084,-16,0.475,0.017,2.91999,5.30999,58.16999,0.06,-0.392,-0.234,,,,,,,,,
23.62184,-16,0.475,0.017,2.74,5.36999,58.09999,0.06199,-0.405,-0.23099,,,,,,,,,
23.62284,-16,0.475,0.017,2.74,5.36999,58.09999,0.06199,-0.405,-0.23099,,,,,,,,,
23.62384,-16,0.475,0.017,2.74,5.36999,58.09999,0.06199,-0.405,-0.23099,,,,,,,,,
23.62484,-16,0.475,0.017,2.74,5.36999,58.09999,0.06199,-0.405,-0.23099,,,,,,,,,
23.62584,-16,0.475,0.017,2.74,5.36999,58.09999,0.06199,-0.405,-0.23099,,,,,,,,,
23.62684,-16,0.475,0.017,2.74,5.36999,58.09999,0.06199,-0.405,-0.23099,,,,,,,,,
23.62784,-16,0.475,0.017,2.74,5.36999,58.09999,0.06199,-0.405,-0.23099,,,,,,,,,
23.62884,-16,0.475,0.017,2.74,5.36999,58.09999,0.06199,-0.405,-0.23099,,,,,,,,,
23.62984,-16,0.475,0.017,2.74,5.36999,58.09999,0.06199,-0.405,-0.23099,,,,,,,,,
23.63084,-16,0.475,0.017,2.74,5.36999,58.09999,0.06199,-0.405,-0.23099,,,,,,,,,
23.63184,-16,0.475,0.017,2.56999,4.98,58.00999,0.069,-0.40399,-0.226,,,,,,,,,
23.63284,-16,0.475,0.017,2.56999,4.98,58.00999,0.069,-0.40399,-0.226,,,,,,,,,
23.63384,-16,0.475,0.017,2.56999,4.98,58.00999,0.069,-0.40399,-0.226,,,,,,,,,
23.63484,-16,0.475,0.017,2.56999,4.98,58.00999,0.069,-0.40399,-0.226,,,,,,,,,
23.63584,-16,0.475,0.017,2.56999,4.98,58.00999,0.069,-0.40399,-0.226,,,,,,,,,
23.63685,-16,0.475,0.017,2.56999,4.98,58.00999,0.069,-0.40399,-0.226,,,,,,,,,
23.63784,-16,0.475,0.017,2.56999,4.98,58.00999,0.069,-0.40399,-0.226,,,,,,,,,
23.63884,-16,0.475,0.017,2.56999,4.98,58.00999,0.069,-0.40399,-0.226,,,,,,,,,
23.63984,-16,0.475,0.017,2.56999,4.98,58.00999,0.069,-0.40399,-0.226,,,,,,,,,
23.64084,-16,0.475,0.017,2.56999,4.98,58.00999,0.069,-0.40399,-0.226,,,,,,,,,
23.64184,-16,0.475,0.017,2.75,4.81999,57.91999,0.071,-0.40199,-0.226,,,,,,,,,
23.64284,-16,0.475,0.017,2.75,4.81999,57.91999,0.071,-0.40199,-0.226,,,,,,,,,
23.64384,-16,0.475,0.017,2.75,4.81999,57.91999,0.071,-0.40199,-0.226,,,,,,,,,
23.64484,-16,0.475,0.017,2.75,4.81999,57.91999,0.071,-0.40199,-0.226,,,,,,,,,
23.64584,-16,0.475,0.017,2.75,4.81999,57.91999,0.071,-0.40199,-0.226,,,,,,,,,
23.64684,-16,0.475,0.017,2.75,4.81999,57.91999,0.071,-0.40199,-0.226,,,,,,,,,
23.64784,-16,0.475,0.017,2.75,4.81999,57.91999,0.071,-0.40199,-0.226,,,,,,,,,
23.64884,-16,0.475,0.017,2.75,4.81999,57.91999,0.071,-0.40199,-0.226,,,,,,,,,
23.64984,-16,0.475,0.017,2.75,4.81999,57.91999,0.071,-0.40199,-0.226,,,,,,,,,
23.65084,-16,0.475,0.017,2.75,4.81999,57.91999,0.071,-0.40199,-0.226,,,,,,,,,
23.65184,-16,0.475,0.017,2.86999,4.92999,57.90999,0.074,-0.40199,-0.232,,,,,,,,,
23.65284,-16,0.475,0.017,2.86999,4.92999,57.90999,0.074,-0.40199,-0.232,,,,,,,,,
23.65384,-16,0.475,0.017,2.86999,4.92999,57.90999,0.074,-0.40199,-0.232,,,,,,,,,
23.65484,-16,0.475,0.017,2.86999,4.92999,57.90999,0.074,-0.40199,-0.232,,,,,,,,,
23.65584,-16,0.475,0.017,2.86999,4.92999,57.90999,0.074,-0.40199,-0.232,,,,,,,,,
23.65684,-16,0.475,0.017,2.86999,4.92999,57.90999,0.074,-0.40199,-0.232,,,,,,,,,
23.65784,-16,0.475,0.017,2.86999,4.92999,57.90999,0.074,-0.40199,-0.232,,,,,,,,,
23.65884,-16,0.475,0.017,2.86999,4.92999,57.90999,0.074,-0.40199,-0.232,,,,,,,,,
23.65984,-16,0.475,0.017,2.86999,4.92999,57.90999,0.074,-0.40199,-0.232,,,,,,,,,
23.66084,-16,0.475,0.017,2.86999,4.92999,57.90999,0.074,-0.40199,-0.232,,,,,,,,,
23.66184,-16,0.475,0.017,2.66999,4.9,58.02,0.073,-0.399,-0.232,,,,,,,,,
23.66284,-16,0.475,0.017,2.66999,4.9,58.02,0.073,-0.399,-0.232,,,,,,,,,
23.66384,-16,0.475,0.017,2.66999,4.9,58.02,0.073,-0.399,-0.232,,,,,,,,,
23.66484,-16,0.475,0.017,2.66999,4.9,58.02,0.073,-0.399,-0.232,,,,,,,,,
23.66584,-16,0.475,0.017,2.66999,4.9,58.02,0.073,-0.399,-0.232,,,,,,,,,
23.66684,-16,0.475,0.017,2.66999,4.9,58.02,0.073,-0.399,-0.232,,,,,,,,,
23.66784,-16,0.475,0.017,2.66999,4.9,58.02,0.073,-0.399,-0.232,,,,,,,,,
23.66884,-16,0.475,0.017,2.66999,4.9,58.02,0.073,-0.399,-0.232,,,,,,,,,
23.66984,-16,0.475,0.017,2.66999,4.9,58.02,0.073,-0.399,-0.232,,,,,,,,,
23.67084,-16,0.475,0.017,2.66999,4.9,58.02,0.073,-0.399,-0.232,,,,,,,,,
23.67184,-16,0.475,0.017,3.14999,5.10999,58.07999,0.087,-0.397,-0.22999,,,,,,,,,
23.67284,-16,0.475,0.017,3.14999,5.10999,58.07999,0.087,-0.397,-0.22999,,,,,,,,,
23.67384,-16,0.475,0.017,3.14999,5.10999,58.07999,0.087,-0.397,-0.22999,,,,,,,,,
23.67484,-16,0.475,0.017,3.14999,5.10999,58.07999,0.087,-0.397,-0.22999,,,,,,,,,
23.67584,-16,0.475,0.017,3.14999,5.10999,58.07999,0.087,-0.397,-0.22999,,,,,,,,,
23.67684,-16,0.475,0.017,3.14999,5.10999,58.07999,0.087,-0.397,-0.22999,,,,,,,,,
23.67784,-16,0.475,0.017,3.14999,5.10999,58.07999,0.087,-0.397,-0.22999,,,,,,,,,
23.67884,-16,0.475,0.017,3.14999,5.10999,58.07999,0.087,-0.397,-0.22999,,,,,,,,,
23.67984,-16,0.475,0.017,3.14999,5.10999,58.07999,0.087,-0.397,-0.22999,,,,,,,,,
23.68084,-16,0.475,0.017,3.14999,5.10999,58.07999,0.087,-0.397,-0.22999,,,,,,,,,
23.68184,-16,0.475,0.017,3.36999,5.19,58.19999,0.085,-0.387,-0.229,,,,,,,,,
23.68284,-16,0.475,0.017,3.36999,5.19,58.19999,0.085,-0.387,-0.229,,,,,,,,,
23.68384,-16,0.475,0.017,3.36999,5.19,58.19999,0.085,-0.387,-0.229,,,,,,,,,
23.68484,-16,0.475,0.017,3.36999,5.19,58.19999,0.085,-0.387,-0.229,,,,,,,,,
