time(s),surface angle(deg),rotor speed(rad/s),ranging distance(m),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m)
0.03024,0,0,0.05299,3.05999,6.11999,63.90999,0.036,-0.413,-0.20099
0.03124,0,0,0.05299,3.05999,6.11999,63.90999,0.036,-0.413,-0.20099
0.03224,0,0,0.05299,3.05999,6.11999,63.90999,0.036,-0.413,-0.20099
0.03324,0,0,0.05299,3.05999,6.11999,63.90999,0.036,-0.413,-0.20099
0.03424,0,0,0.05299,3.05999,6.11999,63.90999,0.036,-0.413,-0.20099
0.03524,0,0,0.05299,3.05999,6.11999,63.90999,0.036,-0.413,-0.20099
0.03624,0,0,0.05299,3.05999,6.11999,63.90999,0.036,-0.413,-0.20099
0.03724,0,0,0.05299,3.05999,6.11999,63.90999,0.036,-0.413,-0.20099
0.03824,0,0,0.05299,3.05999,6.11999,63.90999,0.036,-0.413,-0.20099
0.03924,0,0,0.05299,3.19999,5.98,63.94999,0.03299,-0.413,-0.20199
0.04024,0,0,0.05299,3.19999,5.98,63.94999,0.03299,-0.413,-0.20199
0.04124,0,0,0.05299,3.19999,5.98,63.94999,0.03299,-0.413,-0.20199
0.04224,0,0,0.05299,3.19999,5.98,63.94999,0.03299,-0.413,-0.20199
0.04324,0,0,0.05299,3.19999,5.98,63.94999,0.03299,-0.413,-0.20199
0.04424,0,0,0.05299,3.19999,5.98,63.94999,0.03299,-0.413,-0.20199
0.04524,0,0,0.05299,3.19999,5.98,63.94999,0.03299,-0.413,-0.20199
0.04624,0,0,0.05299,3.19999,5.98,63.94999,0.03299,-0.413,-0.20199
0.04724,0,0,0.05299,3.19999,5.98,63.94999,0.03299,-0.413,-0.20199
0.04824,0,0,0.05299,3.19999,5.98,63.94999,0.03299,-0.413,-0.20199
0.04924,0,0,0.05299,3,5.94999,63.96999,0.03299,-0.411,-0.203
0.05024,0,0,0.05299,3,5.94999,63.96999,0.03299,-0.411,-0.203
0.05124,0,0,0.05299,3,5.94999,63.96999,0.03299,-0.411,-0.203
0.05224,0,0,0.05299,3,5.94999,63.96999,0.03299,-0.411,-0.203
0.05324,0,0,0.05299,3,5.94999,63.96999,0.03299,-0.411,-0.203
0.05424,0,0,0.05299,3,5.94999,63.96999,0.03299,-0.411,-0.203
0.05524,0,0,0.05299,3,5.94999,63.96999,0.03299,-0.411,-0.203
0.05624,0,0,0.05299,3,5.94999,63.96999,0.03299,-0.411,-0.203
0.05724,0,0,0.05299,3,5.94999,63.96999,0.03299,-0.411,-0.203
0.05824,0,0,0.05299,3,5.94999,63.96999,0.03299,-0.411,-0.203
0.05924,0,0,0.05299,2.89999,6.27999,63.95999,0.038,-0.409,-0.20099
0.06024,0,0,0.05299,2.89999,6.27999,63.95999,0.038,-0.409,-0.20099
0.06124,0,0,0.05299,2.89999,6.27999,63.95999,0.038,-0.409,-0.20099
0.06224,0,0,0.05299,2.89999,6.27999,63.95999,0.038,-0.409,-0.20099
0.06324,0,0,0.05299,2.89999,6.27999,63.95999,0.038,-0.409,-0.20099
0.06424,0,0,0.05299,2.89999,6.27999,63.95999,0.038,-0.409,-0.20099
0.06524,0,0,0.05299,2.89999,6.27999,63.95999,0.038,-0.409,-0.20099
0.06624,0,0,0.05299,2.89999,6.27999,63.95999,0.038,-0.409,-0.20099
0.06724,0,0,0.05299,2.89999,6.27999,63.95999,0.038,-0.409,-0.20099
0.06824,0,0,0.05299,2.89999,6.27999,63.95999,0.038,-0.409,-0.20099
0.06924,0,0,0.05299,3.04999,6.38999,63.93999,0.042,-0.411,-0.198
0.07024,0,0,0.05299,3.04999,6.38999,63.93999,0.042,-0.411,-0.198
0.07124,0,0,0.05299,3.04999,6.38999,63.93999,0.042,-0.411,-0.198
0.07224,0,0,0.05299,3.04999,6.38999,63.93999,0.042,-0.411,-0.198
0.07324,0,0,0.05299,3.04999,6.38999,63.93999,0.042,-0.411,-0.198
0.07424,0,0,0.05299,3.04999,6.38999,63.93999,0.042,-0.411,-0.198
0.07524,0,0,0.05299,3.04999,6.38999,63.93999,0.042,-0.411,-0.198
0.07624,0,0,0.05299,3.04999,6.38999,63.93999,0.042,-0.411,-0.198
0.07724,0,0,0.05299,3.04999,6.38999,63.93999,0.042,-0.411,-0.198
0.07824,0,0,0.05299,3.04999,6.38999,63.93999,0.042,-0.411,-0.198
0.07924,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.08024,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.08124,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.08224,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.08324,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.08424,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.08524,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.08624,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.08724,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.08824,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.08924,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.09024,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.09124,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.09224,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.09324,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.09424,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.09524,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.09624,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.09724,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.09824,0,0,0.05299,3,6.21,63.97999,0.04,-0.411,-0.198
0.09924,0,0,0.05299,2.92999,5.82999,64,0.034,-0.409,-0.204
0.10027,0,0,0.05299,2.92999,5.82999,64,0.034,-0.409,-0.204
0.10124,0,0,0.05299,2.92999,5.82999,64,0.034,-0.409,-0.204
0.10224,0,0,0.05299,2.92999,5.82999,64,0.034,-0.409,-0.204
0.10324,0,0,0.05299,2.92999,5.82999,64,0.034,-0.409,-0.204
0.10424,0,0,0.05299,2.92999,5.82999,64,0.034,-0.409,-0.204
0.10524,0,0,0.05299,2.92999,5.82999,64,0.034,-0.409,-0.204
0.10624,0,0,0.05299,2.92999,5.82999,64,0.034,-0.409,-0.204
0.10724,0,0,0.05299,2.92999,5.82999,64,0.034,-0.409,-0.204
0.10824,0,0,0.05299,2.92999,5.82999,64,0.034,-0.409,-0.204
0.10924,0,0,0.05299,3.12999,6.06999,64.01,0.037,-0.412,-0.20199
0.11024,0,0,0.05299,3.12999,6.06999,64.01,0.037,-0.412,-0.20199
0.11124,0,0,0.05299,3.12999,6.06999,64.01,0.037,-0.412,-0.20199
0.11224,0,0,0.05299,3.12999,6.06999,64.01,0.037,-0.412,-0.20199
0.11324,0,0,0.05299,3.12999,6.06999,64.01,0.037,-0.412,-0.20199
0.11424,0,0,0.05299,3.12999,6.06999,64.01,0.037,-0.412,-0.20199
0.11524,0,0,0.05299,3.12999,6.06999,64.01,0.037,-0.412,-0.20199
0.11624,0,0,0.05299,3.12999,6.06999,64.01,0.037,-0.412,-0.20199
0.11724,0,0,0.05299,3.12999,6.06999,64.01,0.037,-0.412,-0.20199
0.11824,0,0,0.05299,3.12999,6.06999,64.01,0.037,-0.412,-0.20199
0.11924,0,0,0.05299,3.09999,6.21,64,0.039,-0.411,-0.198
0.12024,0,0,0.05299,3.09999,6.21,64,0.039,-0.411,-0.198
0.12124,0,0,0.05299,3.09999,6.21,64,0.039,-0.411,-0.198
0.12224,0,0,0.05299,3.09999,6.21,64,0.039,-0.411,-0.198
0.12324,0,0,0.05299,3.09999,6.21,64,0.039,-0.411,-0.198
0.12424,0,0,0.05299,3.09999,6.21,64,0.039,-0.411,-0.198
0.12524,0,0,0.05299,3.09999,6.21,64,0.039,-0.411,-0.198
0.12624,0,0,0.05299,3.09999,6.21,64,0.039,-0.411,-0.198
0.12724,0,0,0.05299,3.09999,6.21,64,0.039,-0.411,-0.198
0.12824,0,0,0.05299,3.09999,6.21,64,0.039,-0.411,-0.198
0.12924,0,0,0.05299,3.09999,6.23999,63.97999,0.039,-0.412,-0.199
0.13024,0,0,0.054,3.09999,6.23999,63.97999,0.039,-0.412,-0.199
0.13124,0,0,0.054,3.09999,6.23999,63.97999,0.039,-0.412,-0.199
0.13224,0,0,0.054,3.09999,6.23999,63.97999,0.039,-0.412,-0.199
0.13324,0,0,0.054,3.09999,6.23999,63.97999,0.039,-0.412,-0.199
0.13424,0,0,0.054,3.09999,6.23999,63.97999,0.039,-0.412,-0.199
0.13524,0,0,0.054,3.09999,6.23999,63.97999,0.039,-0.412,-0.199
0.13624,0,0,0.054,3.09999,6.23999,63.97999,0.039,-0.412,-0.199
0.13724,0,0,0.054,3.09999,6.23999,63.97999,0.039,-0.412,-0.199
0.13824,0,0,0.054,3.09999,6.23999,63.97999,0.039,-0.412,-0.199
0.13924,0,0,0.054,3.05999,6.08999,63.98999,0.038,-0.412,-0.203
0.14024,0,0,0.054,3.05999,6.08999,63.98999,0.038,-0.412,-0.203
0.14124,0,0,0.054,3.05999,6.08999,63.98999,0.038,-0.412,-0.203
0.14224,0,0,0.054,3.05999,6.08999,63.98999,0.038,-0.412,-0.203
0.14324,0,0,0.054,3.05999,6.08999,63.98999,0.038,-0.412,-0.203
0.14424,0,0,0.054,3.05999,6.08999,63.98999,0.038,-0.412,-0.203
0.14524,0,0,0.054,3.05999,6.08999,63.98999,0.038,-0.412,-0.203
0.14624,0,0,0.054,3.05999,6.08999,63.98999,0.038,-0.412,-0.203
0.14724,0,0,0.054,3.05999,6.08999,63.98999,0.038,-0.412,-0.203
0.14824,0,0,0.054,3.05999,6.08999,63.98999,0.038,-0.412,-0.203
0.14924,0,0,0.054,3.00999,6.04999,63.97999,0.037,-0.41,-0.204
0.15024,0,0,0.054,3.00999,6.04999,63.97999,0.037,-0.41,-0.204
0.15124,0,0,0.054,3.00999,6.04999,63.97999,0.037,-0.41,-0.204
0.15224,0,0,0.054,3.00999,6.04999,63.97999,0.037,-0.41,-0.204
0.15324,0,0,0.054,3.00999,6.04999,63.97999,0.037,-0.41,-0.204
0.15424,0,0,0.054,3.00999,6.04999,63.97999,0.037,-0.41,-0.204
0.15524,0,0,0.054,3.00999,6.04999,63.97999,0.037,-0.41,-0.204
0.15624,0,0,0.054,3.00999,6.04999,63.97999,0.037,-0.41,-0.204
0.15724,0,0,0.054,3.00999,6.04999,63.97999,0.037,-0.41,-0.204
0.15824,0,0,0.054,3.00999,6.04999,63.97999,0.037,-0.41,-0.204
0.15924,0,0,0.054,2.97,6.01999,63.91999,0.036,-0.409,-0.204
0.16024,0,0,0.054,2.97,6.01999,63.91999,0.036,-0.409,-0.204
0.16124,0,0,0.054,2.97,6.01999,63.91999,0.036,-0.409,-0.204
0.16224,0,0,0.054,2.97,6.01999,63.91999,0.036,-0.409,-0.204
0.16324,0,0,0.054,2.97,6.01999,63.91999,0.036,-0.409,-0.204
0.16424,0,0,0.054,2.97,6.01999,63.91999,0.036,-0.409,-0.204
0.16524,0,0,0.054,2.97,6.01999,63.91999,0.036,-0.409,-0.204
0.16624,0,0,0.054,2.97,6.01999,63.91999,0.036,-0.409,-0.204
0.16724,0,0,0.054,2.97,6.01999,63.91999,0.036,-0.409,-0.204
0.16824,0,0,0.054,2.97,6.01999,63.91999,0.036,-0.409,-0.204
0.16924,0,0,0.054,3.05999,6.08999,63.88999,0.037,-0.411,-0.20199
0.17024,0,0,0.054,3.05999,6.08999,63.88999,0.037,-0.411,-0.20199
0.17124,0,0,0.054,3.05999,6.08999,63.88999,0.037,-0.411,-0.20199
0.17224,0,0,0.054,3.05999,6.08999,63.88999,0.037,-0.411,-0.20199
0.17324,0,0,0.054,3.05999,6.08999,63.88999,0.037,-0.411,-0.20199
0.17424,0,0,0.054,3.05999,6.08999,63.88999,0.037,-0.411,-0.20199
0.17524,0,0,0.054,3.05999,6.08999,63.88999,0.037,-0.411,-0.20199
0.17624,0,0,0.054,3.05999,6.08999,63.88999,0.037,-0.411,-0.20199
0.17724,0,0,0.054,3.05999,6.08999,63.88999,0.037,-0.411,-0.20199
0.17824,0,0,0.054,3.05999,6.08999,63.88999,0.037,-0.411,-0.20199
0.17924,0,0,0.054,3.12999,6.08999,63.90999,0.037,-0.411,-0.20199
0.18024,0,0,0.054,3.12999,6.08999,63.90999,0.037,-0.411,-0.20199
0.18124,0,0,0.054,3.12999,6.08999,63.90999,0.037,-0.411,-0.20199
0.18224,0,0,0.054,3.12999,6.08999,63.90999,0.037,-0.411,-0.20199
0.18324,0,0,0.054,3.12999,6.08999,63.90999,0.037,-0.411,-0.20199
0.18424,0,0,0.054,3.12999,6.08999,63.90999,0.037,-0.411,-0.20199
0.18524,0,0,0.054,3.12999,6.08999,63.90999,0.037,-0.411,-0.20199
0.18624,0,0,0.054,3.12999,6.08999,63.90999,0.037,-0.411,-0.20199
0.18724,0,0,0.054,3.12999,6.08999,63.90999,0.037,-0.411,-0.20199
0.18824,0,0,0.054,3.12999,6.08999,63.90999,0.037,-0.411,-0.20199
0.18924,0,0,0.054,2.95,6,63.93999,0.036,-0.409,-0.204
0.19024,0,0,0.054,2.95,6,63.93999,0.036,-0.409,-0.204
0.19124,0,0,0.054,2.95,6,63.93999,0.036,-0.409,-0.204
0.19224,0,0,0.054,2.95,6,63.93999,0.036,-0.409,-0.204
0.19324,0,0,0.054,2.95,6,63.93999,0.036,-0.409,-0.204
0.19424,0,0,0.054,2.95,6,63.93999,0.036,-0.409,-0.204
0.19524,0,0,0.054,2.95,6,63.93999,0.036,-0.409,-0.204
0.19624,0,0,0.054,2.95,6,63.93999,0.036,-0.409,-0.204
0.19724,0,0,0.054,2.95,6,63.93999,0.036,-0.409,-0.204
0.19827,0,0,0.054,2.95,6,63.93999,0.036,-0.409,-0.204
0.19924,0,0,0.054,2.85999,6.06999,63.93,0.038,-0.407,-0.204
0.20024,0,0,0.054,2.85999,6.06999,63.93,0.038,-0.407,-0.204
0.20124,0,0,0.054,2.85999,6.06999,63.93,0.038,-0.407,-0.204
0.20224,0,0,0.054,2.85999,6.06999,63.93,0.038,-0.407,-0.204
0.20324,0,0,0.054,2.85999,6.06999,63.93,0.038,-0.407,-0.204
0.20424,0,0,0.054,2.85999,6.06999,63.93,0.038,-0.407,-0.204
0.20524,0,0,0.054,2.85999,6.06999,63.93,0.038,-0.407,-0.204
0.20624,0,0,0.054,2.85999,6.06999,63.93,0.038,-0.407,-0.204
0.20724,0,0,0.054,2.85999,6.06999,63.93,0.038,-0.407,-0.204
0.20824,0,0,0.054,2.85999,6.06999,63.93,0.038,-0.407,-0.204
0.20924,0,0,0.054,2.98999,6.37999,63.90999,0.041,-0.411,-0.2
0.21024,0,0,0.054,2.98999,6.37999,63.90999,0.041,-0.411,-0.2
0.21124,0,0,0.054,2.98999,6.37999,63.90999,0.041,-0.411,-0.2
0.21224,0,0,0.054,2.98999,6.37999,63.90999,0.041,-0.411,-0.2
0.21324,0,0,0.054,2.98999,6.37999,63.90999,0.041,-0.411,-0.2
0.21424,0,0,0.054,2.98999,6.37999,63.90999,0.041,-0.411,-0.2
0.21524,0,0,0.054,2.98999,6.37999,63.90999,0.041,-0.411,-0.2
0.21624,0,0,0.054,2.98999,6.37999,63.90999,0.041,-0.411,-0.2
0.21724,0,0,0.054,2.98999,6.37999,63.90999,0.041,-0.411,-0.2
0.21824,0,0,0.054,2.98999,6.37999,63.90999,0.041,-0.411,-0.2
0.21924,0,0,0.054,3.10999,6.21999,64,0.039,-0.412,-0.199
0.22024,0,0,0.054,3.10999,6.21999,64,0.039,-0.412,-0.199
0.22124,0,0,0.054,3.10999,6.21999,64,0.039,-0.412,-0.199
0.22224,0,0,0.054,3.10999,6.21999,64,0.039,-0.412,-0.199
0.22324,0,0,0.054,3.10999,6.21999,64,0.039,-0.412,-0.199
0.22424,0,0,0.054,3.10999,6.21999,64,0.039,-0.412,-0.199
0.22524,0,0,0.054,3.10999,6.21999,64,0.039,-0.412,-0.199
0.22624,0,0,0.054,3.10999,6.21999,64,0.039,-0.412,-0.199
0.22724,0,0,0.054,3.10999,6.21999,64,0.039,-0.412,-0.199
0.22824,0,0,0.054,3.10999,6.21999,64,0.039,-0.412,-0.199
0.22924,0,0,0.054,2.98999,6.02999,64.02999,0.035,-0.41,-0.20099
0.23024,0,0,0.054,2.98999,6.02999,64.02999,0.035,-0.41,-0.20099
0.23124,0,0,0.05,2.98999,6.02999,64.02999,0.035,-0.41,-0.20099
0.23224,0,0,0.05,2.98999,6.02999,64.02999,0.035,-0.41,-0.20099
0.23324,0,0,0.05,2.98999,6.02999,64.02999,0.035,-0.41,-0.20099
0.23424,0,0,0.05,2.98999,6.02999,64.02999,0.035,-0.41,-0.20099
0.23524,0,0,0.05,2.98999,6.02999,64.02999,0.035,-0.41,-0.20099
0.23624,0,0,0.05,2.98999,6.02999,64.02999,0.035,-0.41,-0.20099
0.23724,0,0,0.05,2.98999,6.02999,64.02999,0.035,-0.41,-0.20099
0.23824,0,0,0.05,2.98999,6.02999,64.02999,0.035,-0.41,-0.20099
0.23924,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.24024,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.24124,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.24224,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.24324,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.24424,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.24524,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.24624,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.24724,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.24824,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.24924,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.25024,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.25124,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.25224,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.25324,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.25424,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.25524,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.25624,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.25724,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.25824,0,0,0.05,3,5.94,63.97999,0.036,-0.41,-0.206
0.25924,0,0,0.05,3.03999,6.07999,63.96999,0.038,-0.411,-0.20099
0.26024,0,0,0.05,3.03999,6.07999,63.96999,0.038,-0.411,-0.20099
0.26124,0,0,0.05,3.03999,6.07999,63.96999,0.038,-0.411,-0.20099
0.26224,0,0,0.05,3.03999,6.07999,63.96999,0.038,-0.411,-0.20099
0.26324,0,0,0.05,3.03999,6.07999,63.96999,0.038,-0.411,-0.20099
0.26424,0,0,0.05,3.03999,6.07999,63.96999,0.038,-0.411,-0.20099
0.26524,0,0,0.05,3.03999,6.07999,63.96999,0.038,-0.411,-0.20099
0.26624,0,0,0.05,3.03999,6.07999,63.96999,0.038,-0.411,-0.20099
0.26724,0,0,0.05,3.03999,6.07999,63.96999,0.038,-0.411,-0.20099
0.26824,0,0,0.05,3.03999,6.07999,63.96999,0.038,-0.411,-0.20099
0.26924,0,0,0.05,3.03999,6.07999,63.96999,0.038,-0.411,-0.20099
0.27024,0,0,0.05,3.14999,6.07999,63.98999,0.038,-0.41,-0.2
0.27124,0,0,0.05,3.14999,6.07999,63.98999,0.038,-0.41,-0.2
0.27224,0,0,0.05,3.14999,6.07999,63.98999,0.038,-0.41,-0.2
0.27324,0,0,0.05,3.14999,6.07999,63.98999,0.038,-0.41,-0.2
0.27424,0,0,0.05,3.14999,6.07999,63.98999,0.038,-0.41,-0.2
0.27524,0,0,0.05,3.14999,6.07999,63.98999,0.038,-0.41,-0.2
0.27624,0,0,0.05,3.14999,6.07999,63.98999,0.038,-0.41,-0.2
0.27724,0,0,0.05,3.14999,6.07999,63.98999,0.038,-0.41,-0.2
0.27824,0,0,0.05,3.14999,6.07999,63.98999,0.038,-0.41,-0.2
0.27924,0,0,0.05,3.03999,6.01999,63.97999,0.039,-0.411,-0.20199
0.28024,0,0,0.05,3.03999,6.01999,63.97999,0.039,-0.411,-0.20199
0.28124,0,0,0.05,3.03999,6.01999,63.97999,0.039,-0.411,-0.20199
0.28224,0,0,0.05,3.03999,6.01999,63.97999,0.039,-0.411,-0.20199
0.28324,0,0,0.05,3.03999,6.01999,63.97999,0.039,-0.411,-0.20199
0.28424,0,0,0.05,3.03999,6.01999,63.97999,0.039,-0.411,-0.20199
0.28524,0,0,0.05,3.03999,6.01999,63.97999,0.039,-0.411,-0.20199
0.28624,0,0,0.05,3.03999,6.01999,63.97999,0.039,-0.411,-0.20199
0.28724,0,0,0.05,3.03999,6.01999,63.97999,0.039,-0.411,-0.20199
0.28824,0,0,0.05,3.03999,6.01999,63.97999,0.039,-0.411,-0.20199
0.28924,0,0,0.05,3.05999,6.07999,63.96999,0.038,-0.411,-0.203
0.29024,0,0,0.05,3.05999,6.07999,63.96999,0.038,-0.411,-0.203
0.29124,0,0,0.05,3.05999,6.07999,63.96999,0.038,-0.411,-0.203
0.29224,0,0,0.05,3.05999,6.07999,63.96999,0.038,-0.411,-0.203
0.29324,0,0,0.05,3.05999,6.07999,63.96999,0.038,-0.411,-0.203
0.29424,0,0,0.05,3.05999,6.07999,63.96999,0.038,-0.411,-0.203
0.29527,0,0,0.05,3.05999,6.07999,63.96999,0.038,-0.411,-0.203
0.29624,0,0,0.05,3.05999,6.07999,63.96999,0.038,-0.411,-0.203
0.29724,0,0,0.05,3.05999,6.07999,63.96999,0.038,-0.411,-0.203
0.29824,0,0,0.05,3.05999,6.07999,63.96999,0.038,-0.411,-0.203
0.29924,0,0,0.05,3.06999,6,63.96999,0.035,-0.41,-0.204
0.30024,0,0,0.05,3.06999,6,63.96999,0.035,-0.41,-0.204
0.30124,0,0,0.05,3.06999,6,63.96999,0.035,-0.41,-0.204
0.30224,0,0,0.05,3.06999,6,63.96999,0.035,-0.41,-0.204
0.30324,0,0,0.05,3.06999,6,63.96999,0.035,-0.41,-0.204
0.30424,0,0,0.05,3.06999,6,63.96999,0.035,-0.41,-0.204
0.30524,0,0,0.05,3.06999,6,63.96999,0.035,-0.41,-0.204
0.30624,0,0,0.05,3.06999,6,63.96999,0.035,-0.41,-0.204
0.30724,0,0,0.05,3.06999,6,63.96999,0.035,-0.41,-0.204
0.30824,0,0,0.05,3.06999,6,63.96999,0.035,-0.41,-0.204
0.30924,0,0,0.05,3.06999,6,63.96999,0.035,-0.41,-0.204
0.31024,0,0,0.05,3.16999,6.13999,63.97999,0.037,-0.412,-0.203
0.31124,0,0,0.05,3.16999,6.13999,63.97999,0.037,-0.412,-0.203
0.31224,0,0,0.05,3.16999,6.13999,63.97999,0.037,-0.412,-0.203
0.31324,0,0,0.05,3.16999,6.13999,63.97999,0.037,-0.412,-0.203
0.31424,0,0,0.05,3.16999,6.13999,63.97999,0.037,-0.412,-0.203
0.31524,0,0,0.05,3.16999,6.13999,63.97999,0.037,-0.412,-0.203
0.31624,0,0,0.05,3.16999,6.13999,63.97999,0.037,-0.412,-0.203
0.31724,0,0,0.05,3.16999,6.13999,63.97999,0.037,-0.412,-0.203
0.31824,0,0,0.05,3.16999,6.13999,63.97999,0.037,-0.412,-0.203
0.31924,0,0,0.05,3.16999,6.13999,63.97999,0.037,-0.412,-0.203
0.32024,0,0,0.05,3.09999,6.26999,63.90999,0.039,-0.412,-0.20199
0.32124,0,0,0.05,3.09999,6.26999,63.90999,0.039,-0.412,-0.20199
0.32224,0,0,0.05,3.09999,6.26999,63.90999,0.039,-0.412,-0.20199
0.32324,0,0,0.05,3.09999,6.26999,63.90999,0.039,-0.412,-0.20199
0.32424,0,0,0.05,3.09999,6.26999,63.90999,0.039,-0.412,-0.20199
0.32524,0,0,0.05,3.09999,6.26999,63.90999,0.039,-0.412,-0.20199
0.32624,0,0,0.05,3.09999,6.26999,63.90999,0.039,-0.412,-0.20199
0.32724,0,0,0.05,3.09999,6.26999,63.90999,0.039,-0.412,-0.20199
0.32824,0,0,0.05,3.09999,6.26999,63.90999,0.039,-0.412,-0.20199
0.32924,0,0,0.05,3.09999,6.26999,63.90999,0.039,-0.412,-0.20199
0.33024,0,0,0.05,3.00999,6.17,63.91999,0.037,-0.411,-0.203
0.33124,0,0,0.05,3.00999,6.17,63.91999,0.037,-0.411,-0.203
0.33224,0,0,0.05,3.00999,6.17,63.91999,0.037,-0.411,-0.203
0.33324,0,0,0.05299,3.00999,6.17,63.91999,0.037,-0.411,-0.203
0.33424,0,0,0.05299,3.00999,6.17,63.91999,0.037,-0.411,-0.203
