time(s),surface angle(deg),rotor speed(rad/s),ranging distance(m),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m)
0.06626,0,0,0.172,0.52999,-0.17999,42.56999,-0.218,-0.30299,-0.007
0.06726,0,0,0.172,0.52999,-0.17999,42.56999,-0.218,-0.30299,-0.007
0.06826,0,0,0.172,0.52999,-0.17999,42.56999,-0.218,-0.30299,-0.007
0.06926,0,0,0.172,0.48999,-0.20999,42.52999,-0.22,-0.302,-0.008
0.07026,0,0,0.172,0.48999,-0.20999,42.52999,-0.22,-0.302,-0.008
0.07126,0,0,0.172,0.48999,-0.20999,42.52999,-0.22,-0.302,-0.008
0.07226,0,0,0.172,0.48999,-0.20999,42.52999,-0.22,-0.302,-0.008
0.07326,0,0,0.172,0.48999,-0.20999,42.52999,-0.22,-0.302,-0.008
0.07426,0,0,0.172,0.48999,-0.20999,42.52999,-0.22,-0.302,-0.008
0.07526,0,0,0.172,0.48999,-0.20999,42.52999,-0.22,-0.302,-0.008
0.07626,0,0,0.172,0.48999,-0.20999,42.52999,-0.22,-0.302,-0.008
0.07726,0,0,0.172,0.48999,-0.20999,42.52999,-0.22,-0.302,-0.008
0.07826,0,0,0.172,0.48999,-0.20999,42.52999,-0.22,-0.302,-0.008
0.07926,0,0,0.172,0.5,-0.17999,42.5,-0.219,-0.302,-0.007
0.08026,0,0,0.172,0.5,-0.17999,42.5,-0.219,-0.302,-0.007
0.08126,0,0,0.172,0.5,-0.17999,42.5,-0.219,-0.302,-0.007
0.08226,0,0,0.172,0.5,-0.17999,42.5,-0.219,-0.302,-0.007
0.08326,0,0,0.172,0.5,-0.17999,42.5,-0.219,-0.302,-0.007
0.08426,0,0,0.172,0.5,-0.17999,42.5,-0.219,-0.302,-0.007
0.08526,0,0,0.172,0.5,-0.17999,42.5,-0.219,-0.302,-0.007
0.08626,0,0,0.172,0.5,-0.17999,42.5,-0.219,-0.302,-0.007
0.08726,0,0,0.172,0.5,-0.17999,42.5,-0.219,-0.302,-0.007
0.08826,0,0,0.172,0.5,-0.17999,42.5,-0.219,-0.302,-0.007
0.08926,0,0,0.172,0.46999,-0.19,42.50999,-0.219,-0.301,-0.007
0.09026,0,0,0.172,0.46999,-0.19,42.50999,-0.219,-0.301,-0.007
0.09126,0,0,0.172,0.46999,-0.19,42.50999,-0.219,-0.301,-0.007
0.09226,0,0,0.172,0.46999,-0.19,42.50999,-0.219,-0.301,-0.007
0.09326,0,0,0.172,0.46999,-0.19,42.50999,-0.219,-0.301,-0.007
0.09426,0,0,0.172,0.46999,-0.19,42.50999,-0.219,-0.301,-0.007
0.09528,0,0,0.172,0.46999,-0.19,42.50999,-0.219,-0.301,-0.007
0.09628,0,0,0.172,0.46999,-0.19,42.50999,-0.219,-0.301,-0.007
0.09729,0,0,0.172,0.46999,-0.19,42.50999,-0.219,-0.301,-0.007
0.09826,0,0,0.172,0.46999,-0.19,42.50999,-0.219,-0.301,-0.007
0.09926,0,0,0.172,0.5,-0.26999,42.52999,-0.22,-0.299,-0.007
0.10026,0,0,0.172,0.5,-0.26999,42.52999,-0.22,-0.299,-0.007
0.10126,0,0,0.172,0.5,-0.26999,42.52999,-0.22,-0.299,-0.007
0.10226,0,0,0.172,0.5,-0.26999,42.52999,-0.22,-0.299,-0.007
0.10326,0,0,0.172,0.5,-0.26999,42.52999,-0.22,-0.299,-0.007
0.10426,0,0,0.172,0.5,-0.26999,42.52999,-0.22,-0.299,-0.007
0.10526,0,0,0.172,0.5,-0.26999,42.52999,-0.22,-0.299,-0.007
0.10626,0,0,0.172,0.5,-0.26999,42.52999,-0.22,-0.299,-0.007
0.10726,0,0,0.172,0.5,-0.26999,42.52999,-0.22,-0.299,-0.007
0.10826,0,0,0.172,0.5,-0.26999,42.52999,-0.22,-0.299,-0.007
0.10926,0,0,0.172,0.45999,-0.41999,42.50999,-0.221,-0.298,-0.007
0.11026,0,0,0.172,0.45999,-0.41999,42.50999,-0.221,-0.298,-0.007
0.11126,0,0,0.172,0.45999,-0.41999,42.50999,-0.221,-0.298,-0.007
0.11226,0,0,0.172,0.45999,-0.41999,42.50999,-0.221,-0.298,-0.007
0.11326,0,0,0.172,0.45999,-0.41999,42.50999,-0.221,-0.298,-0.007
0.11426,0,0,0.172,0.45999,-0.41999,42.50999,-0.221,-0.298,-0.007
0.11526,0,0,0.172,0.45999,-0.41999,42.50999,-0.221,-0.298,-0.007
0.11626,0,0,0.172,0.45999,-0.41999,42.50999,-0.221,-0.298,-0.007
0.11726,0,0,0.172,0.45999,-0.41999,42.50999,-0.221,-0.298,-0.007
0.11826,0,0,0.172,0.45999,-0.41999,42.50999,-0.221,-0.298,-0.007
0.11926,0,0,0.172,0.46999,-0.34,42.48999,-0.221,-0.3,-0.007
0.12026,0,0,0.172,0.46999,-0.34,42.48999,-0.221,-0.3,-0.007
0.12126,0,0,0.172,0.46999,-0.34,42.48999,-0.221,-0.3,-0.007
0.12226,0,0,0.172,0.46999,-0.34,42.48999,-0.221,-0.3,-0.007
0.12326,0,0,0.172,0.46999,-0.34,42.48999,-0.221,-0.3,-0.007
0.12426,0,0,0.172,0.46999,-0.34,42.48999,-0.221,-0.3,-0.007
0.12526,0,0,0.172,0.46999,-0.34,42.48999,-0.221,-0.3,-0.007
0.12626,0,0,0.172,0.46999,-0.34,42.48999,-0.221,-0.3,-0.007
0.12726,0,0,0.172,0.46999,-0.34,42.48999,-0.221,-0.3,-0.007
0.12826,0,0,0.172,0.46999,-0.34,42.48999,-0.221,-0.3,-0.007
0.12926,0,0,0.172,0.50999,-0.30999,42.61999,-0.22,-0.302,-0.007
0.13026,0,0,0.172,0.50999,-0.30999,42.61999,-0.22,-0.302,-0.007
0.13126,0,0,0.172,0.50999,-0.30999,42.61999,-0.22,-0.302,-0.007
0.13226,0,0,0.172,0.50999,-0.30999,42.61999,-0.22,-0.302,-0.007
0.13326,0,0,0.172,0.50999,-0.30999,42.61999,-0.22,-0.302,-0.007
0.13426,0,0,0.172,0.50999,-0.30999,42.61999,-0.22,-0.302,-0.007
0.13526,0,0,0.172,0.50999,-0.30999,42.61999,-0.22,-0.302,-0.007
0.13626,0,0,0.172,0.50999,-0.30999,42.61999,-0.22,-0.302,-0.007
0.13726,0,0,0.172,0.50999,-0.30999,42.61999,-0.22,-0.302,-0.007
0.13826,0,0,0.172,0.50999,-0.30999,42.61999,-0.22,-0.302,-0.007
0.13926,0,0,0.172,0.47999,-0.37,42.84,-0.217,-0.302,-0.006
0.14026,0,0,0.172,0.47999,-0.37,42.84,-0.217,-0.302,-0.006
0.14126,0,0,0.172,0.47999,-0.37,42.84,-0.217,-0.302,-0.006
0.14226,0,0,0.172,0.47999,-0.37,42.84,-0.217,-0.302,-0.006
0.14326,0,0,0.172,0.47999,-0.37,42.84,-0.217,-0.302,-0.006
0.14426,0,0,0.172,0.47999,-0.37,42.84,-0.217,-0.302,-0.006
0.14526,0,0,0.172,0.47999,-0.37,42.84,-0.217,-0.302,-0.006
0.14626,0,0,0.172,0.47999,-0.37,42.84,-0.217,-0.302,-0.006
0.14726,0,0,0.172,0.47999,-0.37,42.84,-0.217,-0.302,-0.006
0.14826,0,0,0.172,0.47999,-0.37,42.84,-0.217,-0.302,-0.006
0.14926,0,0,0.172,0.50999,-0.26999,42.75999,-0.218,-0.30299,-0.006
0.15026,0,0,0.172,0.50999,-0.26999,42.75999,-0.218,-0.30299,-0.006
0.15126,0,0,0.172,0.50999,-0.26999,42.75999,-0.218,-0.30299,-0.006
0.15226,0,0,0.172,0.50999,-0.26999,42.75999,-0.218,-0.30299,-0.006
0.15326,0,0,0.172,0.50999,-0.26999,42.75999,-0.218,-0.30299,-0.006
0.15426,0,0,0.172,0.50999,-0.26999,42.75999,-0.218,-0.30299,-0.006
0.15526,0,0,0.172,0.50999,-0.26999,42.75999,-0.218,-0.30299,-0.006
0.15626,0,0,0.172,0.50999,-0.26999,42.75999,-0.218,-0.30299,-0.006
0.15726,0,0,0.172,0.50999,-0.26999,42.75999,-0.218,-0.30299,-0.006
0.15826,0,0,0.172,0.50999,-0.26999,42.75999,-0.218,-0.30299,-0.006
0.15926,0,0,0.172,0.40999,-0.22999,42.54999,-0.22,-0.302,-0.006
0.16026,0,0,0.172,0.40999,-0.22999,42.54999,-0.22,-0.302,-0.006
0.16126,0,0,0.172,0.40999,-0.22999,42.54999,-0.22,-0.302,-0.006
0.16226,0,0,0.172,0.40999,-0.22999,42.54999,-0.22,-0.302,-0.006
0.16326,0,0,0.172,0.40999,-0.22999,42.54999,-0.22,-0.302,-0.006
0.16426,0,0,0.172,0.40999,-0.22999,42.54999,-0.22,-0.302,-0.006
0.16526,0,0,0.172,0.40999,-0.22999,42.54999,-0.22,-0.302,-0.006
0.16626,0,0,0.172,0.40999,-0.22999,42.54999,-0.22,-0.302,-0.006
0.16726,0,0,0.172,0.40999,-0.22999,42.54999,-0.22,-0.302,-0.006
0.16826,0,0,0.172,0.40999,-0.22999,42.54999,-0.22,-0.302,-0.006
0.16926,0,0,0.172,0.53999,-0.25999,42.50999,-0.221,-0.302,-0.007
0.17026,0,0,0.172,0.53999,-0.25999,42.50999,-0.221,-0.302,-0.007
0.17126,0,0,0.172,0.53999,-0.25999,42.50999,-0.221,-0.302,-0.007
0.17226,0,0,0.172,0.53999,-0.25999,42.50999,-0.221,-0.302,-0.007
0.17326,0,0,0.172,0.53999,-0.25999,42.50999,-0.221,-0.302,-0.007
0.17426,0,0,0.172,0.53999,-0.25999,42.50999,-0.221,-0.302,-0.007
0.17526,0,0,0.172,0.53999,-0.25999,42.50999,-0.221,-0.302,-0.007
0.17626,0,0,0.172,0.53999,-0.25999,42.50999,-0.221,-0.302,-0.007
0.17726,0,0,0.172,0.53999,-0.25999,42.50999,-0.221,-0.302,-0.007
0.17825,0,0,0.172,0.53999,-0.25999,42.50999,-0.221,-0.302,-0.007
0.17926,0,0,0.172,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.18026,0,0,0.172,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.18126,0,0,0.172,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.18226,0,0,0.172,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.18326,0,0,0.172,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.18426,0,0,0.172,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.18526,0,0,0.172,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.18626,0,0,0.172,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.18726,0,0,0.172,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.18829,0,0,0.172,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.18926,0,0,0.171,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.19026,0,0,0.171,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.19126,0,0,0.171,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.19225,0,0,0.171,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.19326,0,0,0.171,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.19426,0,0,0.171,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.19526,0,0,0.171,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.19626,0,0,0.171,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.19726,0,0,0.171,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.19826,0,0,0.171,0.55999,-0.28999,42.50999,-0.221,-0.302,-0.008
0.19926,0,0,0.171,0.55,-0.29999,42.55999,-0.221,-0.3,-0.007
0.20026,0,0,0.171,0.55,-0.29999,42.55999,-0.221,-0.3,-0.007
0.20126,0,0,0.171,0.55,-0.29999,42.55999,-0.221,-0.3,-0.007
0.20226,0,0,0.171,0.55,-0.29999,42.55999,-0.221,-0.3,-0.007
0.20326,0,0,0.171,0.55,-0.29999,42.55999,-0.221,-0.3,-0.007
0.20426,0,0,0.171,0.55,-0.29999,42.55999,-0.221,-0.3,-0.007
0.20526,0,0,0.171,0.55,-0.29999,42.55999,-0.221,-0.3,-0.007
0.20626,0,0,0.171,0.55,-0.29999,42.55999,-0.221,-0.3,-0.007
0.20726,0,0,0.171,0.55,-0.29999,42.55999,-0.221,-0.3,-0.007
0.20826,0,0,0.171,0.55,-0.29999,42.55999,-0.221,-0.3,-0.007
0.20926,0,0,0.171,0.5,-0.27999,42.54999,-0.219,-0.3,-0.007
0.21026,0,0,0.171,0.5,-0.27999,42.54999,-0.219,-0.3,-0.007
0.21126,0,0,0.171,0.5,-0.27999,42.54999,-0.219,-0.3,-0.007
0.21225,0,0,0.171,0.5,-0.27999,42.54999,-0.219,-0.3,-0.007
0.21326,0,0,0.171,0.5,-0.27999,42.54999,-0.219,-0.3,-0.007
0.21426,0,0,0.171,0.5,-0.27999,42.54999,-0.219,-0.3,-0.007
0.21526,0,0,0.171,0.5,-0.27999,42.54999,-0.219,-0.3,-0.007
0.21626,0,0,0.171,0.5,-0.27999,42.54999,-0.219,-0.3,-0.007
0.21726,0,0,0.171,0.5,-0.27999,42.54999,-0.219,-0.3,-0.007
0.21826,0,0,0.171,0.5,-0.27999,42.54999,-0.219,-0.3,-0.007
0.21926,0,0,0.171,0.41999,-0.14999,42.56999,-0.218,-0.3,-0.008
0.22026,0,0,0.171,0.41999,-0.14999,42.56999,-0.218,-0.3,-0.008
0.22126,0,0,0.171,0.41999,-0.14999,42.56999,-0.218,-0.3,-0.008
0.22225,0,0,0.171,0.41999,-0.14999,42.56999,-0.218,-0.3,-0.008
0.22326,0,0,0.171,0.41999,-0.14999,42.56999,-0.218,-0.3,-0.008
0.22426,0,0,0.171,0.41999,-0.14999,42.56999,-0.218,-0.3,-0.008
0.22526,0,0,0.171,0.41999,-0.14999,42.56999,-0.218,-0.3,-0.008
0.22626,0,0,0.171,0.41999,-0.14999,42.56999,-0.218,-0.3,-0.008
0.22726,0,0,0.171,0.41999,-0.14999,42.56999,-0.218,-0.3,-0.008
0.22826,0,0,0.171,0.41999,-0.14999,42.56999,-0.218,-0.3,-0.008
0.22926,0,0,0.171,0.39999,-0.19,42.62999,-0.218,-0.299,-0.007
0.23026,0,0,0.171,0.39999,-0.19,42.62999,-0.218,-0.299,-0.007
0.23126,0,0,0.171,0.39999,-0.19,42.62999,-0.218,-0.299,-0.007
0.23226,0,0,0.171,0.39999,-0.19,42.62999,-0.218,-0.299,-0.007
0.23326,0,0,0.171,0.39999,-0.19,42.62999,-0.218,-0.299,-0.007
0.23426,0,0,0.171,0.39999,-0.19,42.62999,-0.218,-0.299,-0.007
0.23526,0,0,0.171,0.39999,-0.19,42.62999,-0.218,-0.299,-0.007
0.23626,0,0,0.171,0.39999,-0.19,42.62999,-0.218,-0.299,-0.007
0.23726,0,0,0.171,0.39999,-0.19,42.62999,-0.218,-0.299,-0.007
0.23826,0,0,0.171,0.39999,-0.19,42.62999,-0.218,-0.299,-0.007
0.23926,0,0,0.171,0.48999,-0.30999,42.77,-0.22,-0.302,-0.008
0.24026,0,0,0.171,0.48999,-0.30999,42.77,-0.22,-0.302,-0.008
0.24126,0,0,0.171,0.48999,-0.30999,42.77,-0.22,-0.302,-0.008
0.24226,0,0,0.171,0.48999,-0.30999,42.77,-0.22,-0.302,-0.008
0.24326,0,0,0.171,0.48999,-0.30999,42.77,-0.22,-0.302,-0.008
0.24426,0,0,0.171,0.48999,-0.30999,42.77,-0.22,-0.302,-0.008
0.24526,0,0,0.171,0.48999,-0.30999,42.77,-0.22,-0.302,-0.008
0.24626,0,0,0.171,0.48999,-0.30999,42.77,-0.22,-0.302,-0.008
0.24726,0,0,0.171,0.48999,-0.30999,42.77,-0.22,-0.302,-0.008
0.24826,0,0,0.171,0.48999,-0.30999,42.77,-0.22,-0.302,-0.008
0.24926,0,0,0.171,0.51999,-0.35,42.79,-0.224,-0.304,-0.009
0.25026,0,0,0.171,0.51999,-0.35,42.79,-0.224,-0.304,-0.009
0.25126,0,0,0.171,0.51999,-0.35,42.79,-0.224,-0.304,-0.009
0.25226,0,0,0.171,0.51999,-0.35,42.79,-0.224,-0.304,-0.009
0.25326,0,0,0.171,0.51999,-0.35,42.79,-0.224,-0.304,-0.009
0.25426,0,0,0.171,0.51999,-0.35,42.79,-0.224,-0.304,-0.009
0.25526,0,0,0.171,0.51999,-0.35,42.79,-0.224,-0.304,-0.009
0.25626,0,0,0.171,0.51999,-0.35,42.79,-0.224,-0.304,-0.009
0.25726,0,0,0.171,0.51999,-0.35,42.79,-0.224,-0.304,-0.009
0.25826,0,0,0.171,0.51999,-0.35,42.79,-0.224,-0.304,-0.009
0.25926,0,0,0.171,0.42999,-0.28999,42.61999,-0.224,-0.30299,-0.008
0.26026,0,0,0.171,0.42999,-0.28999,42.61999,-0.224,-0.30299,-0.008
0.26126,0,0,0.171,0.42999,-0.28999,42.61999,-0.224,-0.30299,-0.008
0.26226,0,0,0.171,0.42999,-0.28999,42.61999,-0.224,-0.30299,-0.008
0.26326,0,0,0.171,0.42999,-0.28999,42.61999,-0.224,-0.30299,-0.008
0.26426,0,0,0.171,0.42999,-0.28999,42.61999,-0.224,-0.30299,-0.008
0.26526,0,0,0.171,0.42999,-0.28999,42.61999,-0.224,-0.30299,-0.008
0.26626,0,0,0.171,0.42999,-0.28999,42.61999,-0.224,-0.30299,-0.008
0.26726,0,0,0.171,0.42999,-0.28999,42.61999,-0.224,-0.30299,-0.008
0.26826,0,0,0.171,0.42999,-0.28999,42.61999,-0.224,-0.30299,-0.008
0.26926,0,0,0.171,0.48999,-0.34,42.52999,-0.222,-0.301,-0.006
0.27026,0,0,0.171,0.48999,-0.34,42.52999,-0.222,-0.301,-0.006
0.27126,0,0,0.171,0.48999,-0.34,42.52999,-0.222,-0.301,-0.006
0.27226,0,0,0.171,0.48999,-0.34,42.52999,-0.222,-0.301,-0.006
0.27326,0,0,0.171,0.48999,-0.34,42.52999,-0.222,-0.301,-0.006
0.27426,0,0,0.171,0.48999,-0.34,42.52999,-0.222,-0.301,-0.006
0.27526,0,0,0.171,0.48999,-0.34,42.52999,-0.222,-0.301,-0.006
0.27626,0,0,0.171,0.48999,-0.34,42.52999,-0.222,-0.301,-0.006
0.27726,0,0,0.171,0.48999,-0.34,42.52999,-0.222,-0.301,-0.006
0.27825,0,0,0.171,0.48999,-0.34,42.52999,-0.222,-0.301,-0.006
0.27926,0,0,0.171,0.50999,-0.37,42.52999,-0.221,-0.302,-0.006
0.28026,0,0,0.171,0.50999,-0.37,42.52999,-0.221,-0.302,-0.006
0.28129,0,0,0.171,0.50999,-0.37,42.52999,-0.221,-0.302,-0.006
0.28226,0,0,0.171,0.50999,-0.37,42.52999,-0.221,-0.302,-0.006
0.28326,0,0,0.171,0.50999,-0.37,42.52999,-0.221,-0.302,-0.006
0.28426,0,0,0.171,0.50999,-0.37,42.52999,-0.221,-0.302,-0.006
0.28526,0,0,0.171,0.50999,-0.37,42.52999,-0.221,-0.302,-0.006
0.28626,0,0,0.171,0.50999,-0.37,42.52999,-0.221,-0.302,-0.006
0.28726,0,0,0.171,0.50999,-0.37,42.52999,-0.221,-0.302,-0.006
0.28826,0,0,0.171,0.50999,-0.37,42.52999,-0.221,-0.302,-0.006
0.28926,0,0,0.171,0.52999,-0.40999,42.54999,-0.222,-0.301,-0.007
0.29026,0,0,0.17,0.52999,-0.40999,42.54999,-0.222,-0.301,-0.007
0.29126,0,0,0.17,0.52999,-0.40999,42.54999,-0.222,-0.301,-0.007
0.29226,0,0,0.17,0.52999,-0.40999,42.54999,-0.222,-0.301,-0.007
0.29326,0,0,0.17,0.52999,-0.40999,42.54999,-0.222,-0.301,-0.007
0.29426,0,0,0.17,0.52999,-0.40999,42.54999,-0.222,-0.301,-0.007
0.29526,0,0,0.17,0.52999,-0.40999,42.54999,-0.222,-0.301,-0.007
0.29626,0,0,0.17,0.52999,-0.40999,42.54999,-0.222,-0.301,-0.007
0.29726,0,0,0.17,0.52999,-0.40999,42.54999,-0.222,-0.301,-0.007
0.29826,0,0,0.17,0.52999,-0.40999,42.54999,-0.222,-0.301,-0.007
0.29926,0,0,0.17,0.44,-0.34,42.57999,-0.222,-0.3,-0.007
0.30026,0,0,0.17,0.44,-0.34,42.57999,-0.222,-0.3,-0.007
0.30126,0,0,0.17,0.44,-0.34,42.57999,-0.222,-0.3,-0.007
0.30226,0,0,0.17,0.44,-0.34,42.57999,-0.222,-0.3,-0.007
0.30326,0,0,0.17,0.44,-0.34,42.57999,-0.222,-0.3,-0.007
0.30426,0,0,0.17,0.44,-0.34,42.57999,-0.222,-0.3,-0.007
0.30526,0,0,0.17,0.44,-0.34,42.57999,-0.222,-0.3,-0.007
0.30626,0,0,0.17,0.44,-0.34,42.57999,-0.222,-0.3,-0.007
0.30726,0,0,0.17,0.44,-0.34,42.57999,-0.222,-0.3,-0.007
0.30826,0,0,0.17,0.44,-0.34,42.57999,-0.222,-0.3,-0.007
0.30926,0,0,0.17,0.40999,-0.40999,42.57999,-0.223,-0.299,-0.008
0.31026,0,0,0.17,0.40999,-0.40999,42.57999,-0.223,-0.299,-0.008
0.31126,0,0,0.17,0.40999,-0.40999,42.57999,-0.223,-0.299,-0.008
0.31226,0,0,0.17,0.40999,-0.40999,42.57999,-0.223,-0.299,-0.008
0.31326,0,0,0.17,0.40999,-0.40999,42.57999,-0.223,-0.299,-0.008
0.31426,0,0,0.17,0.40999,-0.40999,42.57999,-0.223,-0.299,-0.008
0.31526,0,0,0.17,0.40999,-0.40999,42.57999,-0.223,-0.299,-0.008
0.31626,0,0,0.17,0.40999,-0.40999,42.57999,-0.223,-0.299,-0.008
0.31726,0,0,0.17,0.40999,-0.40999,42.57999,-0.223,-0.299,-0.008
