surfaceAngle_deg_,force_x,force_y,force_z,moment_x,moment_y,moment_z,count
-20,0.27874189291484,-0.0569247855639821,-4.21638379169293,-0.00523645703515296,0.0128710595943083,-0.0710554032522491,8000
-18,0.369723132914847,-0.0562028543139801,-4.19483559294255,-0.00887681953515077,0.0137815820943047,-0.0655582057522495,8000
-16,0.334773409164847,-0.0607987218139793,-4.23261346669272,-0.00939241953515352,0.0127642920943034,-0.0642039557522495,8000
-14,0.37736351291485,-0.0252952993139804,-4.25042174169219,-0.0106748820351562,0.0127967070943079,-0.0520368907522483,8000
-12,0.417684300414845,-0.0500974093139785,-4.28874207169298,-0.00774713203515007,0.0145790445943073,-0.0486270670022483,8000
-10,0.467653070414848,-0.0103315193139799,-4.26066335669234,-0.0092576170351544,0.0124039183443063,-0.0427101795022488,8000
-8,0.501858046664853,-0.00823545431397704,-4.31630791919259,-0.00908452828515471,0.0141639008443012,-0.0406284295022496,8000
-6,0.370558427914863,0.119611423186018,-4.28535987044238,-0.0161540670351528,0.0105500945943057,-0.0467906532522483,8000
-4,0.526044380414851,0.013281696936021,-4.29587104169303,-0.0124252070351532,0.0117184970943013,-0.0280726295022498,8000
-2,0.451824287914857,0.0593000431860212,-4.28006437794238,-0.0163094945351549,0.00880202834430915,-0.0375577320022492,8000
0,0.517126700414851,0.202376305686019,-4.23867847044279,-0.0146150807851557,0.00711977959430388,-0.00346461700224948,8000
2,0.456839389164853,0.143202080686021,-4.26703199544247,-0.0134795095351528,0.00829945584430791,-0.0126672170022492,8000
4,0.383583507914858,0.147868373186018,-4.27092086544267,-0.0149801557851546,0.00604077959430505,-0.0209672870022491,8000
6,0.464045817914862,0.265253705686022,-4.25571345669277,-0.0132985257851513,0.00371040084430391,-0.0012646895022495,8000
8,0.536427815282676,0.32728521953742,-4.26179805126289,-0.00889160899672975,0.000434396762567568,0.01361184952992,7717
10,0.621335407914862,0.279953581936021,-4.21495843169227,-0.00142442953515212,-0.00762946915569529,0.0358034004977499,8000
12,0.521825406664855,0.355628298186021,-4.25622443544198,-0.00825806703515339,-0.00482816915569195,0.0274341542477509,8000
14,0.642470355414856,0.323670334436021,-4.1184268104428,-0.0010324457851538,-0.00746752040569199,0.0396633604977508,8000
16,0.643724191664852,0.304785541936021,-4.06786204794268,0.000195432964845033,-0.00805156915569544,0.0474993067477503,8000
18,0.567366731664844,0.31417761568602,-4.0112419404426,-0.000870172035154937,-0.0118273754056948,0.0548474167477508,8000
20,0.606660450414835,0.279835930686021,-3.96811204669284,0.000681327964844991,-0.0104788504056977,0.0574884554977497,8000
