time(s),surface angle(deg),rotor speed(rad/s),ranging distance(m),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),,,,,,,,,
0.03029,0,0,0.08399,2.82999,6.00999,64.26999,0.01299,-0.40199,-0.194,,,,,,,,,
0.03129,0,0,0.08399,2.82999,6.00999,64.26999,0.01299,-0.40199,-0.194,,,,,,,,,
0.03229,0,0,0.08399,2.82999,6.00999,64.26999,0.01299,-0.40199,-0.194,,,,,,,,,
0.03329,0,0,0.08399,2.82999,6.00999,64.26999,0.01299,-0.40199,-0.194,,,,,,,,,
0.03429,0,0,0.08399,2.82999,6.00999,64.26999,0.01299,-0.40199,-0.194,,,,,,,,,
0.03529,0,0,0.08399,2.82999,6.00999,64.26999,0.01299,-0.40199,-0.194,,,,,,,,,
0.03629,0,0,0.08399,2.82999,6.00999,64.26999,0.01299,-0.40199,-0.194,,,,,,,,,
0.03729,0,0,0.08399,2.82999,6.00999,64.26999,0.01299,-0.40199,-0.194,,,,,,,,,
0.03829,0,0,0.08399,2.82999,6.00999,64.26999,0.01299,-0.40199,-0.194,,,,,,,,,
0.03929,0,0,0.08399,2.82999,6.00999,64.26999,0.01299,-0.40199,-0.194,,,,,,,,,
0.04029,0,0,0.08399,2.79999,5.92999,64.29,0.012,-0.401,-0.193,,,,,,,,,
0.04129,0,0,0.08399,2.79999,5.92999,64.29,0.012,-0.401,-0.193,,,,,,,,,
0.04229,0,0,0.08399,2.79999,5.92999,64.29,0.012,-0.401,-0.193,,,,,,,,,
0.04329,0,0,0.08399,2.79999,5.92999,64.29,0.012,-0.401,-0.193,,,,,,,,,
0.04429,0,0,0.08399,2.79999,5.92999,64.29,0.012,-0.401,-0.193,,,,,,,,,
0.04529,0,0,0.08399,2.79999,5.92999,64.29,0.012,-0.401,-0.193,,,,,,,,,
0.04629,0,0,0.08399,2.79999,5.92999,64.29,0.012,-0.401,-0.193,,,,,,,,,
0.04729,0,0,0.08399,2.79999,5.92999,64.29,0.012,-0.401,-0.193,,,,,,,,,
0.04829,0,0,0.08399,2.79999,5.92999,64.29,0.012,-0.401,-0.193,,,,,,,,,
0.04929,0,0,0.08399,2.79999,5.92999,64.29,0.012,-0.401,-0.193,,,,,,,,,
0.05029,0,0,0.08399,2.71,5.85999,64.26999,0.012,-0.399,-0.193,,,,,,,,,
0.05129,0,0,0.08399,2.71,5.85999,64.26999,0.012,-0.399,-0.193,,,,,,,,,
0.05229,0,0,0.08399,2.71,5.85999,64.26999,0.012,-0.399,-0.193,,,,,,,,,
0.05329,0,0,0.08399,2.71,5.85999,64.26999,0.012,-0.399,-0.193,,,,,,,,,
0.05429,0,0,0.08399,2.71,5.85999,64.26999,0.012,-0.399,-0.193,,,,,,,,,
0.05529,0,0,0.08399,2.71,5.85999,64.26999,0.012,-0.399,-0.193,,,,,,,,,
0.05629,0,0,0.08399,2.71,5.85999,64.26999,0.012,-0.399,-0.193,,,,,,,,,
0.05729,0,0,0.08399,2.71,5.85999,64.26999,0.012,-0.399,-0.193,,,,,,,,,
0.05829,0,0,0.08399,2.71,5.85999,64.26999,0.012,-0.399,-0.193,,,,,,,,,
0.05929,0,0,0.08399,2.71,5.85999,64.26999,0.012,-0.399,-0.193,,,,,,,,,
0.06029,0,0,0.08399,2.73,5.80999,64.27999,0.012,-0.399,-0.195,,,,,,,,,
0.06129,0,0,0.08399,2.73,5.80999,64.27999,0.012,-0.399,-0.195,,,,,,,,,
0.06229,0,0,0.08399,2.73,5.80999,64.27999,0.012,-0.399,-0.195,,,,,,,,,
0.06329,0,0,0.08399,2.73,5.80999,64.27999,0.012,-0.399,-0.195,,,,,,,,,
0.06429,0,0,0.08399,2.73,5.80999,64.27999,0.012,-0.399,-0.195,,,,,,,,,
0.06529,0,0,0.08399,2.73,5.80999,64.27999,0.012,-0.399,-0.195,,,,,,,,,
0.06629,0,0,0.08399,2.73,5.80999,64.27999,0.012,-0.399,-0.195,,,,,,,,,
0.06729,0,0,0.08399,2.73,5.80999,64.27999,0.012,-0.399,-0.195,,,,,,,,,
0.06829,0,0,0.08399,2.73,5.80999,64.27999,0.012,-0.399,-0.195,,,,,,,,,
0.06929,0,0,0.08399,2.73,5.80999,64.27999,0.012,-0.399,-0.195,,,,,,,,,
0.07029,0,0,0.08399,2.73,5.80999,64.27999,0.012,-0.399,-0.195,,,,,,,,,
0.07129,0,0,0.08399,2.93999,6.02999,64.29,0.015,-0.403,-0.195,,,,,,,,,
0.07229,0,0,0.08399,2.93999,6.02999,64.29,0.015,-0.403,-0.195,,,,,,,,,
0.07329,0,0,0.08399,2.93999,6.02999,64.29,0.015,-0.403,-0.195,,,,,,,,,
0.07429,0,0,0.08399,2.93999,6.02999,64.29,0.015,-0.403,-0.195,,,,,,,,,
0.07529,0,0,0.086,2.93999,6.02999,64.29,0.015,-0.403,-0.195,,,,,,,,,
0.07629,0,0,0.086,2.93999,6.02999,64.29,0.015,-0.403,-0.195,,,,,,,,,
0.07729,0,0,0.086,2.93999,6.02999,64.29,0.015,-0.403,-0.195,,,,,,,,,
0.07829,0,0,0.086,2.93999,6.02999,64.29,0.015,-0.403,-0.195,,,,,,,,,
0.07929,0,0,0.086,2.93999,6.02999,64.29,0.015,-0.403,-0.195,,,,,,,,,
0.08029,0,0,0.086,2.93999,6.02999,64.29,0.015,-0.403,-0.195,,,,,,,,,
0.08129,0,0,0.086,2.85999,6.05999,64.27999,0.015,-0.40199,-0.196,,,,,,,,,
0.08229,0,0,0.086,2.85999,6.05999,64.27999,0.015,-0.40199,-0.196,,,,,,,,,
0.08329,0,0,0.086,2.85999,6.05999,64.27999,0.015,-0.40199,-0.196,,,,,,,,,
0.08429,0,0,0.086,2.85999,6.05999,64.27999,0.015,-0.40199,-0.196,,,,,,,,,
0.08529,0,0,0.086,2.85999,6.05999,64.27999,0.015,-0.40199,-0.196,,,,,,,,,
0.08629,0,0,0.086,2.85999,6.05999,64.27999,0.015,-0.40199,-0.196,,,,,,,,,
0.08729,0,0,0.086,2.85999,6.05999,64.27999,0.015,-0.40199,-0.196,,,,,,,,,
0.08829,0,0,0.086,2.85999,6.05999,64.27999,0.015,-0.40199,-0.196,,,,,,,,,
0.08929,0,0,0.086,2.85999,6.05999,64.27999,0.015,-0.40199,-0.196,,,,,,,,,
0.09029,0,0,0.086,2.85999,6.05999,64.27999,0.015,-0.40199,-0.196,,,,,,,,,
0.09129,0,0,0.086,2.84999,5.88999,64.29,0.01299,-0.401,-0.196,,,,,,,,,
0.09229,0,0,0.086,2.84999,5.88999,64.29,0.01299,-0.401,-0.196,,,,,,,,,
0.09329,0,0,0.086,2.84999,5.88999,64.29,0.01299,-0.401,-0.196,,,,,,,,,
0.09429,0,0,0.086,2.84999,5.88999,64.29,0.01299,-0.401,-0.196,,,,,,,,,
0.09529,0,0,0.086,2.84999,5.88999,64.29,0.01299,-0.401,-0.196,,,,,,,,,
0.09629,0,0,0.086,2.84999,5.88999,64.29,0.01299,-0.401,-0.196,,,,,,,,,
0.09729,0,0,0.086,2.84999,5.88999,64.29,0.01299,-0.401,-0.196,,,,,,,,,
0.09829,0,0,0.086,2.84999,5.88999,64.29,0.01299,-0.401,-0.196,,,,,,,,,
0.09929,0,0,0.086,2.84999,5.88999,64.29,0.01299,-0.401,-0.196,,,,,,,,,
0.10032,0,0,0.086,2.84999,5.88999,64.29,0.01299,-0.401,-0.196,,,,,,,,,
0.10129,0,0,0.086,2.83999,5.94999,64.29999,0.012,-0.401,-0.195,,,,,,,,,
0.10229,0,0,0.086,2.83999,5.94999,64.29999,0.012,-0.401,-0.195,,,,,,,,,
0.10329,0,0,0.086,2.83999,5.94999,64.29999,0.012,-0.401,-0.195,,,,,,,,,
0.10429,0,0,0.086,2.83999,5.94999,64.29999,0.012,-0.401,-0.195,,,,,,,,,
0.10529,0,0,0.086,2.83999,5.94999,64.29999,0.012,-0.401,-0.195,,,,,,,,,
0.10629,0,0,0.086,2.83999,5.94999,64.29999,0.012,-0.401,-0.195,,,,,,,,,
0.10729,0,0,0.086,2.83999,5.94999,64.29999,0.012,-0.401,-0.195,,,,,,,,,
0.10829,0,0,0.086,2.83999,5.94999,64.29999,0.012,-0.401,-0.195,,,,,,,,,
0.10929,0,0,0.086,2.83999,5.94999,64.29999,0.012,-0.401,-0.195,,,,,,,,,
0.11029,0,0,0.086,2.83999,5.94999,64.29999,0.012,-0.401,-0.195,,,,,,,,,
0.11129,0,0,0.086,2.79999,5.88999,64.27999,0.011,-0.40199,-0.194,,,,,,,,,
0.11229,0,0,0.086,2.79999,5.88999,64.27999,0.011,-0.40199,-0.194,,,,,,,,,
0.11329,0,0,0.086,2.79999,5.88999,64.27999,0.011,-0.40199,-0.194,,,,,,,,,
0.11429,0,0,0.086,2.79999,5.88999,64.27999,0.011,-0.40199,-0.194,,,,,,,,,
0.11529,0,0,0.086,2.79999,5.88999,64.27999,0.011,-0.40199,-0.194,,,,,,,,,
0.11629,0,0,0.086,2.79999,5.88999,64.27999,0.011,-0.40199,-0.194,,,,,,,,,
0.11729,0,0,0.086,2.79999,5.88999,64.27999,0.011,-0.40199,-0.194,,,,,,,,,
0.11829,0,0,0.086,2.79999,5.88999,64.27999,0.011,-0.40199,-0.194,,,,,,,,,
0.11929,0,0,0.086,2.79999,5.88999,64.27999,0.011,-0.40199,-0.194,,,,,,,,,
0.12029,0,0,0.086,2.79999,5.88999,64.27999,0.011,-0.40199,-0.194,,,,,,,,,
0.12129,0,0,0.086,2.85999,5.87999,64.27999,0.011,-0.40199,-0.193,,,,,,,,,
0.12229,0,0,0.086,2.85999,5.87999,64.27999,0.011,-0.40199,-0.193,,,,,,,,,
0.12329,0,0,0.086,2.85999,5.87999,64.27999,0.011,-0.40199,-0.193,,,,,,,,,
0.12429,0,0,0.086,2.85999,5.87999,64.27999,0.011,-0.40199,-0.193,,,,,,,,,
0.12529,0,0,0.086,2.85999,5.87999,64.27999,0.011,-0.40199,-0.193,,,,,,,,,
0.12629,0,0,0.086,2.85999,5.87999,64.27999,0.011,-0.40199,-0.193,,,,,,,,,
0.12729,0,0,0.086,2.85999,5.87999,64.27999,0.011,-0.40199,-0.193,,,,,,,,,
0.12829,0,0,0.086,2.85999,5.87999,64.27999,0.011,-0.40199,-0.193,,,,,,,,,
0.12929,0,0,0.086,2.85999,5.87999,64.27999,0.011,-0.40199,-0.193,,,,,,,,,
0.13029,0,0,0.086,2.85999,5.87999,64.27999,0.011,-0.40199,-0.193,,,,,,,,,
0.13129,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.13229,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.13329,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.13429,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.13529,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.13629,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.13729,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.13829,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.13929,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.14029,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.14129,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.14229,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.14329,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.14429,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.14529,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.14629,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.14729,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.14829,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.14929,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.15029,0,0,0.086,2.90999,5.96,64.29999,0.01299,-0.40199,-0.194,,,,,,,,,
0.15129,0,0,0.086,2.90999,6.00999,64.33,0.01399,-0.403,-0.193,,,,,,,,,
0.15229,0,0,0.086,2.90999,6.00999,64.33,0.01399,-0.403,-0.193,,,,,,,,,
0.15329,0,0,0.086,2.90999,6.00999,64.33,0.01399,-0.403,-0.193,,,,,,,,,
0.15429,0,0,0.086,2.90999,6.00999,64.33,0.01399,-0.403,-0.193,,,,,,,,,
0.15529,0,0,0.086,2.90999,6.00999,64.33,0.01399,-0.403,-0.193,,,,,,,,,
0.15629,0,0,0.086,2.90999,6.00999,64.33,0.01399,-0.403,-0.193,,,,,,,,,
0.15729,0,0,0.086,2.90999,6.00999,64.33,0.01399,-0.403,-0.193,,,,,,,,,
0.15829,0,0,0.086,2.90999,6.00999,64.33,0.01399,-0.403,-0.193,,,,,,,,,
0.15929,0,0,0.086,2.90999,6.00999,64.33,0.01399,-0.403,-0.193,,,,,,,,,
0.16029,0,0,0.086,2.90999,6.00999,64.33,0.01399,-0.403,-0.193,,,,,,,,,
0.16129,0,0,0.086,2.97,6.01999,64.29999,0.01299,-0.405,-0.192,,,,,,,,,
0.16229,0,0,0.086,2.97,6.01999,64.29999,0.01299,-0.405,-0.192,,,,,,,,,
0.16329,0,0,0.086,2.97,6.01999,64.29999,0.01299,-0.405,-0.192,,,,,,,,,
0.16429,0,0,0.086,2.97,6.01999,64.29999,0.01299,-0.405,-0.192,,,,,,,,,
0.16529,0,0,0.086,2.97,6.01999,64.29999,0.01299,-0.405,-0.192,,,,,,,,,
0.16629,0,0,0.086,2.97,6.01999,64.29999,0.01299,-0.405,-0.192,,,,,,,,,
0.16729,0,0,0.086,2.97,6.01999,64.29999,0.01299,-0.405,-0.192,,,,,,,,,
0.16829,0,0,0.086,2.97,6.01999,64.29999,0.01299,-0.405,-0.192,,,,,,,,,
0.16929,0,0,0.086,2.97,6.01999,64.29999,0.01299,-0.405,-0.192,,,,,,,,,
0.17029,0,0,0.086,2.97,6.01999,64.29999,0.01299,-0.405,-0.192,,,,,,,,,
0.17129,0,0,0.086,2.97,5.94999,64.27999,0.01299,-0.403,-0.191,,,,,,,,,
0.17229,0,0,0.086,2.97,5.94999,64.27999,0.01299,-0.403,-0.191,,,,,,,,,
0.17329,0,0,0.086,2.97,5.94999,64.27999,0.01299,-0.403,-0.191,,,,,,,,,
0.17429,0,0,0.086,2.97,5.94999,64.27999,0.01299,-0.403,-0.191,,,,,,,,,
0.17529,0,0,0.086,2.97,5.94999,64.27999,0.01299,-0.403,-0.191,,,,,,,,,
0.17629,0,0,0.083,2.97,5.94999,64.27999,0.01299,-0.403,-0.191,,,,,,,,,
0.17729,0,0,0.083,2.97,5.94999,64.27999,0.01299,-0.403,-0.191,,,,,,,,,
0.17829,0,0,0.083,2.97,5.94999,64.27999,0.01299,-0.403,-0.191,,,,,,,,,
0.17929,0,0,0.083,2.97,5.94999,64.27999,0.01299,-0.403,-0.191,,,,,,,,,
0.18029,0,0,0.083,2.97,5.94999,64.27999,0.01299,-0.403,-0.191,,,,,,,,,
0.18129,0,0,0.083,2.87999,6.04999,64.22,0.01399,-0.403,-0.192,,,,,,,,,
0.18229,0,0,0.083,2.87999,6.04999,64.22,0.01399,-0.403,-0.192,,,,,,,,,
0.18329,0,0,0.083,2.87999,6.04999,64.22,0.01399,-0.403,-0.192,,,,,,,,,
0.18429,0,0,0.083,2.87999,6.04999,64.22,0.01399,-0.403,-0.192,,,,,,,,,
0.18529,0,0,0.083,2.87999,6.04999,64.22,0.01399,-0.403,-0.192,,,,,,,,,
0.18629,0,0,0.083,2.87999,6.04999,64.22,0.01399,-0.403,-0.192,,,,,,,,,
0.18729,0,0,0.083,2.87999,6.04999,64.22,0.01399,-0.403,-0.192,,,,,,,,,
0.18829,0,0,0.083,2.87999,6.04999,64.22,0.01399,-0.403,-0.192,,,,,,,,,
0.18929,0,0,0.083,2.87999,6.04999,64.22,0.01399,-0.403,-0.192,,,,,,,,,
0.19029,0,0,0.083,2.87999,6.04999,64.22,0.01399,-0.403,-0.192,,,,,,,,,
0.19129,0,0,0.083,2.91999,6,64.22,0.015,-0.40399,-0.193,,,,,,,,,
0.19229,0,0,0.083,2.91999,6,64.22,0.015,-0.40399,-0.193,,,,,,,,,
0.19329,0,0,0.083,2.91999,6,64.22,0.015,-0.40399,-0.193,,,,,,,,,
0.19429,0,0,0.083,2.91999,6,64.22,0.015,-0.40399,-0.193,,,,,,,,,
0.19529,0,0,0.083,2.91999,6,64.22,0.015,-0.40399,-0.193,,,,,,,,,
0.19629,0,0,0.083,2.91999,6,64.22,0.015,-0.40399,-0.193,,,,,,,,,
0.19733,0,0,0.083,2.91999,6,64.22,0.015,-0.40399,-0.193,,,,,,,,,
0.19831,0,0,0.083,2.91999,6,64.22,0.015,-0.40399,-0.193,,,,,,,,,
0.19931,0,0,0.083,2.91999,6,64.22,0.015,-0.40399,-0.193,,,,,,,,,
0.20032,0,0,0.083,2.91999,6,64.22,0.015,-0.40399,-0.193,,,,,,,,,
0.20129,0,0,0.083,2.97,5.96,64.25,0.01399,-0.403,-0.195,,,,,,,,,
0.20229,0,0,0.083,2.97,5.96,64.25,0.01399,-0.403,-0.195,,,,,,,,,
0.20329,0,0,0.083,2.97,5.96,64.25,0.01399,-0.403,-0.195,,,,,,,,,
0.20429,0,0,0.083,2.97,5.96,64.25,0.01399,-0.403,-0.195,,,,,,,,,
0.20529,0,0,0.083,2.97,5.96,64.25,0.01399,-0.403,-0.195,,,,,,,,,
0.20629,0,0,0.083,2.97,5.96,64.25,0.01399,-0.403,-0.195,,,,,,,,,
0.20729,0,0,0.083,2.97,5.96,64.25,0.01399,-0.403,-0.195,,,,,,,,,
0.20829,0,0,0.083,2.97,5.96,64.25,0.01399,-0.403,-0.195,,,,,,,,,
0.20929,0,0,0.083,2.97,5.96,64.25,0.01399,-0.403,-0.195,,,,,,,,,
0.21029,0,0,0.083,2.97,5.96,64.25,0.01399,-0.403,-0.195,,,,,,,,,
0.21129,0,0,0.083,2.89999,5.94999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.21229,0,0,0.083,2.89999,5.94999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.21329,0,0,0.083,2.89999,5.94999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.21429,0,0,0.083,2.89999,5.94999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.21529,0,0,0.083,2.89999,5.94999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.21629,0,0,0.083,2.89999,5.94999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.21729,0,0,0.083,2.89999,5.94999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.21829,0,0,0.083,2.89999,5.94999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.21929,0,0,0.083,2.89999,5.94999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.22029,0,0,0.083,2.89999,5.94999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.22129,0,0,0.083,2.88999,5.88999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.22229,0,0,0.083,2.88999,5.88999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.22329,0,0,0.083,2.88999,5.88999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.22429,0,0,0.083,2.88999,5.88999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.22529,0,0,0.083,2.88999,5.88999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.22629,0,0,0.083,2.88999,5.88999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.22729,0,0,0.083,2.88999,5.88999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.22829,0,0,0.083,2.88999,5.88999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.22929,0,0,0.083,2.88999,5.88999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.23029,0,0,0.083,2.88999,5.88999,64.25,0.01299,-0.40199,-0.194,,,,,,,,,
0.23129,0,0,0.083,2.87999,5.94999,64.26999,0.012,-0.403,-0.194,,,,,,,,,
0.23229,0,0,0.083,2.87999,5.94999,64.26999,0.012,-0.403,-0.194,,,,,,,,,
0.23329,0,0,0.083,2.87999,5.94999,64.26999,0.012,-0.403,-0.194,,,,,,,,,
0.23429,0,0,0.083,2.87999,5.94999,64.26999,0.012,-0.403,-0.194,,,,,,,,,
0.23529,0,0,0.083,2.87999,5.94999,64.26999,0.012,-0.403,-0.194,,,,,,,,,
0.23629,0,0,0.083,2.87999,5.94999,64.26999,0.012,-0.403,-0.194,,,,,,,,,
0.23729,0,0,0.083,2.87999,5.94999,64.26999,0.012,-0.403,-0.194,,,,,,,,,
0.23829,0,0,0.083,2.87999,5.94999,64.26999,0.012,-0.403,-0.194,,,,,,,,,
0.23929,0,0,0.083,2.87999,5.94999,64.26999,0.012,-0.403,-0.194,,,,,,,,,
0.24029,0,0,0.083,2.87999,5.94999,64.26999,0.012,-0.403,-0.194,,,,,,,,,
0.24129,0,0,0.083,2.89999,5.96,64.22999,0.011,-0.403,-0.194,,,,,,,,,
0.24229,0,0,0.083,2.89999,5.96,64.22999,0.011,-0.403,-0.194,,,,,,,,,
0.24329,0,0,0.083,2.89999,5.96,64.22999,0.011,-0.403,-0.194,,,,,,,,,
0.24429,0,0,0.083,2.89999,5.96,64.22999,0.011,-0.403,-0.194,,,,,,,,,
0.24529,0,0,0.083,2.89999,5.96,64.22999,0.011,-0.403,-0.194,,,,,,,,,
0.24629,0,0,0.083,2.89999,5.96,64.22999,0.011,-0.403,-0.194,,,,,,,,,
0.24729,0,0,0.083,2.89999,5.96,64.22999,0.011,-0.403,-0.194,,,,,,,,,
0.24829,0,0,0.083,2.89999,5.96,64.22999,0.011,-0.403,-0.194,,,,,,,,,
0.24929,0,0,0.083,2.89999,5.96,64.22999,0.011,-0.403,-0.194,,,,,,,,,
0.25029,0,0,0.083,2.89999,5.96,64.22999,0.011,-0.403,-0.194,,,,,,,,,
0.25129,0,0,0.083,3.08999,6.08999,64.22,0.015,-0.405,-0.196,,,,,,,,,
0.25229,0,0,0.083,3.08999,6.08999,64.22,0.015,-0.405,-0.196,,,,,,,,,
0.25329,0,0,0.083,3.08999,6.08999,64.22,0.015,-0.405,-0.196,,,,,,,,,
0.25429,0,0,0.083,3.08999,6.08999,64.22,0.015,-0.405,-0.196,,,,,,,,,
0.25529,0,0,0.083,3.08999,6.08999,64.22,0.015,-0.405,-0.196,,,,,,,,,
0.25629,0,0,0.083,3.08999,6.08999,64.22,0.015,-0.405,-0.196,,,,,,,,,
0.25729,0,0,0.083,3.08999,6.08999,64.22,0.015,-0.405,-0.196,,,,,,,,,
0.25829,0,0,0.083,3.08999,6.08999,64.22,0.015,-0.405,-0.196,,,,,,,,,
0.25929,0,0,0.083,3.08999,6.08999,64.22,0.015,-0.405,-0.196,,,,,,,,,
0.26029,0,0,0.083,3.08999,6.08999,64.22,0.015,-0.405,-0.196,,,,,,,,,
0.26129,0,0,0.083,3.00999,6.12999,64.29,0.016,-0.40399,-0.197,,,,,,,,,
0.26229,0,0,0.083,3.00999,6.12999,64.29,0.016,-0.40399,-0.197,,,,,,,,,
0.26329,0,0,0.083,3.00999,6.12999,64.29,0.016,-0.40399,-0.197,,,,,,,,,
0.26429,0,0,0.083,3.00999,6.12999,64.29,0.016,-0.40399,-0.197,,,,,,,,,
0.26529,0,0,0.083,3.00999,6.12999,64.29,0.016,-0.40399,-0.197,,,,,,,,,
0.26629,0,0,0.083,3.00999,6.12999,64.29,0.016,-0.40399,-0.197,,,,,,,,,
0.26729,0,0,0.083,3.00999,6.12999,64.29,0.016,-0.40399,-0.197,,,,,,,,,
0.26829,0,0,0.083,3.00999,6.12999,64.29,0.016,-0.40399,-0.197,,,,,,,,,
0.26929,0,0,0.083,3.00999,6.12999,64.29,0.016,-0.40399,-0.197,,,,,,,,,
0.27029,0,0,0.083,3.00999,6.12999,64.29,0.016,-0.40399,-0.197,,,,,,,,,
