time(s),surface angle(deg),rotor speed(rad/s),ranging distance(m),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),,,,,,,,,
38.02888,-14,0.475,0.07599,3.51999,6.56999,60.5,0.03299,-0.401,-0.237,,,,,,,,,
38.02988,-14,0.475,0.07599,3.51999,6.56999,60.5,0.03299,-0.401,-0.237,,,,,,,,,
38.03088,-14,0.475,0.07599,3.51999,6.56999,60.5,0.03299,-0.401,-0.237,,,,,,,,,
38.03188,-14,0.475,0.07599,3.13999,6.62999,60.25999,0.044,-0.406,-0.236,,,,,,,,,
38.03288,-14,0.475,0.07599,3.13999,6.62999,60.25999,0.044,-0.406,-0.236,,,,,,,,,
38.03388,-14,0.475,0.07599,3.13999,6.62999,60.25999,0.044,-0.406,-0.236,,,,,,,,,
38.03488,-14,0.475,0.07599,3.13999,6.62999,60.25999,0.044,-0.406,-0.236,,,,,,,,,
38.03588,-14,0.475,0.07599,3.13999,6.62999,60.25999,0.044,-0.406,-0.236,,,,,,,,,
38.03688,-14,0.475,0.07599,3.13999,6.62999,60.25999,0.044,-0.406,-0.236,,,,,,,,,
38.03788,-14,0.475,0.07599,3.13999,6.62999,60.25999,0.044,-0.406,-0.236,,,,,,,,,
38.03888,-14,0.475,0.07599,3.13999,6.62999,60.25999,0.044,-0.406,-0.236,,,,,,,,,
38.03988,-14,0.475,0.07599,3.13999,6.62999,60.25999,0.044,-0.406,-0.236,,,,,,,,,
38.04089,-14,0.475,0.07599,3.13999,6.62999,60.25999,0.044,-0.406,-0.236,,,,,,,,,
38.04188,-14,0.475,0.07599,2.98,6.17999,60.25999,0.037,-0.406,-0.236,,,,,,,,,
38.04288,-14,0.475,0.07599,2.98,6.17999,60.25999,0.037,-0.406,-0.236,,,,,,,,,
38.04388,-14,0.475,0.07599,2.98,6.17999,60.25999,0.037,-0.406,-0.236,,,,,,,,,
38.04488,-14,0.475,0.07599,2.98,6.17999,60.25999,0.037,-0.406,-0.236,,,,,,,,,
38.04588,-14,0.475,0.07599,2.98,6.17999,60.25999,0.037,-0.406,-0.236,,,,,,,,,
38.04688,-14,0.475,0.07599,2.98,6.17999,60.25999,0.037,-0.406,-0.236,,,,,,,,,
38.04788,-14,0.475,0.07599,2.98,6.17999,60.25999,0.037,-0.406,-0.236,,,,,,,,,
38.04888,-14,0.475,0.07599,2.98,6.17999,60.25999,0.037,-0.406,-0.236,,,,,,,,,
38.04988,-14,0.475,0.07599,2.98,6.17999,60.25999,0.037,-0.406,-0.236,,,,,,,,,
38.05088,-14,0.475,0.07599,2.98,6.17999,60.25999,0.037,-0.406,-0.236,,,,,,,,,
38.05188,-14,0.475,0.07599,3.40999,6.03999,60.40999,0.03099,-0.41,-0.235,,,,,,,,,
38.05288,-14,0.475,0.07599,3.40999,6.03999,60.40999,0.03099,-0.41,-0.235,,,,,,,,,
38.05388,-14,0.475,0.07599,3.40999,6.03999,60.40999,0.03099,-0.41,-0.235,,,,,,,,,
38.05488,-14,0.475,0.07599,3.40999,6.03999,60.40999,0.03099,-0.41,-0.235,,,,,,,,,
38.05588,-14,0.475,0.07599,3.40999,6.03999,60.40999,0.03099,-0.41,-0.235,,,,,,,,,
38.05688,-14,0.475,0.07599,3.40999,6.03999,60.40999,0.03099,-0.41,-0.235,,,,,,,,,
38.05788,-14,0.475,0.07599,3.40999,6.03999,60.40999,0.03099,-0.41,-0.235,,,,,,,,,
38.05888,-14,0.475,0.07599,3.40999,6.03999,60.40999,0.03099,-0.41,-0.235,,,,,,,,,
38.05988,-14,0.475,0.07599,3.40999,6.03999,60.40999,0.03099,-0.41,-0.235,,,,,,,,,
38.06088,-14,0.475,0.07599,3.40999,6.03999,60.40999,0.03099,-0.41,-0.235,,,,,,,,,
38.06188,-14,0.475,0.07599,3.50999,6.55999,60.34,0.05199,-0.399,-0.233,,,,,,,,,
38.06288,-14,0.475,0.07599,3.50999,6.55999,60.34,0.05199,-0.399,-0.233,,,,,,,,,
38.06388,-14,0.475,0.07599,3.50999,6.55999,60.34,0.05199,-0.399,-0.233,,,,,,,,,
38.06488,-14,0.475,0.07599,3.50999,6.55999,60.34,0.05199,-0.399,-0.233,,,,,,,,,
38.06588,-14,0.475,0.07599,3.50999,6.55999,60.34,0.05199,-0.399,-0.233,,,,,,,,,
38.06688,-14,0.475,0.07599,3.50999,6.55999,60.34,0.05199,-0.399,-0.233,,,,,,,,,
38.06788,-14,0.475,0.07599,3.50999,6.55999,60.34,0.05199,-0.399,-0.233,,,,,,,,,
38.06888,-14,0.475,0.07599,3.50999,6.55999,60.34,0.05199,-0.399,-0.233,,,,,,,,,
38.06988,-14,0.475,0.07599,3.50999,6.55999,60.34,0.05199,-0.399,-0.233,,,,,,,,,
38.07088,-14,0.475,0.07599,3.50999,6.55999,60.34,0.05199,-0.399,-0.233,,,,,,,,,
38.07188,-14,0.475,0.07599,3.41999,6.44999,60.27999,0.051,-0.394,-0.232,,,,,,,,,
38.07288,-14,0.475,0.07599,3.41999,6.44999,60.27999,0.051,-0.394,-0.232,,,,,,,,,
38.07388,-14,0.475,0.07599,3.41999,6.44999,60.27999,0.051,-0.394,-0.232,,,,,,,,,
38.07488,-14,0.475,0.07599,3.41999,6.44999,60.27999,0.051,-0.394,-0.232,,,,,,,,,
38.0759,-14,0.475,0.07599,3.41999,6.44999,60.27999,0.051,-0.394,-0.232,,,,,,,,,
38.0769,-14,0.475,0.07599,3.41999,6.44999,60.27999,0.051,-0.394,-0.232,,,,,,,,,
38.0779,-14,0.475,0.07599,3.41999,6.44999,60.27999,0.051,-0.394,-0.232,,,,,,,,,
38.07892,-14,0.475,0.07599,3.41999,6.44999,60.27999,0.051,-0.394,-0.232,,,,,,,,,
38.07992,-14,0.475,0.07599,3.41999,6.44999,60.27999,0.051,-0.394,-0.232,,,,,,,,,
38.08091,-14,0.475,0.07599,3.41999,6.44999,60.27999,0.051,-0.394,-0.232,,,,,,,,,
38.08194,-14,0.475,0.07599,3.24,6.06999,60.27,0.046,-0.394,-0.235,,,,,,,,,
38.08288,-14,0.475,0.07599,3.24,6.06999,60.27,0.046,-0.394,-0.235,,,,,,,,,
38.08388,-14,0.475,0.07599,3.24,6.06999,60.27,0.046,-0.394,-0.235,,,,,,,,,
38.08488,-14,0.475,0.07599,3.24,6.06999,60.27,0.046,-0.394,-0.235,,,,,,,,,
38.08588,-14,0.475,0.07599,3.24,6.06999,60.27,0.046,-0.394,-0.235,,,,,,,,,
38.08688,-14,0.475,0.07599,3.24,6.06999,60.27,0.046,-0.394,-0.235,,,,,,,,,
38.08788,-14,0.475,0.07599,3.24,6.06999,60.27,0.046,-0.394,-0.235,,,,,,,,,
38.08888,-14,0.475,0.07599,3.24,6.06999,60.27,0.046,-0.394,-0.235,,,,,,,,,
38.08988,-14,0.475,0.07599,3.24,6.06999,60.27,0.046,-0.394,-0.235,,,,,,,,,
38.09088,-14,0.475,0.07599,3.24,6.06999,60.27,0.046,-0.394,-0.235,,,,,,,,,
38.09188,-14,0.475,0.07599,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.09288,-14,0.475,0.07599,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.09388,-14,0.475,0.07599,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.09488,-14,0.475,0.07599,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.09588,-14,0.475,0.07599,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.09688,-14,0.475,0.07599,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.09788,-14,0.475,0.07599,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.09888,-14,0.475,0.07599,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.09988,-14,0.475,0.07699,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.10088,-14,0.475,0.07699,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.10188,-14,0.475,0.07699,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.10288,-14,0.475,0.07699,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.10388,-14,0.475,0.07699,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.10488,-14,0.475,0.07699,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.10588,-14,0.475,0.07699,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.10688,-14,0.475,0.07699,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.10788,-14,0.475,0.07699,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.10888,-14,0.475,0.07699,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.10988,-14,0.475,0.07699,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.11088,-14,0.475,0.07699,3.51999,6.13999,60.27999,0.041,-0.393,-0.24,,,,,,,,,
38.11188,-14,0.475,0.07699,3.25999,6.57999,60.37999,0.047,-0.386,-0.237,,,,,,,,,
38.11288,-14,0.475,0.07699,3.25999,6.57999,60.37999,0.047,-0.386,-0.237,,,,,,,,,
38.11388,-14,0.475,0.07699,3.25999,6.57999,60.37999,0.047,-0.386,-0.237,,,,,,,,,
38.11488,-14,0.475,0.07699,3.25999,6.57999,60.37999,0.047,-0.386,-0.237,,,,,,,,,
38.11588,-14,0.475,0.07699,3.25999,6.57999,60.37999,0.047,-0.386,-0.237,,,,,,,,,
38.11688,-14,0.475,0.07699,3.25999,6.57999,60.37999,0.047,-0.386,-0.237,,,,,,,,,
38.11788,-14,0.475,0.07699,3.25999,6.57999,60.37999,0.047,-0.386,-0.237,,,,,,,,,
38.11888,-14,0.475,0.07699,3.25999,6.57999,60.37999,0.047,-0.386,-0.237,,,,,,,,,
38.11988,-14,0.475,0.07699,3.25999,6.57999,60.37999,0.047,-0.386,-0.237,,,,,,,,,
38.12088,-14,0.475,0.07699,3.25999,6.57999,60.37999,0.047,-0.386,-0.237,,,,,,,,,
38.12188,-14,0.475,0.07699,3.34999,6.21,60.41999,0.035,-0.392,-0.239,,,,,,,,,
38.12288,-14,0.475,0.07699,3.34999,6.21,60.41999,0.035,-0.392,-0.239,,,,,,,,,
38.12388,-14,0.475,0.07699,3.34999,6.21,60.41999,0.035,-0.392,-0.239,,,,,,,,,
38.12488,-14,0.475,0.07699,3.34999,6.21,60.41999,0.035,-0.392,-0.239,,,,,,,,,
38.12588,-14,0.475,0.07699,3.34999,6.21,60.41999,0.035,-0.392,-0.239,,,,,,,,,
38.12688,-14,0.475,0.07699,3.34999,6.21,60.41999,0.035,-0.392,-0.239,,,,,,,,,
38.12788,-14,0.475,0.07699,3.34999,6.21,60.41999,0.035,-0.392,-0.239,,,,,,,,,
38.12888,-14,0.475,0.07699,3.34999,6.21,60.41999,0.035,-0.392,-0.239,,,,,,,,,
38.12988,-14,0.475,0.07699,3.34999,6.21,60.41999,0.035,-0.392,-0.239,,,,,,,,,
38.13088,-14,0.475,0.07699,3.34999,6.21,60.41999,0.035,-0.392,-0.239,,,,,,,,,
38.13188,-14,0.475,0.07699,3.57999,6.58999,60.27999,0.042,-0.401,-0.237,,,,,,,,,
38.13288,-14,0.475,0.07699,3.57999,6.58999,60.27999,0.042,-0.401,-0.237,,,,,,,,,
38.13388,-14,0.475,0.07699,3.57999,6.58999,60.27999,0.042,-0.401,-0.237,,,,,,,,,
38.13488,-14,0.475,0.07699,3.57999,6.58999,60.27999,0.042,-0.401,-0.237,,,,,,,,,
38.13588,-14,0.475,0.07699,3.57999,6.58999,60.27999,0.042,-0.401,-0.237,,,,,,,,,
38.13688,-14,0.475,0.07699,3.57999,6.58999,60.27999,0.042,-0.401,-0.237,,,,,,,,,
38.13788,-14,0.475,0.07699,3.57999,6.58999,60.27999,0.042,-0.401,-0.237,,,,,,,,,
38.13888,-14,0.475,0.07699,3.57999,6.58999,60.27999,0.042,-0.401,-0.237,,,,,,,,,
38.13988,-14,0.475,0.07699,3.57999,6.58999,60.27999,0.042,-0.401,-0.237,,,,,,,,,
38.14088,-14,0.475,0.07699,3.57999,6.58999,60.27999,0.042,-0.401,-0.237,,,,,,,,,
38.14188,-14,0.475,0.07699,3.21,6.5,60.27,0.035,-0.399,-0.234,,,,,,,,,
38.14288,-14,0.475,0.07699,3.21,6.5,60.27,0.035,-0.399,-0.234,,,,,,,,,
38.14388,-14,0.475,0.07699,3.21,6.5,60.27,0.035,-0.399,-0.234,,,,,,,,,
38.14488,-14,0.475,0.07699,3.21,6.5,60.27,0.035,-0.399,-0.234,,,,,,,,,
38.14588,-14,0.475,0.07699,3.21,6.5,60.27,0.035,-0.399,-0.234,,,,,,,,,
38.14688,-14,0.475,0.07699,3.21,6.5,60.27,0.035,-0.399,-0.234,,,,,,,,,
38.14788,-14,0.475,0.07699,3.21,6.5,60.27,0.035,-0.399,-0.234,,,,,,,,,
38.14888,-14,0.475,0.07699,3.21,6.5,60.27,0.035,-0.399,-0.234,,,,,,,,,
38.14988,-14,0.475,0.07699,3.21,6.5,60.27,0.035,-0.399,-0.234,,,,,,,,,
38.15088,-14,0.475,0.07699,3.21,6.5,60.27,0.035,-0.399,-0.234,,,,,,,,,
38.15188,-14,0.475,0.07699,2.98999,6.32999,60.31999,0.036,-0.399,-0.235,,,,,,,,,
38.15288,-14,0.475,0.07699,2.98999,6.32999,60.31999,0.036,-0.399,-0.235,,,,,,,,,
38.15388,-14,0.475,0.07699,2.98999,6.32999,60.31999,0.036,-0.399,-0.235,,,,,,,,,
38.15488,-14,0.475,0.07699,2.98999,6.32999,60.31999,0.036,-0.399,-0.235,,,,,,,,,
38.15588,-14,0.475,0.07699,2.98999,6.32999,60.31999,0.036,-0.399,-0.235,,,,,,,,,
38.15688,-14,0.475,0.07699,2.98999,6.32999,60.31999,0.036,-0.399,-0.235,,,,,,,,,
38.15788,-14,0.475,0.07699,2.98999,6.32999,60.31999,0.036,-0.399,-0.235,,,,,,,,,
38.15888,-14,0.475,0.07699,2.98999,6.32999,60.31999,0.036,-0.399,-0.235,,,,,,,,,
38.15988,-14,0.475,0.07699,2.98999,6.32999,60.31999,0.036,-0.399,-0.235,,,,,,,,,
38.16088,-14,0.475,0.07699,2.98999,6.32999,60.31999,0.036,-0.399,-0.235,,,,,,,,,
38.16188,-14,0.475,0.07699,3.10999,6.21999,60.35999,0.038,-0.401,-0.24,,,,,,,,,
38.16288,-14,0.475,0.07699,3.10999,6.21999,60.35999,0.038,-0.401,-0.24,,,,,,,,,
38.16388,-14,0.475,0.07699,3.10999,6.21999,60.35999,0.038,-0.401,-0.24,,,,,,,,,
38.16488,-14,0.475,0.07699,3.10999,6.21999,60.35999,0.038,-0.401,-0.24,,,,,,,,,
38.16588,-14,0.475,0.07699,3.10999,6.21999,60.35999,0.038,-0.401,-0.24,,,,,,,,,
38.16688,-14,0.475,0.07699,3.10999,6.21999,60.35999,0.038,-0.401,-0.24,,,,,,,,,
38.16788,-14,0.475,0.07699,3.10999,6.21999,60.35999,0.038,-0.401,-0.24,,,,,,,,,
38.16888,-14,0.475,0.07699,3.10999,6.21999,60.35999,0.038,-0.401,-0.24,,,,,,,,,
38.1699,-14,0.475,0.07699,3.10999,6.21999,60.35999,0.038,-0.401,-0.24,,,,,,,,,
38.1709,-14,0.475,0.07699,3.10999,6.21999,60.35999,0.038,-0.401,-0.24,,,,,,,,,
38.1719,-14,0.475,0.07699,3.39999,6.21,60.28999,0.038,-0.406,-0.24,,,,,,,,,
38.17293,-14,0.475,0.07699,3.39999,6.21,60.28999,0.038,-0.406,-0.24,,,,,,,,,
38.17392,-14,0.475,0.07699,3.39999,6.21,60.28999,0.038,-0.406,-0.24,,,,,,,,,
38.1749,-14,0.475,0.07699,3.39999,6.21,60.28999,0.038,-0.406,-0.24,,,,,,,,,
38.17594,-14,0.475,0.07699,3.39999,6.21,60.28999,0.038,-0.406,-0.24,,,,,,,,,
38.17688,-14,0.475,0.07699,3.39999,6.21,60.28999,0.038,-0.406,-0.24,,,,,,,,,
38.17788,-14,0.475,0.07699,3.39999,6.21,60.28999,0.038,-0.406,-0.24,,,,,,,,,
38.17888,-14,0.475,0.07699,3.39999,6.21,60.28999,0.038,-0.406,-0.24,,,,,,,,,
38.17988,-14,0.475,0.07699,3.39999,6.21,60.28999,0.038,-0.406,-0.24,,,,,,,,,
38.18088,-14,0.475,0.07699,3.39999,6.21,60.28999,0.038,-0.406,-0.24,,,,,,,,,
38.18188,-14,0.475,0.07699,3.56999,6.67,60.21999,0.05199,-0.401,-0.238,,,,,,,,,
38.18288,-14,0.475,0.07699,3.56999,6.67,60.21999,0.05199,-0.401,-0.238,,,,,,,,,
38.18388,-14,0.475,0.07699,3.56999,6.67,60.21999,0.05199,-0.401,-0.238,,,,,,,,,
38.18488,-14,0.475,0.07699,3.56999,6.67,60.21999,0.05199,-0.401,-0.238,,,,,,,,,
38.18588,-14,0.475,0.07699,3.56999,6.67,60.21999,0.05199,-0.401,-0.238,,,,,,,,,
38.18688,-14,0.475,0.07699,3.56999,6.67,60.21999,0.05199,-0.401,-0.238,,,,,,,,,
38.18788,-14,0.475,0.07699,3.56999,6.67,60.21999,0.05199,-0.401,-0.238,,,,,,,,,
38.18888,-14,0.475,0.07699,3.56999,6.67,60.21999,0.05199,-0.401,-0.238,,,,,,,,,
38.18988,-14,0.475,0.07699,3.56999,6.67,60.21999,0.05199,-0.401,-0.238,,,,,,,,,
38.19088,-14,0.475,0.07699,3.56999,6.67,60.21999,0.05199,-0.401,-0.238,,,,,,,,,
38.19188,-14,0.475,0.07699,3.56999,6.67,60.21999,0.05199,-0.401,-0.238,,,,,,,,,
38.19288,-14,0.475,0.07699,3.27999,6.77999,60.37999,0.049,-0.389,-0.242,,,,,,,,,
38.19388,-14,0.475,0.07699,3.27999,6.77999,60.37999,0.049,-0.389,-0.242,,,,,,,,,
38.19488,-14,0.475,0.07699,3.27999,6.77999,60.37999,0.049,-0.389,-0.242,,,,,,,,,
38.19588,-14,0.475,0.07699,3.27999,6.77999,60.37999,0.049,-0.389,-0.242,,,,,,,,,
38.19688,-14,0.475,0.07699,3.27999,6.77999,60.37999,0.049,-0.389,-0.242,,,,,,,,,
38.19788,-14,0.475,0.07699,3.27999,6.77999,60.37999,0.049,-0.389,-0.242,,,,,,,,,
38.19888,-14,0.475,0.07699,3.27999,6.77999,60.37999,0.049,-0.389,-0.242,,,,,,,,,
38.19988,-14,0.475,0.074,3.27999,6.77999,60.37999,0.049,-0.389,-0.242,,,,,,,,,
38.20088,-14,0.475,0.074,3.27999,6.77999,60.37999,0.049,-0.389,-0.242,,,,,,,,,
38.20188,-14,0.475,0.074,3.27999,6.77999,60.37999,0.049,-0.389,-0.242,,,,,,,,,
38.20288,-14,0.475,0.074,3.27999,6.50999,60.46999,0.036,-0.397,-0.247,,,,,,,,,
38.20388,-14,0.475,0.074,3.27999,6.50999,60.46999,0.036,-0.397,-0.247,,,,,,,,,
38.20488,-14,0.475,0.074,3.27999,6.50999,60.46999,0.036,-0.397,-0.247,,,,,,,,,
38.20588,-14,0.475,0.074,3.27999,6.50999,60.46999,0.036,-0.397,-0.247,,,,,,,,,
38.20688,-14,0.475,0.074,3.27999,6.50999,60.46999,0.036,-0.397,-0.247,,,,,,,,,
38.20788,-14,0.475,0.074,3.27999,6.50999,60.46999,0.036,-0.397,-0.247,,,,,,,,,
38.20888,-14,0.475,0.074,3.27999,6.50999,60.46999,0.036,-0.397,-0.247,,,,,,,,,
38.20988,-14,0.475,0.074,3.27999,6.50999,60.46999,0.036,-0.397,-0.247,,,,,,,,,
38.21088,-14,0.475,0.074,3.27999,6.50999,60.46999,0.036,-0.397,-0.247,,,,,,,,,
38.21188,-14,0.475,0.074,3.27999,6.50999,60.46999,0.036,-0.397,-0.247,,,,,,,,,
38.21288,-14,0.475,0.074,3.51999,6.42999,60.41999,0.034,-0.403,-0.245,,,,,,,,,
38.21388,-14,0.475,0.074,3.51999,6.42999,60.41999,0.034,-0.403,-0.245,,,,,,,,,
38.21488,-14,0.475,0.074,3.51999,6.42999,60.41999,0.034,-0.403,-0.245,,,,,,,,,
38.21588,-14,0.475,0.074,3.51999,6.42999,60.41999,0.034,-0.403,-0.245,,,,,,,,,
38.21688,-14,0.475,0.074,3.51999,6.42999,60.41999,0.034,-0.403,-0.245,,,,,,,,,
38.21788,-14,0.475,0.074,3.51999,6.42999,60.41999,0.034,-0.403,-0.245,,,,,,,,,
38.21888,-14,0.475,0.074,3.51999,6.42999,60.41999,0.034,-0.403,-0.245,,,,,,,,,
38.21988,-14,0.475,0.074,3.51999,6.42999,60.41999,0.034,-0.403,-0.245,,,,,,,,,
38.22088,-14,0.475,0.074,3.51999,6.42999,60.41999,0.034,-0.403,-0.245,,,,,,,,,
38.22188,-14,0.475,0.074,3.51999,6.42999,60.41999,0.034,-0.403,-0.245,,,,,,,,,
38.22288,-14,0.475,0.074,3.34999,6.69999,60.29999,0.039,-0.394,-0.236,,,,,,,,,
38.22388,-14,0.475,0.074,3.34999,6.69999,60.29999,0.039,-0.394,-0.236,,,,,,,,,
38.22488,-14,0.475,0.074,3.34999,6.69999,60.29999,0.039,-0.394,-0.236,,,,,,,,,
38.22588,-14,0.475,0.074,3.34999,6.69999,60.29999,0.039,-0.394,-0.236,,,,,,,,,
38.22688,-14,0.475,0.074,3.34999,6.69999,60.29999,0.039,-0.394,-0.236,,,,,,,,,
38.22788,-14,0.475,0.074,3.34999,6.69999,60.29999,0.039,-0.394,-0.236,,,,,,,,,
38.22888,-14,0.475,0.074,3.34999,6.69999,60.29999,0.039,-0.394,-0.236,,,,,,,,,
38.22988,-14,0.475,0.074,3.34999,6.69999,60.29999,0.039,-0.394,-0.236,,,,,,,,,
38.23088,-14,0.475,0.074,3.34999,6.69999,60.29999,0.039,-0.394,-0.236,,,,,,,,,
38.23188,-14,0.475,0.074,3.34999,6.69999,60.29999,0.039,-0.394,-0.236,,,,,,,,,
38.23288,-14,0.475,0.074,3.21,6.44,60.22999,0.038,-0.393,-0.235,,,,,,,,,
38.23388,-14,0.475,0.074,3.21,6.44,60.22999,0.038,-0.393,-0.235,,,,,,,,,
38.23488,-14,0.475,0.074,3.21,6.44,60.22999,0.038,-0.393,-0.235,,,,,,,,,
38.23588,-14,0.475,0.074,3.21,6.44,60.22999,0.038,-0.393,-0.235,,,,,,,,,
38.23688,-14,0.475,0.074,3.21,6.44,60.22999,0.038,-0.393,-0.235,,,,,,,,,
38.23788,-14,0.475,0.074,3.21,6.44,60.22999,0.038,-0.393,-0.235,,,,,,,,,
38.23888,-14,0.475,0.074,3.21,6.44,60.22999,0.038,-0.393,-0.235,,,,,,,,,
38.23988,-14,0.475,0.074,3.21,6.44,60.22999,0.038,-0.393,-0.235,,,,,,,,,
38.24088,-14,0.475,0.074,3.21,6.44,60.22999,0.038,-0.393,-0.235,,,,,,,,,
38.24188,-14,0.475,0.074,3.21,6.44,60.22999,0.038,-0.393,-0.235,,,,,,,,,
38.24288,-14,0.475,0.074,3.35999,6.36999,60.30999,0.032,-0.401,-0.244,,,,,,,,,
38.24388,-14,0.475,0.074,3.35999,6.36999,60.30999,0.032,-0.401,-0.244,,,,,,,,,
38.24488,-14,0.475,0.074,3.35999,6.36999,60.30999,0.032,-0.401,-0.244,,,,,,,,,
38.24588,-14,0.475,0.074,3.35999,6.36999,60.30999,0.032,-0.401,-0.244,,,,,,,,,
38.24688,-14,0.475,0.074,3.35999,6.36999,60.30999,0.032,-0.401,-0.244,,,,,,,,,
38.24788,-14,0.475,0.074,3.35999,6.36999,60.30999,0.032,-0.401,-0.244,,,,,,,,,
38.24888,-14,0.475,0.074,3.35999,6.36999,60.30999,0.032,-0.401,-0.244,,,,,,,,,
38.24988,-14,0.475,0.074,3.35999,6.36999,60.30999,0.032,-0.401,-0.244,,,,,,,,,
38.25088,-14,0.475,0.074,3.35999,6.36999,60.30999,0.032,-0.401,-0.244,,,,,,,,,
38.25188,-14,0.475,0.074,3.35999,6.36999,60.30999,0.032,-0.401,-0.244,,,,,,,,,
38.25288,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.25388,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.25488,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.25588,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.25688,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.25788,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.25888,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.25988,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.26088,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.26188,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.2629,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.2639,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.2649,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.26592,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.26692,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.2679,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.26894,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.26988,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.27088,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.27188,-14,0.475,0.074,3.61999,6.50999,60.20999,0.04,-0.41,-0.248,,,,,,,,,
38.27288,-14,0.475,0.074,3.21,6.50999,60.14999,0.044,-0.4,-0.236,,,,,,,,,
38.27388,-14,0.475,0.074,3.21,6.50999,60.14999,0.044,-0.4,-0.236,,,,,,,,,
38.27488,-14,0.475,0.074,3.21,6.50999,60.14999,0.044,-0.4,-0.236,,,,,,,,,
38.27588,-14,0.475,0.074,3.21,6.50999,60.14999,0.044,-0.4,-0.236,,,,,,,,,
38.27688,-14,0.475,0.074,3.21,6.50999,60.14999,0.044,-0.4,-0.236,,,,,,,,,
38.27788,-14,0.475,0.074,3.21,6.50999,60.14999,0.044,-0.4,-0.236,,,,,,,,,
38.27888,-14,0.475,0.074,3.21,6.50999,60.14999,0.044,-0.4,-0.236,,,,,,,,,
38.27988,-14,0.475,0.074,3.21,6.50999,60.14999,0.044,-0.4,-0.236,,,,,,,,,
38.28088,-14,0.475,0.074,3.21,6.50999,60.14999,0.044,-0.4,-0.236,,,,,,,,,
38.28188,-14,0.475,0.074,3.21,6.50999,60.14999,0.044,-0.4,-0.236,,,,,,,,,
38.28288,-14,0.475,0.074,3.41999,6.42,60.22999,0.041,-0.408,-0.241,,,,,,,,,
38.28388,-14,0.475,0.074,3.41999,6.42,60.22999,0.041,-0.408,-0.241,,,,,,,,,
