surfaceAngle_deg_,force_x,force_y,force_z,moment_x,moment_y,moment_z,count
-20,0.79763565530148,0.251787392967342,-4.51121299992877,0.0150600208238159,-0.00948417281284503,-0.0471227102129644,7967
-18,0.731789054583325,0.0272665600000321,-4.50204643958235,0.0174212766666682,-0.00428247374998841,-0.0336534058333328,8000
-16,0.746732709583355,0.0405581375000956,-4.53909873333332,0.0174810866666693,-0.00303073749998817,-0.0359793695833347,8000
-14,0.706076635833362,0.0589981225000535,-4.56320517708268,0.0164555891666683,-0.00326175999998873,-0.0389077295833398,8000
-12,0.550745483333339,-0.0179310362499097,-4.49449164458289,0.0105078004166682,-0.00219054749999037,-0.0247467458333353,8000
-10,0.591491644583356,-0.0409882512500399,-4.53361238083297,0.0104697254166679,-0.000701076249993771,-0.0207675933333351,8000
-8,0.558355623333326,-0.0422019749999443,-4.53642741833254,0.0094585266666688,-0.00235236249999338,-0.0189677208333359,8000
-6,0.530455420833334,-0.0462193262498998,-4.52641381583299,0.00835747416666816,-0.00209893624998919,-0.0155370833333375,8000
-4,0.678991422083341,-0.1228930225,-4.48169771458195,0.0145793904166682,0.00306722750000588,-0.00995329333333314,8000
-2,0.653538954583339,-0.127950335000047,-4.52259998708257,0.0143100529166686,0.00341434000000274,-0.0109784820833298,8000
0,0.625103163921591,-0.0587088327852765,-4.57230416394617,0.0128560051231782,-0.00154294826545054,-0.00922924343891282,7956
2,0.642957805833338,-0.0780682112500148,-4.60375365458355,0.0118779016666674,0.000598827500006394,-0.0127970208333333,8000
4,0.569248970833335,-0.0112193612499869,-4.55934115708286,0.00872967541666859,-0.00256028624999416,-0.0106202445833385,8000
6,0.615338934583364,-0.00669548499991279,-4.53999892708194,0.012050364166668,-0.00217177124999079,-0.00566445708333443,8000
8,0.590430257083378,-0.00125727375001272,-4.52850783083301,0.0105969654166681,-0.00277682499999504,-0.00673651958333726,8000
10,0.618060168333335,0.0269418625000464,-4.49801645333297,0.00846805291666762,-0.00307390999999291,-0.00635131958333571,8000
12,0.719961373333365,0.121440204999981,-4.41245151583277,0.0111756241666681,-0.00515788624999641,0.00161652166666768,8000
14,0.786247498333358,0.186219350000049,-4.36336904208213,0.0111434379166683,-0.00504934874999163,0.00563419166667009,8000
16,0.858346421322844,0.337447610919937,-4.20818367618472,0.012200275484014,-0.00730912667541972,0.0134324671922937,7610
18,0.850406130833331,0.26290547750014,-4.24111905333198,0.0110615904166672,-0.00699140999999315,0.0115903779166679,8000
20,0.891282174583341,0.347994192500108,-4.16039921833197,0.00906311416666832,-0.0111622987499831,0.0144861166666697,8000
