time(s),surface angle(deg),rotor speed(rad/s),ranging distance(m),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m)
0.03612,0,0,0,6.59999,8.14999,60.75,0.17699,-0.485,-0.276
0.03712,0,0,0,6.60999,8.11999,60.77999,0.176,-0.486,-0.275
0.03812,0,0,0,6.60999,8.11999,60.77999,0.176,-0.486,-0.275
0.03912,0,0,0,6.60999,8.11999,60.77999,0.176,-0.486,-0.275
0.04012,0,0,0,6.60999,8.11999,60.77999,0.176,-0.486,-0.275
0.04112,0,0,0,6.60999,8.11999,60.77999,0.176,-0.486,-0.275
0.04212,0,0,0,6.60999,8.11999,60.77999,0.176,-0.486,-0.275
0.04312,0,0,0,6.60999,8.11999,60.77999,0.176,-0.486,-0.275
0.04412,0,0,0,6.60999,8.11999,60.77999,0.176,-0.486,-0.275
0.04512,0,0,0,6.60999,8.11999,60.77999,0.176,-0.486,-0.275
0.04612,0,0,0,6.60999,8.11999,60.77999,0.176,-0.486,-0.275
0.04713,0,0,0,6.67,8.07999,60.77999,0.176,-0.487,-0.274
0.04812,0,0,0,6.67,8.07999,60.77999,0.176,-0.487,-0.274
0.04912,0,0,0,6.67,8.07999,60.77999,0.176,-0.487,-0.274
0.05012,0,0,0,6.67,8.07999,60.77999,0.176,-0.487,-0.274
0.05112,0,0,0,6.67,8.07999,60.77999,0.176,-0.487,-0.274
0.05212,0,0,0,6.67,8.07999,60.77999,0.176,-0.487,-0.274
0.05312,0,0,0,6.67,8.07999,60.77999,0.176,-0.487,-0.274
0.05412,0,0,0,6.67,8.07999,60.77999,0.176,-0.487,-0.274
0.05512,0,0,0,6.67,8.07999,60.77999,0.176,-0.487,-0.274
0.05612,0,0,0,6.67,8.07999,60.77999,0.176,-0.487,-0.274
0.05712,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.05812,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.05912,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.06012,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.06112,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.06212,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.06312,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.06412,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.06512,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.06612,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.06712,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.06812,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.06912,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.07012,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.07112,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.07212,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.07312,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.07412,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.07512,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.07612,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.07712,0,0,0,6.67999,8.09,60.72999,0.17699,-0.488,-0.274
0.07812,0,0,0,6.59999,8.06999,60.69999,0.175,-0.486,-0.274
0.07912,0,0,0,6.59999,8.06999,60.69999,0.175,-0.486,-0.274
0.08012,0,0,0,6.59999,8.06999,60.69999,0.175,-0.486,-0.274
0.08113,0,0,0,6.59999,8.06999,60.69999,0.175,-0.486,-0.274
0.08212,0,0,0,6.59999,8.06999,60.69999,0.175,-0.486,-0.274
0.08312,0,0,0,6.59999,8.06999,60.69999,0.175,-0.486,-0.274
0.08412,0,0,0,6.59999,8.06999,60.69999,0.175,-0.486,-0.274
0.08512,0,0,0,6.59999,8.06999,60.69999,0.175,-0.486,-0.274
0.08612,0,0,0,6.59999,8.06999,60.69999,0.175,-0.486,-0.274
0.08712,0,0,0,6.59999,8.06999,60.69999,0.175,-0.486,-0.274
0.08812,0,0,0,6.60999,7.98,60.71999,0.173,-0.485,-0.273
0.08912,0,0,0,6.60999,7.98,60.71999,0.173,-0.485,-0.273
0.09012,0,0,0,6.60999,7.98,60.71999,0.173,-0.485,-0.273
0.09112,0,0,0,6.60999,7.98,60.71999,0.173,-0.485,-0.273
0.09212,0,0,0,6.60999,7.98,60.71999,0.173,-0.485,-0.273
0.09312,0,0,0,6.60999,7.98,60.71999,0.173,-0.485,-0.273
0.09412,0,0,0,6.60999,7.98,60.71999,0.173,-0.485,-0.273
0.09512,0,0,0,6.60999,7.98,60.71999,0.173,-0.485,-0.273
0.09615,0,0,0,6.60999,7.98,60.71999,0.173,-0.485,-0.273
0.09712,0,0,0,6.61999,8,60.72999,0.173,-0.485,-0.272
0.09812,0,0,0,6.61999,8,60.72999,0.173,-0.485,-0.272
0.09912,0,0,0,6.61999,8,60.72999,0.173,-0.485,-0.272
0.10012,0,0,0,6.61999,8,60.72999,0.173,-0.485,-0.272
0.10112,0,0,0,6.61999,8,60.72999,0.173,-0.485,-0.272
0.10212,0,0,0,6.61999,8,60.72999,0.173,-0.485,-0.272
0.10312,0,0,0,6.61999,8,60.72999,0.173,-0.485,-0.272
0.10412,0,0,0,6.61999,8,60.72999,0.173,-0.485,-0.272
0.10512,0,0,0,6.61999,8,60.72999,0.173,-0.485,-0.272
0.10612,0,0,0,6.61999,8,60.72999,0.173,-0.485,-0.272
0.10712,0,0,0,6.61999,8,60.72999,0.173,-0.485,-0.272
0.10812,0,0,0,6.65999,7.98999,60.72999,0.174,-0.487,-0.273
0.10912,0,0,0,6.65999,7.98999,60.72999,0.174,-0.487,-0.273
0.11012,0,0,0,6.65999,7.98999,60.72999,0.174,-0.487,-0.273
0.11112,0,0,0,6.65999,7.98999,60.72999,0.174,-0.487,-0.273
0.11212,0,0,0,6.65999,7.98999,60.72999,0.174,-0.487,-0.273
0.11312,0,0,0,6.65999,7.98999,60.72999,0.174,-0.487,-0.273
0.11412,0,0,0,6.65999,7.98999,60.72999,0.174,-0.487,-0.273
0.11514,0,0,0,6.65999,7.98999,60.72999,0.174,-0.487,-0.273
0.11612,0,0,0,6.65999,7.98999,60.72999,0.174,-0.487,-0.273
0.11712,0,0,0,6.65999,7.98999,60.72999,0.174,-0.487,-0.273
0.11812,0,0,0,6.67999,8.03999,60.70999,0.174,-0.486,-0.274
0.11912,0,0,0,6.67999,8.03999,60.70999,0.174,-0.486,-0.274
0.12012,0,0,0,6.67999,8.03999,60.70999,0.174,-0.486,-0.274
0.12112,0,0,0,6.67999,8.03999,60.70999,0.174,-0.486,-0.274
0.12212,0,0,0,6.67999,8.03999,60.70999,0.174,-0.486,-0.274
0.12312,0,0,0,6.67999,8.03999,60.70999,0.174,-0.486,-0.274
0.12412,0,0,0,6.67999,8.03999,60.70999,0.174,-0.486,-0.274
0.12512,0,0,0,6.67999,8.03999,60.70999,0.174,-0.486,-0.274
0.12612,0,0,0,6.67999,8.03999,60.70999,0.174,-0.486,-0.274
0.12712,0,0,0,6.67999,8.03999,60.70999,0.174,-0.486,-0.274
0.12812,0,0,0,6.57999,8.15999,60.70999,0.175,-0.485,-0.275
0.12912,0,0,0,6.57999,8.15999,60.70999,0.175,-0.485,-0.275
0.13012,0,0,0,6.57999,8.15999,60.70999,0.175,-0.485,-0.275
0.13112,0,0,0,6.57999,8.15999,60.70999,0.175,-0.485,-0.275
0.13212,0,0,0,6.57999,8.15999,60.70999,0.175,-0.485,-0.275
0.13312,0,0,0,6.57999,8.15999,60.70999,0.175,-0.485,-0.275
0.13412,0,0,0,6.57999,8.15999,60.70999,0.175,-0.485,-0.275
0.13512,0,0,0,6.57999,8.15999,60.70999,0.175,-0.485,-0.275
0.13612,0,0,0,6.57999,8.15999,60.70999,0.175,-0.485,-0.275
0.13712,0,0,0,6.57999,8.15999,60.70999,0.175,-0.485,-0.275
0.13812,0,0,0,6.56999,8.10999,60.73999,0.175,-0.484,-0.275
0.13912,0,0,0,6.56999,8.10999,60.73999,0.175,-0.484,-0.275
0.14012,0,0,0,6.56999,8.10999,60.73999,0.175,-0.484,-0.275
0.14112,0,0,0,6.56999,8.10999,60.73999,0.175,-0.484,-0.275
0.14212,0,0,0,6.56999,8.10999,60.73999,0.175,-0.484,-0.275
0.14312,0,0,0,6.56999,8.10999,60.73999,0.175,-0.484,-0.275
0.14412,0,0,0,6.56999,8.10999,60.73999,0.175,-0.484,-0.275
0.14512,0,0,0,6.56999,8.10999,60.73999,0.175,-0.484,-0.275
0.14612,0,0,0,6.56999,8.10999,60.73999,0.175,-0.484,-0.275
0.14712,0,0,0,6.56999,8.10999,60.73999,0.175,-0.484,-0.275
0.14812,0,0,0,6.55999,8.07999,60.73999,0.176,-0.484,-0.275
0.14913,0,0,0,6.55999,8.07999,60.73999,0.176,-0.484,-0.275
0.15012,0,0,0,6.55999,8.07999,60.73999,0.176,-0.484,-0.275
0.15112,0,0,0,6.55999,8.07999,60.73999,0.176,-0.484,-0.275
0.15212,0,0,0,6.55999,8.07999,60.73999,0.176,-0.484,-0.275
0.15312,0,0,0,6.55999,8.07999,60.73999,0.176,-0.484,-0.275
0.15412,0,0,0,6.55999,8.07999,60.73999,0.176,-0.484,-0.275
0.15512,0,0,0,6.55999,8.07999,60.73999,0.176,-0.484,-0.275
0.15612,0,0,0,6.55999,8.07999,60.73999,0.176,-0.484,-0.275
0.15712,0,0,0,6.55999,8.07999,60.73999,0.176,-0.484,-0.275
0.15812,0,0,0,6.57999,8.01,60.73999,0.176,-0.484,-0.274
0.15912,0,0,0,6.57999,8.01,60.73999,0.176,-0.484,-0.274
0.16012,0,0,0,6.57999,8.01,60.73999,0.176,-0.484,-0.274
0.16112,0,0,0,6.57999,8.01,60.73999,0.176,-0.484,-0.274
0.16212,0,0,0,6.57999,8.01,60.73999,0.176,-0.484,-0.274
0.16312,0,0,0,6.57999,8.01,60.73999,0.176,-0.484,-0.274
0.16412,0,0,0,6.57999,8.01,60.73999,0.176,-0.484,-0.274
0.16512,0,0,0,6.57999,8.01,60.73999,0.176,-0.484,-0.274
0.16612,0,0,0,6.57999,8.01,60.73999,0.176,-0.484,-0.274
0.16712,0,0,0,6.57999,8.01,60.73999,0.176,-0.484,-0.274
0.16812,0,0,0,6.62999,8.03999,60.75,0.175,-0.485,-0.273
0.16912,0,0,0,6.62999,8.03999,60.75,0.175,-0.485,-0.273
0.17012,0,0,0,6.62999,8.03999,60.75,0.175,-0.485,-0.273
0.17112,0,0,0,6.62999,8.03999,60.75,0.175,-0.485,-0.273
0.17212,0,0,0,6.62999,8.03999,60.75,0.175,-0.485,-0.273
0.17312,0,0,0,6.62999,8.03999,60.75,0.175,-0.485,-0.273
0.17412,0,0,0,6.62999,8.03999,60.75,0.175,-0.485,-0.273
0.17512,0,0,0,6.62999,8.03999,60.75,0.175,-0.485,-0.273
0.17612,0,0,0,6.62999,8.03999,60.75,0.175,-0.485,-0.273
0.17712,0,0,0,6.62999,8.03999,60.75,0.175,-0.485,-0.273
0.17812,0,0,0,6.67,8.07999,60.70999,0.175,-0.488,-0.273
0.17912,0,0,0,6.67,8.07999,60.70999,0.175,-0.488,-0.273
0.18012,0,0,0,6.67,8.07999,60.70999,0.175,-0.488,-0.273
0.18112,0,0,0,6.67,8.07999,60.70999,0.175,-0.488,-0.273
0.18212,0,0,0,6.67,8.07999,60.70999,0.175,-0.488,-0.273
0.18312,0,0,0,6.67,8.07999,60.70999,0.175,-0.488,-0.273
0.18412,0,0,0,6.67,8.07999,60.70999,0.175,-0.488,-0.273
0.18512,0,0,0,6.67,8.07999,60.70999,0.175,-0.488,-0.273
0.18612,0,0,0,6.67,8.07999,60.70999,0.175,-0.488,-0.273
0.18712,0,0,0,6.67,8.07999,60.70999,0.175,-0.488,-0.273
0.18813,0,0,0,6.71999,8.05,60.64999,0.173,-0.488,-0.273
0.18916,0,0,0,6.71999,8.05,60.64999,0.173,-0.488,-0.273
0.19012,0,0,0,6.71999,8.05,60.64999,0.173,-0.488,-0.273
0.19112,0,0,0,6.71999,8.05,60.64999,0.173,-0.488,-0.273
0.19212,0,0,0,6.71999,8.05,60.64999,0.173,-0.488,-0.273
0.19312,0,0,0,6.71999,8.05,60.64999,0.173,-0.488,-0.273
0.19412,0,0,0,6.71999,8.05,60.64999,0.173,-0.488,-0.273
0.19512,0,0,0,6.71999,8.05,60.64999,0.173,-0.488,-0.273
0.19612,0,0,0,6.71999,8.05,60.64999,0.173,-0.488,-0.273
0.19712,0,0,0,6.71999,8.05,60.64999,0.173,-0.488,-0.273
0.19812,0,0,0,6.67999,8.06999,60.64999,0.173,-0.487,-0.274
0.19912,0,0,0,6.67999,8.06999,60.64999,0.173,-0.487,-0.274
0.20012,0,0,0,6.67999,8.06999,60.64999,0.173,-0.487,-0.274
0.20112,0,0,0,6.67999,8.06999,60.64999,0.173,-0.487,-0.274
0.20212,0,0,0,6.67999,8.06999,60.64999,0.173,-0.487,-0.274
0.20312,0,0,0,6.67999,8.06999,60.64999,0.173,-0.487,-0.274
0.20412,0,0,0,6.67999,8.06999,60.64999,0.173,-0.487,-0.274
0.20512,0,0,0,6.67999,8.06999,60.64999,0.173,-0.487,-0.274
0.20612,0,0,0,6.67999,8.06999,60.64999,0.173,-0.487,-0.274
0.20712,0,0,0,6.67999,8.06999,60.64999,0.173,-0.487,-0.274
0.20812,0,0,0,6.58999,8,60.68999,0.174,-0.486,-0.274
0.20912,0,0,0,6.58999,8,60.68999,0.174,-0.486,-0.274
0.21012,0,0,0,6.58999,8,60.68999,0.174,-0.486,-0.274
0.21112,0,0,0,6.58999,8,60.68999,0.174,-0.486,-0.274
0.21212,0,0,0,6.58999,8,60.68999,0.174,-0.486,-0.274
0.21312,0,0,0,6.58999,8,60.68999,0.174,-0.486,-0.274
0.21412,0,0,0,6.58999,8,60.68999,0.174,-0.486,-0.274
0.21512,0,0,0,6.58999,8,60.68999,0.174,-0.486,-0.274
0.21612,0,0,0,6.58999,8,60.68999,0.174,-0.486,-0.274
0.21713,0,0,0,6.58999,8,60.68999,0.174,-0.486,-0.274
0.21812,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.21912,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.22012,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.22112,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.22212,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.22312,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.22412,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.22512,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.22612,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.22712,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.22812,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.22912,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.23012,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.23112,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.23212,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.23312,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.23412,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.23512,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.23612,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.23712,0,0,0,6.59999,8.01999,60.71999,0.174,-0.486,-0.274
0.23812,0,0,0,6.55999,7.89999,60.73999,0.172,-0.486,-0.275
0.23912,0,0,0,6.55999,7.89999,60.73999,0.172,-0.486,-0.275
0.24012,0,0,0,6.55999,7.89999,60.73999,0.172,-0.486,-0.275
0.24112,0,0,0,6.55999,7.89999,60.73999,0.172,-0.486,-0.275
0.24212,0,0,0,6.55999,7.89999,60.73999,0.172,-0.486,-0.275
0.24312,0,0,0,6.55999,7.89999,60.73999,0.172,-0.486,-0.275
0.24412,0,0,0,6.55999,7.89999,60.73999,0.172,-0.486,-0.275
0.24512,0,0,0,6.55999,7.89999,60.73999,0.172,-0.486,-0.275
0.24612,0,0,0,6.55999,7.89999,60.73999,0.172,-0.486,-0.275
0.24712,0,0,0,6.55999,7.89999,60.73999,0.172,-0.486,-0.275
0.24812,0,0,0,6.57999,8.01,60.75999,0.173,-0.486,-0.275
0.24912,0,0,0,6.57999,8.01,60.75999,0.173,-0.486,-0.275
0.25012,0,0,0,6.57999,8.01,60.75999,0.173,-0.486,-0.275
0.25112,0,0,0,6.57999,8.01,60.75999,0.173,-0.486,-0.275
0.25212,0,0,0,6.57999,8.01,60.75999,0.173,-0.486,-0.275
0.25312,0,0,0,6.57999,8.01,60.75999,0.173,-0.486,-0.275
0.25412,0,0,0,6.57999,8.01,60.75999,0.173,-0.486,-0.275
0.25512,0,0,0,6.57999,8.01,60.75999,0.173,-0.486,-0.275
0.25612,0,0,0,6.57999,8.01,60.75999,0.173,-0.486,-0.275
0.25712,0,0,0,6.57999,8.01,60.75999,0.173,-0.486,-0.275
0.25812,0,0,0,6.63999,8.01999,60.73999,0.173,-0.487,-0.275
0.25912,0,0,0,6.63999,8.01999,60.73999,0.173,-0.487,-0.275
0.26012,0,0,0,6.63999,8.01999,60.73999,0.173,-0.487,-0.275
0.26112,0,0,0,6.63999,8.01999,60.73999,0.173,-0.487,-0.275
0.26212,0,0,0,6.63999,8.01999,60.73999,0.173,-0.487,-0.275
0.26312,0,0,0,6.63999,8.01999,60.73999,0.173,-0.487,-0.275
0.26412,0,0,0,6.63999,8.01999,60.73999,0.173,-0.487,-0.275
0.26512,0,0,0,6.63999,8.01999,60.73999,0.173,-0.487,-0.275
0.26612,0,0,0,6.63999,8.01999,60.73999,0.173,-0.487,-0.275
0.26712,0,0,0,6.63999,8.01999,60.73999,0.173,-0.487,-0.275
0.26812,0,0,0,6.63999,8.10999,60.69999,0.173,-0.486,-0.274
0.26912,0,0,0,6.63999,8.10999,60.69999,0.173,-0.486,-0.274
0.27012,0,0,0,6.63999,8.10999,60.69999,0.173,-0.486,-0.274
0.27112,0,0,0,6.63999,8.10999,60.69999,0.173,-0.486,-0.274
0.27212,0,0,0,6.63999,8.10999,60.69999,0.173,-0.486,-0.274
0.27312,0,0,0,6.63999,8.10999,60.69999,0.173,-0.486,-0.274
0.27412,0,0,0,6.63999,8.10999,60.69999,0.173,-0.486,-0.274
0.27512,0,0,0,6.63999,8.10999,60.69999,0.173,-0.486,-0.274
0.27612,0,0,0,6.63999,8.10999,60.69999,0.173,-0.486,-0.274
0.27712,0,0,0,6.63999,8.10999,60.69999,0.173,-0.486,-0.274
0.27812,0,0,0,6.63999,8.13,60.68,0.174,-0.487,-0.274
0.27912,0,0,0,6.63999,8.13,60.68,0.174,-0.487,-0.274
0.28012,0,0,0,6.63999,8.13,60.68,0.174,-0.487,-0.274
0.28112,0,0,0,6.63999,8.13,60.68,0.174,-0.487,-0.274
0.28215,0,0,0,6.63999,8.13,60.68,0.174,-0.487,-0.274
0.28312,0,0,0,6.63999,8.13,60.68,0.174,-0.487,-0.274
0.28412,0,0,0,6.63999,8.13,60.68,0.174,-0.487,-0.274
0.28514,0,0,0,6.63999,8.13,60.68,0.174,-0.487,-0.274
0.28612,0,0,0,6.63999,8.13,60.68,0.174,-0.487,-0.274
0.28712,0,0,0,6.63999,8.13,60.68,0.174,-0.487,-0.274
0.28812,0,0,0,6.59999,8.03999,60.68,0.175,-0.488,-0.274
0.28912,0,0,0,6.59999,8.03999,60.68,0.175,-0.488,-0.274
0.29012,0,0,0,6.59999,8.03999,60.68,0.175,-0.488,-0.274
0.29112,0,0,0,6.59999,8.03999,60.68,0.175,-0.488,-0.274
0.29212,0,0,0,6.59999,8.03999,60.68,0.175,-0.488,-0.274
0.29312,0,0,0,6.59999,8.03999,60.68,0.175,-0.488,-0.274
0.29412,0,0,0,6.59999,8.03999,60.68,0.175,-0.488,-0.274
0.29512,0,0,0,6.59999,8.03999,60.68,0.175,-0.488,-0.274
0.29612,0,0,0,6.59999,8.03999,60.68,0.175,-0.488,-0.274
0.29712,0,0,0,6.59999,8.03999,60.68,0.175,-0.488,-0.274
0.29812,0,0,0,6.56999,7.96,60.68,0.175,-0.488,-0.274
0.29912,0,0,0,6.56999,7.96,60.68,0.175,-0.488,-0.274
0.30012,0,0,0,6.56999,7.96,60.68,0.175,-0.488,-0.274
0.30112,0,0,0,6.56999,7.96,60.68,0.175,-0.488,-0.274
0.30212,0,0,0,6.56999,7.96,60.68,0.175,-0.488,-0.274
0.30312,0,0,0,6.56999,7.96,60.68,0.175,-0.488,-0.274
0.30412,0,0,0,6.56999,7.96,60.68,0.175,-0.488,-0.274
0.30512,0,0,0,6.56999,7.96,60.68,0.175,-0.488,-0.274
0.30612,0,0,0,6.56999,7.96,60.68,0.175,-0.488,-0.274
0.30712,0,0,0,6.56999,7.96,60.68,0.175,-0.488,-0.274
0.30812,0,0,0,6.62999,7.98,60.68,0.175,-0.488,-0.274
0.30912,0,0,0,6.62999,7.98,60.68,0.175,-0.488,-0.274
0.31012,0,0,0,6.62999,7.98,60.68,0.175,-0.488,-0.274
0.31112,0,0,0,6.62999,7.98,60.68,0.175,-0.488,-0.274
0.31212,0,0,0,6.62999,7.98,60.68,0.175,-0.488,-0.274
0.31312,0,0,0,6.62999,7.98,60.68,0.175,-0.488,-0.274
0.31412,0,0,0,6.62999,7.98,60.68,0.175,-0.488,-0.274
0.31512,0,0,0,6.62999,7.98,60.68,0.175,-0.488,-0.274
0.31612,0,0,0,6.62999,7.98,60.68,0.175,-0.488,-0.274
0.31712,0,0,0,6.62999,7.98,60.68,0.175,-0.488,-0.274
0.31812,0,0,0,6.62999,8.03999,60.68,0.175,-0.488,-0.274
0.31913,0,0,0,6.62999,8.03999,60.68,0.175,-0.488,-0.274
0.32012,0,0,0,6.62999,8.03999,60.68,0.175,-0.488,-0.274
0.32112,0,0,0,6.62999,8.03999,60.68,0.175,-0.488,-0.274
0.32212,0,0,0,6.62999,8.03999,60.68,0.175,-0.488,-0.274
0.32312,0,0,0,6.62999,8.03999,60.68,0.175,-0.488,-0.274
0.32412,0,0,0,6.62999,8.03999,60.68,0.175,-0.488,-0.274
0.32512,0,0,0,6.62999,8.03999,60.68,0.175,-0.488,-0.274
0.32612,0,0,0,6.62999,8.03999,60.68,0.175,-0.488,-0.274
0.32712,0,0,0,6.62999,8.03999,60.68,0.175,-0.488,-0.274
0.32812,0,0,0,6.56999,8.13999,60.66999,0.176,-0.487,-0.275
0.32912,0,0,0,6.56999,8.13999,60.66999,0.176,-0.487,-0.275
0.33012,0,0,0,6.56999,8.13999,60.66999,0.176,-0.487,-0.275
0.33112,0,0,0,6.56999,8.13999,60.66999,0.176,-0.487,-0.275
0.33212,0,0,0,6.56999,8.13999,60.66999,0.176,-0.487,-0.275
0.33312,0,0,0,6.56999,8.13999,60.66999,0.176,-0.487,-0.275
0.33412,0,0,0,6.56999,8.13999,60.66999,0.176,-0.487,-0.275
0.33512,0,0,0,6.56999,8.13999,60.66999,0.176,-0.487,-0.275
0.33612,0,0,0,6.56999,8.13999,60.66999,0.176,-0.487,-0.275
0.33712,0,0,0,6.56999,8.13999,60.66999,0.176,-0.487,-0.275
0.33812,0,0,0,6.65999,8.13999,60.71999,0.176,-0.486,-0.275
0.33912,0,0,0,6.65999,8.13999,60.71999,0.176,-0.486,-0.275
0.34012,0,0,0,6.65999,8.13999,60.71999,0.176,-0.486,-0.275
0.34112,0,0,0,6.65999,8.13999,60.71999,0.176,-0.486,-0.275
0.34212,0,0,0,6.65999,8.13999,60.71999,0.176,-0.486,-0.275
0.34312,0,0,0,6.65999,8.13999,60.71999,0.176,-0.486,-0.275
0.34412,0,0,0,6.65999,8.13999,60.71999,0.176,-0.486,-0.275
0.34512,0,0,0,6.65999,8.13999,60.71999,0.176,-0.486,-0.275
0.34612,0,0,0,6.65999,8.13999,60.71999,0.176,-0.486,-0.275
0.34712,0,0,0,6.65999,8.13999,60.71999,0.176,-0.486,-0.275
0.34812,0,0,0,6.61999,8.09,60.78999,0.176,-0.486,-0.274
0.34912,0,0,0,6.61999,8.09,60.78999,0.176,-0.486,-0.274
0.35012,0,0,0,6.61999,8.09,60.78999,0.176,-0.486,-0.274
0.35112,0,0,0,6.61999,8.09,60.78999,0.176,-0.486,-0.274
0.35212,0,0,0,6.61999,8.09,60.78999,0.176,-0.486,-0.274
