time(s),moment_x(N·m),moment_y(N·m),moment_z(N·m),motor_angle_1(rad),motor_angle_2(rad),motor_angle_3(rad),motor_angle_4(rad),target_moment(N·m),rotor_speed(m/s)
2.44776,-0.12699,-0.146,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,797.15625
2.44876,-0.12699,-0.146,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.44976,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.45076,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.45176,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.45276,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.45376,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,797.15625
2.45476,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,797.15625
2.45576,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,803.57916
2.45676,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,813.77874
2.45777,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,813.77874
2.45876,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,813.77874
2.45976,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,813.77874
2.46076,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,803.57916
2.46176,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,803.57916
2.46276,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,802.14288
2.46376,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.46476,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.46576,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.46676,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.46777,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.46876,-0.116,-0.138,-0.025164,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.46976,-0.129,-0.136,-0.017708,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.47078,-0.129,-0.136,-0.017708,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.47178,-0.129,-0.136,-0.017708,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.47278,-0.129,-0.136,-0.017708,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.47381,-0.129,-0.136,-0.017708,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.47478,-0.129,-0.136,-0.017708,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.47578,-0.129,-0.136,-0.017708,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.47682,-0.129,-0.136,-0.017708,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.47777,-0.129,-0.136,-0.017708,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.47876,-0.129,-0.136,-0.017708,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.47976,-0.122,-0.142,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.48076,-0.122,-0.142,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.48176,-0.122,-0.142,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.48276,-0.122,-0.142,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.48376,-0.122,-0.142,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.48476,-0.122,-0.142,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.48576,-0.122,-0.142,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.48676,-0.122,-0.142,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.48777,-0.122,-0.142,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.48876,-0.122,-0.142,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.48976,-0.093,-0.12699,-0.029824,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.49076,-0.093,-0.12699,-0.029824,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.49176,-0.093,-0.12699,-0.029824,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.49276,-0.093,-0.12699,-0.029824,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.49376,-0.093,-0.12699,-0.029824,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.49476,-0.093,-0.12699,-0.029824,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.49576,-0.093,-0.12699,-0.029824,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.49676,-0.093,-0.12699,-0.029824,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,798.57464
2.49777,-0.093,-0.12699,-0.029824,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,798.57464
2.49876,-0.093,-0.12699,-0.029824,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.49976,-0.11499,-0.106,-0.02796,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.50076,-0.11499,-0.106,-0.02796,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.50176,-0.11499,-0.106,-0.02796,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.50276,-0.11499,-0.106,-0.02796,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,793.63208
2.50376,-0.11499,-0.106,-0.02796,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.50476,-0.11499,-0.106,-0.02796,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.50576,-0.11499,-0.106,-0.02796,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.50676,-0.11499,-0.106,-0.02796,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.50777,-0.11499,-0.106,-0.02796,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.50876,-0.11499,-0.106,-0.02796,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.50976,-0.138,-0.117,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,790.83514
2.51076,-0.138,-0.117,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,785.29998
2.51176,-0.138,-0.117,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,790.83514
2.51276,-0.138,-0.117,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,785.29998
2.51376,-0.138,-0.117,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,785.29998
2.51476,-0.138,-0.117,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,785.29998
2.51576,-0.138,-0.117,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,785.29998
2.51676,-0.138,-0.117,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,785.29998
2.51777,-0.138,-0.117,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,797.15625
2.51876,-0.138,-0.117,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,788.75036
2.51976,-0.117,-0.137,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,788.75036
2.52076,-0.117,-0.137,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.52176,-0.117,-0.137,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,797.15625
2.52276,-0.117,-0.137,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.52376,-0.117,-0.137,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.52476,-0.117,-0.137,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.52576,-0.117,-0.137,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,790.13897
2.52676,-0.117,-0.137,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,790.13897
2.52777,-0.117,-0.137,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,790.13897
2.52876,-0.117,-0.137,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,790.13897
2.52976,-0.117,-0.136,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,791.53253
2.53076,-0.117,-0.136,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.53176,-0.117,-0.136,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.53276,-0.117,-0.136,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.53376,-0.117,-0.136,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.53476,-0.117,-0.136,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.53576,-0.117,-0.136,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,797.15625
2.53676,-0.117,-0.136,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,797.15625
2.53778,-0.117,-0.136,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.53878,-0.117,-0.136,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.53979,-0.11,-0.134,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.54081,-0.11,-0.134,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.54178,-0.11,-0.134,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.93103
2.54282,-0.11,-0.134,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.93103
2.54378,-0.11,-0.134,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.54482,-0.11,-0.134,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.54576,-0.11,-0.134,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.54676,-0.11,-0.134,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.54777,-0.11,-0.134,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.54876,-0.11,-0.134,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.54976,-0.12,-0.141,-0.03074668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.55076,-0.12,-0.141,-0.03074668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.55176,-0.12,-0.141,-0.03074668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.55276,-0.12,-0.141,-0.03074668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.55376,-0.12,-0.141,-0.03074668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,799.2857
2.55476,-0.12,-0.141,-0.03074668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.55576,-0.12,-0.141,-0.03074668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,799.2857
2.55676,-0.12,-0.141,-0.03074668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,799.2857
2.55776,-0.12,-0.141,-0.03074668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,797.15625
2.55876,-0.12,-0.141,-0.03074668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,797.15625
2.55976,-0.122,-0.152,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,799.2857
2.56076,-0.122,-0.152,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,799.2857
2.56176,-0.122,-0.152,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,802.86035
2.56276,-0.122,-0.152,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,802.86035
2.56376,-0.122,-0.152,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,797.15625
2.56476,-0.122,-0.152,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.56576,-0.122,-0.152,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.56676,-0.122,-0.152,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.23114
2.56777,-0.122,-0.152,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.23114
2.56876,-0.122,-0.152,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.23114
2.56976,-0.098,-0.13999,-0.021436,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.23114
2.57076,-0.098,-0.13999,-0.021436,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.23114
2.57176,-0.098,-0.13999,-0.021436,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.23114
2.57277,-0.098,-0.13999,-0.021436,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,785.29998
2.57376,-0.098,-0.13999,-0.021436,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,781.19921
2.57476,-0.098,-0.13999,-0.021436,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,785.29998
2.57576,-0.098,-0.13999,-0.021436,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,785.29998
2.57676,-0.098,-0.13999,-0.021436,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,785.29998
2.57776,-0.098,-0.13999,-0.021436,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.23114
2.57876,-0.098,-0.13999,-0.021436,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.57977,-0.107,-0.12599,-0.022368,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.58076,-0.107,-0.12599,-0.022368,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.58176,-0.107,-0.12599,-0.022368,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.58277,-0.107,-0.12599,-0.022368,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,799.9981
2.58376,-0.107,-0.12599,-0.022368,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,805.74316
2.58476,-0.107,-0.12599,-0.022368,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,808.64678
2.58576,-0.107,-0.12599,-0.022368,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,805.74316
2.58676,-0.107,-0.12599,-0.022368,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,805.74316
2.58776,-0.107,-0.12599,-0.022368,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,805.74316
2.58876,-0.107,-0.12599,-0.022368,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.58977,-0.113,-0.125,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,793.63208
2.59076,-0.113,-0.125,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,805.02056
2.59176,-0.113,-0.125,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,793.63208
2.59276,-0.113,-0.125,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.59376,-0.113,-0.125,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,793.63208
2.59476,-0.113,-0.125,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,793.63208
2.59576,-0.113,-0.125,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,793.63208
2.59676,-0.113,-0.125,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,793.63208
2.59776,-0.113,-0.125,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,793.63208
2.59876,-0.113,-0.125,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.59976,-0.124,-0.119,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.60076,-0.124,-0.119,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,802.14288
2.60176,-0.124,-0.119,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,802.14288
2.60276,-0.124,-0.119,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,802.14288
2.60378,-0.124,-0.119,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,802.14288
2.60478,-0.124,-0.119,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,802.14288
2.60578,-0.124,-0.119,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,802.14288
2.60681,-0.124,-0.119,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,798.57464
2.60776,-0.124,-0.119,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.93103
2.60878,-0.124,-0.119,-0.02888268,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.60982,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.93103
2.61076,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.61176,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.61276,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.61376,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.93103
2.61476,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.93103
2.61576,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.93103
2.61676,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.61776,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.61876,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.61976,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.62076,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.62176,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.62277,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.62376,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.62476,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.62576,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.62676,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.62776,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.62876,-0.123,-0.123,-0.0233,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.62976,-0.141,-0.124,-0.01864,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.63076,-0.141,-0.124,-0.01864,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.63176,-0.141,-0.124,-0.01864,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.63277,-0.141,-0.124,-0.01864,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.63376,-0.141,-0.124,-0.01864,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.63476,-0.141,-0.124,-0.01864,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.63576,-0.141,-0.124,-0.01864,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.63676,-0.141,-0.124,-0.01864,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.63776,-0.141,-0.124,-0.01864,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.63876,-0.141,-0.124,-0.01864,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.63976,-0.125,-0.13999,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.64076,-0.125,-0.13999,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.64176,-0.125,-0.13999,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.64277,-0.125,-0.13999,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.64376,-0.125,-0.13999,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.64476,-0.125,-0.13999,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.64576,-0.125,-0.13999,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.64676,-0.125,-0.13999,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.64776,-0.125,-0.13999,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.64876,-0.125,-0.13999,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.64976,-0.119,-0.141,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.93103
2.65076,-0.119,-0.141,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.93103
2.65176,-0.119,-0.141,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.93103
2.65276,-0.119,-0.141,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.93103
2.65376,-0.119,-0.141,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.65476,-0.119,-0.141,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.65576,-0.119,-0.141,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.93103
2.65676,-0.119,-0.141,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.23114
2.65776,-0.119,-0.141,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,792.93103
2.65876,-0.119,-0.141,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.65976,-0.11,-0.151,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.66076,-0.11,-0.151,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.66176,-0.11,-0.151,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.66277,-0.11,-0.151,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.74279
2.66376,-0.11,-0.151,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,793.63208
2.66476,-0.11,-0.151,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,793.63208
2.66576,-0.11,-0.151,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,793.63208
2.66676,-0.11,-0.151,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.66776,-0.11,-0.151,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.66876,-0.11,-0.151,-0.027028,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.66976,-0.097,-0.143,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.67078,-0.097,-0.143,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.67178,-0.097,-0.143,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.67278,-0.097,-0.143,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.67381,-0.097,-0.143,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.67478,-0.097,-0.143,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.67578,-0.097,-0.143,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.67682,-0.097,-0.143,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.67776,-0.097,-0.143,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,798.57464
2.67876,-0.097,-0.143,-0.02608668,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.67976,-0.117,-0.13199,-0.019572,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.68076,-0.117,-0.13199,-0.019572,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.68176,-0.117,-0.13199,-0.019572,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,795.03796
2.68277,-0.117,-0.13199,-0.019572,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.68376,-0.117,-0.13199,-0.019572,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.68476,-0.117,-0.13199,-0.019572,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.68577,-0.117,-0.13199,-0.019572,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,796.44885
2.68676,-0.117,-0.13199,-0.019572,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.68776,-0.117,-0.13199,-0.019572,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.68876,-0.117,-0.13199,-0.019572,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.68976,-0.113,-0.129,-0.01398,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.69076,-0.113,-0.129,-0.01398,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
2.69176,-0.113,-0.129,-0.01398,-0.21076,-0.21076,-0.21076,-0.21076,-0.03999,794.33441
