time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m)
31.83226,-20,31.83226,2.82999,5.65,48.77,0.015,-0.324,-0.236,-0.237642677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.83328,-20,31.83328,2.82999,5.65,48.77,0.015,-0.324,-0.236,-0.22561368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.83428,-20,31.83428,2.25,6.26999,48.71999,0,-0.336,-0.233,-0.21893426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.83528,-20,31.83528,2.25,6.26999,48.71999,0,-0.336,-0.233,-0.214907978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.8363,-20,31.8363,2.25,6.26999,48.71999,0,-0.336,-0.233,-0.207746236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.83726,-20,31.83726,2.25,6.26999,48.71999,0,-0.336,-0.233,-0.193674555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.83827,-20,31.83827,2.25,6.26999,48.71999,0,-0.336,-0.233,-0.188172168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.83928,-20,31.83928,2.25,6.26999,48.71999,0,-0.336,-0.233,-0.182171978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.84036,-20,31.84036,2.25,6.26999,48.71999,0,-0.336,-0.233,-0.17910336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.84128,-20,31.84128,2.25,6.26999,48.71999,0,-0.336,-0.233,-0.173519522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.84231,-20,31.84231,2.25,6.26999,48.71999,0,-0.336,-0.233,-0.168052778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.84329,-20,31.84329,2.25,6.26999,48.71999,0,-0.336,-0.233,-0.159047538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.84426,-20,31.84426,2.57999,5.62999,48.84999,0.001,-0.341,-0.235,-0.154719427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.84526,-20,31.84526,2.57999,5.62999,48.84999,0.001,-0.341,-0.235,-0.145978178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.84626,-20,31.84626,2.57999,5.62999,48.84999,0.001,-0.341,-0.235,-0.139601196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.84726,-20,31.84726,2.57999,5.62999,48.84999,0.001,-0.341,-0.235,-0.136415784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.84826,-20,31.84826,2.57999,5.62999,48.84999,0.001,-0.341,-0.235,-0.127965665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.84926,-20,31.84926,2.57999,5.62999,48.84999,0.001,-0.341,-0.235,-0.11923428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.85026,-20,31.85026,2.57999,5.62999,48.84999,0.001,-0.341,-0.235,-0.115606056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.85126,-20,31.85126,2.57999,5.62999,48.84999,0.001,-0.341,-0.235,-0.108539196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.85226,-20,31.85226,2.57999,5.62999,48.84999,0.001,-0.341,-0.235,-0.102972438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.85326,-20,31.85326,2.57999,5.62999,48.84999,0.001,-0.341,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.85426,-20,31.85426,2.85999,5.81999,48.84,0.027,-0.32,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.85526,-20,31.85526,2.85999,5.81999,48.84,0.027,-0.32,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.85626,-20,31.85626,2.85999,5.81999,48.84,0.027,-0.32,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.85726,-20,31.85726,2.85999,5.81999,48.84,0.027,-0.32,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.85826,-20,31.85826,2.85999,5.81999,48.84,0.027,-0.32,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.85926,-20,31.85926,2.85999,5.81999,48.84,0.027,-0.32,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.86026,-20,31.86026,2.85999,5.81999,48.84,0.027,-0.32,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.86126,-20,31.86126,2.85999,5.81999,48.84,0.027,-0.32,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.86226,-20,31.86226,2.85999,5.81999,48.84,0.027,-0.32,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.86326,-20,31.86326,2.85999,5.81999,48.84,0.027,-0.32,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.86426,-20,31.86426,2.33999,6.55999,48.61999,0.03099,-0.314,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.86526,-20,31.86526,2.33999,6.55999,48.61999,0.03099,-0.314,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.86626,-20,31.86626,2.33999,6.55999,48.61999,0.03099,-0.314,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.86726,-20,31.86726,2.33999,6.55999,48.61999,0.03099,-0.314,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.86826,-20,31.86826,2.33999,6.55999,48.61999,0.03099,-0.314,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.86926,-20,31.86926,2.33999,6.55999,48.61999,0.03099,-0.314,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.87026,-20,31.87026,2.33999,6.55999,48.61999,0.03099,-0.314,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.87126,-20,31.87126,2.33999,6.55999,48.61999,0.03099,-0.314,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.87226,-20,31.87226,2.33999,6.55999,48.61999,0.03099,-0.314,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.87326,-20,31.87326,2.33999,6.55999,48.61999,0.03099,-0.314,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.87426,-20,31.87426,2.40999,5.9,48.61999,0.021,-0.318,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.87526,-20,31.87526,2.40999,5.9,48.61999,0.021,-0.318,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.87626,-20,31.87626,2.40999,5.9,48.61999,0.021,-0.318,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.87726,-20,31.87726,2.40999,5.9,48.61999,0.021,-0.318,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.87826,-20,31.87826,2.40999,5.9,48.61999,0.021,-0.318,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.87926,-20,31.87926,2.40999,5.9,48.61999,0.021,-0.318,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.88026,-20,31.88026,2.40999,5.9,48.61999,0.021,-0.318,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.88126,-20,31.88126,2.40999,5.9,48.61999,0.021,-0.318,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.88226,-20,31.88226,2.40999,5.9,48.61999,0.021,-0.318,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.88326,-20,31.88326,2.40999,5.9,48.61999,0.021,-0.318,-0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.88426,-20,31.88426,2.90999,5.25,48.78999,0.019,-0.325,-0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.88526,-20,31.88526,2.90999,5.25,48.78999,0.019,-0.325,-0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.88626,-20,31.88626,2.90999,5.25,48.78999,0.019,-0.325,-0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.88726,-20,31.88726,2.90999,5.25,48.78999,0.019,-0.325,-0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.88826,-20,31.88826,2.90999,5.25,48.78999,0.019,-0.325,-0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.88926,-20,31.88926,2.90999,5.25,48.78999,0.019,-0.325,-0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.89026,-20,31.89026,2.90999,5.25,48.78999,0.019,-0.325,-0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.89127,-20,31.89127,2.90999,5.25,48.78999,0.019,-0.325,-0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.89226,-20,31.89226,2.90999,5.25,48.78999,0.019,-0.325,-0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.89326,-20,31.89326,2.90999,5.25,48.78999,0.019,-0.325,-0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.89426,-20,31.89426,2.57999,6.10999,48.79999,0.023,-0.32599,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.89526,-20,31.89526,2.57999,6.10999,48.79999,0.023,-0.32599,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.89626,-20,31.89626,2.57999,6.10999,48.79999,0.023,-0.32599,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.89726,-20,31.89726,2.57999,6.10999,48.79999,0.023,-0.32599,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.89826,-20,31.89826,2.57999,6.10999,48.79999,0.023,-0.32599,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.89926,-20,31.89926,2.57999,6.10999,48.79999,0.023,-0.32599,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.90026,-20,31.90026,2.57999,6.10999,48.79999,0.023,-0.32599,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.90126,-20,31.90126,2.57999,6.10999,48.79999,0.023,-0.32599,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.90226,-20,31.90226,2.57999,6.10999,48.79999,0.023,-0.32599,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.90326,-20,31.90326,2.57999,6.10999,48.79999,0.023,-0.32599,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.90426,-20,31.90426,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.90526,-20,31.90526,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.90626,-20,31.90626,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.90726,-20,31.90726,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.90826,-20,31.90826,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.90926,-20,31.90926,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.91028,-20,31.91028,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.91127,-20,31.91127,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.91228,-20,31.91228,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.9133,-20,31.9133,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.91428,-20,31.91428,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.91531,-20,31.91531,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.91626,-20,31.91626,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.91728,-20,31.91728,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.91833,-20,31.91833,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.91928,-20,31.91928,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.9203,-20,31.9203,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.9213,-20,31.9213,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.92228,-20,31.92228,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.9233,-20,31.9233,2.27999,6.17,48.78999,0.02799,-0.324,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.92428,-20,31.92428,2.48,6.23999,48.68,0.038,-0.311,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.92536,-20,31.92536,2.48,6.23999,48.68,0.038,-0.311,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.92628,-20,31.92628,2.48,6.23999,48.68,0.038,-0.311,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.92729,-20,31.92729,2.48,6.23999,48.68,0.038,-0.311,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.92826,-20,31.92826,2.48,6.23999,48.68,0.038,-0.311,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.92926,-20,31.92926,2.48,6.23999,48.68,0.038,-0.311,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.93026,-20,31.93026,2.48,6.23999,48.68,0.038,-0.311,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.93126,-20,31.93126,2.48,6.23999,48.68,0.038,-0.311,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.93226,-20,31.93226,2.48,6.23999,48.68,0.038,-0.311,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.93326,-20,31.93326,2.48,6.23999,48.68,0.038,-0.311,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.93426,-20,31.93426,2.23,6.26999,48.68,0.01299,-0.332,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.93526,-20,31.93526,2.23,6.26999,48.68,0.01299,-0.332,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.93626,-20,31.93626,2.23,6.26999,48.68,0.01299,-0.332,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.93726,-20,31.93726,2.23,6.26999,48.68,0.01299,-0.332,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.93826,-20,31.93826,2.23,6.26999,48.68,0.01299,-0.332,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.93926,-20,31.93926,2.23,6.26999,48.68,0.01299,-0.332,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.94026,-20,31.94026,2.23,6.26999,48.68,0.01299,-0.332,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.94126,-20,31.94126,2.23,6.26999,48.68,0.01299,-0.332,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.94226,-20,31.94226,2.23,6.26999,48.68,0.01299,-0.332,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.94326,-20,31.94326,2.23,6.26999,48.68,0.01299,-0.332,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.94426,-20,31.94426,2.92999,5.46999,48.77999,0.016,-0.343,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.94526,-20,31.94526,2.92999,5.46999,48.77999,0.016,-0.343,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.94626,-20,31.94626,2.92999,5.46999,48.77999,0.016,-0.343,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.94726,-20,31.94726,2.92999,5.46999,48.77999,0.016,-0.343,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.94826,-20,31.94826,2.92999,5.46999,48.77999,0.016,-0.343,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.94926,-20,31.94926,2.92999,5.46999,48.77999,0.016,-0.343,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.95026,-20,31.95026,2.92999,5.46999,48.77999,0.016,-0.343,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.95126,-20,31.95126,2.92999,5.46999,48.77999,0.016,-0.343,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.95226,-20,31.95226,2.92999,5.46999,48.77999,0.016,-0.343,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.95326,-20,31.95326,2.92999,5.46999,48.77999,0.016,-0.343,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.95426,-20,31.95426,2.69,5.92999,48.79999,0.02,-0.339,-0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.95526,-20,31.95526,2.69,5.92999,48.79999,0.02,-0.339,-0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.95626,-20,31.95626,2.69,5.92999,48.79999,0.02,-0.339,-0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.95726,-20,31.95726,2.69,5.92999,48.79999,0.02,-0.339,-0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.95826,-20,31.95826,2.69,5.92999,48.79999,0.02,-0.339,-0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.95928,-20,31.95928,2.69,5.92999,48.79999,0.02,-0.339,-0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.96026,-20,31.96026,2.69,5.92999,48.79999,0.02,-0.339,-0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.96126,-20,31.96126,2.69,5.92999,48.79999,0.02,-0.339,-0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.96226,-20,31.96226,2.69,5.92999,48.79999,0.02,-0.339,-0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.96326,-20,31.96326,2.69,5.92999,48.79999,0.02,-0.339,-0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.96426,-20,31.96426,1.86,6.39999,48.73999,0.027,-0.334,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.96526,-20,31.96526,1.86,6.39999,48.73999,0.027,-0.334,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.96626,-20,31.96626,1.86,6.39999,48.73999,0.027,-0.334,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.96726,-20,31.96726,1.86,6.39999,48.73999,0.027,-0.334,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.96826,-20,31.96826,1.86,6.39999,48.73999,0.027,-0.334,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.96926,-20,31.96926,1.86,6.39999,48.73999,0.027,-0.334,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.97026,-20,31.97026,1.86,6.39999,48.73999,0.027,-0.334,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.97126,-20,31.97126,1.86,6.39999,48.73999,0.027,-0.334,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.97226,-20,31.97226,1.86,6.39999,48.73999,0.027,-0.334,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.97326,-20,31.97326,1.86,6.39999,48.73999,0.027,-0.334,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.97426,-20,31.97426,1.86,6.39999,48.73999,0.027,-0.334,-0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.97526,-20,31.97526,2.38999,5.96,48.79999,0.03,-0.335,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.97626,-20,31.97626,2.38999,5.96,48.79999,0.03,-0.335,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.97726,-20,31.97726,2.38999,5.96,48.79999,0.03,-0.335,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.97826,-20,31.97826,2.38999,5.96,48.79999,0.03,-0.335,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.97926,-20,31.97926,2.38999,5.96,48.79999,0.03,-0.335,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.98026,-20,31.98026,2.38999,5.96,48.79999,0.03,-0.335,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.98126,-20,31.98126,2.38999,5.96,48.79999,0.03,-0.335,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.98226,-20,31.98226,2.38999,5.96,48.79999,0.03,-0.335,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.98326,-20,31.98326,2.38999,5.96,48.79999,0.03,-0.335,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.98426,-20,31.98426,2.38999,5.96,48.79999,0.03,-0.335,-0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.98526,-20,31.98526,2.74,5.73,48.86999,0.023,-0.334,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.98626,-20,31.98626,2.74,5.73,48.86999,0.023,-0.334,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.98726,-20,31.98726,2.74,5.73,48.86999,0.023,-0.334,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.98826,-20,31.98826,2.74,5.73,48.86999,0.023,-0.334,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.98926,-20,31.98926,2.74,5.73,48.86999,0.023,-0.334,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.99026,-20,31.99026,2.74,5.73,48.86999,0.023,-0.334,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.99126,-20,31.99126,2.74,5.73,48.86999,0.023,-0.334,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.99226,-20,31.99226,2.74,5.73,48.86999,0.023,-0.334,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.99327,-20,31.99327,2.74,5.73,48.86999,0.023,-0.334,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.99426,-20,31.99426,2.74,5.73,48.86999,0.023,-0.334,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.99526,-20,31.99526,2.06999,6.19999,48.78999,0.01,-0.341,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.99626,-20,31.99626,2.06999,6.19999,48.78999,0.01,-0.341,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.99726,-20,31.99726,2.06999,6.19999,48.78999,0.01,-0.341,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.99826,-20,31.99826,2.06999,6.19999,48.78999,0.01,-0.341,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.99926,-20,31.99926,2.06999,6.19999,48.78999,0.01,-0.341,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.00026,-20,32.00026,2.06999,6.19999,48.78999,0.01,-0.341,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.00126,-20,32.00126,2.06999,6.19999,48.78999,0.01,-0.341,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.00226,-20,32.00226,2.06999,6.19999,48.78999,0.01,-0.341,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.00326,-20,32.00326,2.06999,6.19999,48.78999,0.01,-0.341,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.00426,-20,32.00426,2.06999,6.19999,48.78999,0.01,-0.341,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.00526,-20,32.00526,2.32999,5.65,48.66999,0.007,-0.345,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.00626,-20,32.00626,2.32999,5.65,48.66999,0.007,-0.345,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.00726,-20,32.00726,2.32999,5.65,48.66999,0.007,-0.345,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.00826,-20,32.00826,2.32999,5.65,48.66999,0.007,-0.345,-0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
