time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m),moment_z(N·m),time(s),surface angle(deg),rotor speed(rad/s),force_x(N),force_y(N),force_z(N),moment_x(N·m),moment_y(N·m)
64.39028,-8,64.39028,2.11999,6.28999,48.95,0.025,-0.32,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.39126,-8,64.39126,2.11999,6.28999,48.95,0.025,-0.32,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.39226,-8,64.39226,2.11999,6.28999,48.95,0.025,-0.32,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.39326,-8,64.39326,2.11999,6.28999,48.95,0.025,-0.32,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.39426,-8,64.39426,2.11999,6.28999,48.95,0.025,-0.32,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.39526,-8,64.39526,2.11999,6.28999,48.95,0.025,-0.32,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.39626,-8,64.39626,2.11999,6.28999,48.95,0.025,-0.32,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.39726,-8,64.39726,2.11999,6.28999,48.95,0.025,-0.32,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.39826,-8,64.39826,2.08999,5.94,48.97999,0.011,-0.33,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.39926,-8,64.39926,2.08999,5.94,48.97999,0.011,-0.33,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.40026,-8,64.40026,2.08999,5.94,48.97999,0.011,-0.33,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.40126,-8,64.40126,2.08999,5.94,48.97999,0.011,-0.33,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.40226,-8,64.40226,2.08999,5.94,48.97999,0.011,-0.33,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.40326,-8,64.40326,2.08999,5.94,48.97999,0.011,-0.33,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.40426,-8,64.40426,2.08999,5.94,48.97999,0.011,-0.33,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.40526,-8,64.40526,2.08999,5.94,48.97999,0.011,-0.33,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.40626,-8,64.40626,2.08999,5.94,48.97999,0.011,-0.33,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.40726,-8,64.40726,2.08999,5.94,48.97999,0.011,-0.33,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.40826,-8,64.40826,2.93999,5.23999,48.95,0.012,-0.339,-0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.40928,-8,64.40928,2.93999,5.23999,48.95,0.012,-0.339,-0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.41027,-8,64.41027,2.93999,5.23999,48.95,0.012,-0.339,-0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.41127,-8,64.41127,2.93999,5.23999,48.95,0.012,-0.339,-0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.41231,-8,64.41231,2.93999,5.23999,48.95,0.012,-0.339,-0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.41326,-8,64.41326,2.93999,5.23999,48.95,0.012,-0.339,-0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.41428,-8,64.41428,2.93999,5.23999,48.95,0.012,-0.339,-0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.41531,-8,64.41531,2.93999,5.23999,48.95,0.012,-0.339,-0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.41628,-8,64.41628,2.93999,5.23999,48.95,0.012,-0.339,-0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.41735,-8,64.41735,2.93999,5.23999,48.95,0.012,-0.339,-0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.41828,-8,64.41828,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.41931,-8,64.41931,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.42028,-8,64.42028,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.42131,-8,64.42131,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.4223,-8,64.4223,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.42327,-8,64.42327,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.42436,-8,64.42436,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.42527,-8,64.42527,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.42629,-8,64.42629,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.42726,-8,64.42726,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.42826,-8,64.42826,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.42926,-8,64.42926,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.43026,-8,64.43026,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.43126,-8,64.43126,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.43226,-8,64.43226,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.43326,-8,64.43326,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.43426,-8,64.43426,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.43526,-8,64.43526,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.43626,-8,64.43626,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.43726,-8,64.43726,2.89999,5.96,48.89999,0.036,-0.322,-0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.43826,-8,64.43826,2.36999,5.94,49.02999,0.012,-0.316,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.43927,-8,64.43927,2.36999,5.94,49.02999,0.012,-0.316,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.44026,-8,64.44026,2.36999,5.94,49.02999,0.012,-0.316,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.44126,-8,64.44126,2.36999,5.94,49.02999,0.012,-0.316,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.44226,-8,64.44226,2.36999,5.94,49.02999,0.012,-0.316,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.44326,-8,64.44326,2.36999,5.94,49.02999,0.012,-0.316,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.44426,-8,64.44426,2.36999,5.94,49.02999,0.012,-0.316,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.44526,-8,64.44526,2.36999,5.94,49.02999,0.012,-0.316,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.44626,-8,64.44626,2.36999,5.94,49.02999,0.012,-0.316,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.44726,-8,64.44726,2.36999,5.94,49.02999,0.012,-0.316,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.44826,-8,64.44826,3.15999,5.19999,48.98999,0.019,-0.329,-0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.44926,-8,64.44926,3.15999,5.19999,48.98999,0.019,-0.329,-0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.45026,-8,64.45026,3.15999,5.19999,48.98999,0.019,-0.329,-0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.45126,-8,64.45126,3.15999,5.19999,48.98999,0.019,-0.329,-0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.45226,-8,64.45226,3.15999,5.19999,48.98999,0.019,-0.329,-0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.45326,-8,64.45326,3.15999,5.19999,48.98999,0.019,-0.329,-0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.45426,-8,64.45426,3.15999,5.19999,48.98999,0.019,-0.329,-0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.45526,-8,64.45526,3.15999,5.19999,48.98999,0.019,-0.329,-0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.45626,-8,64.45626,3.15999,5.19999,48.98999,0.019,-0.329,-0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.45726,-8,64.45726,3.15999,5.19999,48.98999,0.019,-0.329,-0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.45826,-8,64.45826,2.98999,5.98,48.90999,0.035,-0.316,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.45926,-8,64.45926,2.98999,5.98,48.90999,0.035,-0.316,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.46026,-8,64.46026,2.98999,5.98,48.90999,0.035,-0.316,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.46126,-8,64.46126,2.98999,5.98,48.90999,0.035,-0.316,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.46226,-8,64.46226,2.98999,5.98,48.90999,0.035,-0.316,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.46326,-8,64.46326,2.98999,5.98,48.90999,0.035,-0.316,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.46426,-8,64.46426,2.98999,5.98,48.90999,0.035,-0.316,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.46526,-8,64.46526,2.98999,5.98,48.90999,0.035,-0.316,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.46626,-8,64.46626,2.98999,5.98,48.90999,0.035,-0.316,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.46726,-8,64.46726,2.98999,5.98,48.90999,0.035,-0.316,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.46826,-8,64.46826,2.33999,6.05999,48.91999,0.032,-0.30999,-0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.46926,-8,64.46926,2.33999,6.05999,48.91999,0.032,-0.30999,-0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.47026,-8,64.47026,2.33999,6.05999,48.91999,0.032,-0.30999,-0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.47126,-8,64.47126,2.33999,6.05999,48.91999,0.032,-0.30999,-0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.47226,-8,64.47226,2.33999,6.05999,48.91999,0.032,-0.30999,-0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.47326,-8,64.47326,2.33999,6.05999,48.91999,0.032,-0.30999,-0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.47426,-8,64.47426,2.33999,6.05999,48.91999,0.032,-0.30999,-0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.47526,-8,64.47526,2.33999,6.05999,48.91999,0.032,-0.30999,-0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.47626,-8,64.47626,2.33999,6.05999,48.91999,0.032,-0.30999,-0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.47726,-8,64.47726,2.33999,6.05999,48.91999,0.032,-0.30999,-0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.47826,-8,64.47826,2.55999,5.54999,49.02999,0.015,-0.324,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.47927,-8,64.47927,2.55999,5.54999,49.02999,0.015,-0.324,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.48027,-8,64.48027,2.55999,5.54999,49.02999,0.015,-0.324,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.48127,-8,64.48127,2.55999,5.54999,49.02999,0.015,-0.324,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.48227,-8,64.48227,2.55999,5.54999,49.02999,0.015,-0.324,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.4833,-8,64.4833,2.55999,5.54999,49.02999,0.015,-0.324,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.48428,-8,64.48428,2.55999,5.54999,49.02999,0.015,-0.324,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.48531,-8,64.48531,2.55999,5.54999,49.02999,0.015,-0.324,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.48626,-8,64.48626,2.55999,5.54999,49.02999,0.015,-0.324,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.48726,-8,64.48726,2.55999,5.54999,49.02999,0.015,-0.324,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.48828,-8,64.48828,3.12999,5.29999,48.89999,0.024,-0.336,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.48935,-8,64.48935,3.12999,5.29999,48.89999,0.024,-0.336,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.49028,-8,64.49028,3.12999,5.29999,48.89999,0.024,-0.336,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.49131,-8,64.49131,3.12999,5.29999,48.89999,0.024,-0.336,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.49227,-8,64.49227,3.12999,5.29999,48.89999,0.024,-0.336,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.4933,-8,64.4933,3.12999,5.29999,48.89999,0.024,-0.336,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.49431,-8,64.49431,3.12999,5.29999,48.89999,0.024,-0.336,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.49527,-8,64.49527,3.12999,5.29999,48.89999,0.024,-0.336,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.49636,-8,64.49636,3.12999,5.29999,48.89999,0.024,-0.336,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.49727,-8,64.49727,3.12999,5.29999,48.89999,0.024,-0.336,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.49829,-8,64.49829,2.87999,6.08999,48.84,0.034,-0.328,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.49926,-8,64.49926,2.87999,6.08999,48.84,0.034,-0.328,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.50026,-8,64.50026,2.87999,6.08999,48.84,0.034,-0.328,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.50126,-8,64.50126,2.87999,6.08999,48.84,0.034,-0.328,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.50226,-8,64.50226,2.87999,6.08999,48.84,0.034,-0.328,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.50326,-8,64.50326,2.87999,6.08999,48.84,0.034,-0.328,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.50426,-8,64.50426,2.87999,6.08999,48.84,0.034,-0.328,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.50526,-8,64.50526,2.87999,6.08999,48.84,0.034,-0.328,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.50626,-8,64.50626,2.87999,6.08999,48.84,0.034,-0.328,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.50726,-8,64.50726,2.87999,6.08999,48.84,0.034,-0.328,-0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.50826,-8,64.50826,2.21,5.94,48.95,0.03099,-0.322,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.50926,-8,64.50926,2.21,5.94,48.95,0.03099,-0.322,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.51026,-8,64.51026,2.21,5.94,48.95,0.03099,-0.322,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.51126,-8,64.51126,2.21,5.94,48.95,0.03099,-0.322,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.51226,-8,64.51226,2.21,5.94,48.95,0.03099,-0.322,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.51326,-8,64.51326,2.21,5.94,48.95,0.03099,-0.322,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.51426,-8,64.51426,2.21,5.94,48.95,0.03099,-0.322,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.51526,-8,64.51526,2.21,5.94,48.95,0.03099,-0.322,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.51626,-8,64.51626,2.21,5.94,48.95,0.03099,-0.322,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.51726,-8,64.51726,2.21,5.94,48.95,0.03099,-0.322,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.51826,-8,64.51826,2.51999,5.67,49.03999,0.019,-0.332,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.51926,-8,64.51926,2.51999,5.67,49.03999,0.019,-0.332,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.52026,-8,64.52026,2.51999,5.67,49.03999,0.019,-0.332,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.52126,-8,64.52126,2.51999,5.67,49.03999,0.019,-0.332,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.52226,-8,64.52226,2.51999,5.67,49.03999,0.019,-0.332,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.52326,-8,64.52326,2.51999,5.67,49.03999,0.019,-0.332,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.52426,-8,64.52426,2.51999,5.67,49.03999,0.019,-0.332,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.52526,-8,64.52526,2.51999,5.67,49.03999,0.019,-0.332,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.52626,-8,64.52626,2.51999,5.67,49.03999,0.019,-0.332,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.52726,-8,64.52726,2.51999,5.67,49.03999,0.019,-0.332,-0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.52826,-8,64.52826,3.06999,5.19999,49.00999,0.023,-0.342,-0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.52926,-8,64.52926,3.06999,5.19999,49.00999,0.023,-0.342,-0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.53026,-8,64.53026,3.06999,5.19999,49.00999,0.023,-0.342,-0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.53126,-8,64.53126,3.06999,5.19999,49.00999,0.023,-0.342,-0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.53226,-8,64.53226,3.06999,5.19999,49.00999,0.023,-0.342,-0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.53326,-8,64.53326,3.06999,5.19999,49.00999,0.023,-0.342,-0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.53426,-8,64.53426,3.06999,5.19999,49.00999,0.023,-0.342,-0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.53526,-8,64.53526,3.06999,5.19999,49.00999,0.023,-0.342,-0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.53626,-8,64.53626,3.06999,5.19999,49.00999,0.023,-0.342,-0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.53726,-8,64.53726,3.06999,5.19999,49.00999,0.023,-0.342,-0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.53826,-8,64.53826,2.89999,5.98,48.93999,0.03,-0.338,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.53926,-8,64.53926,2.89999,5.98,48.93999,0.03,-0.338,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.54026,-8,64.54026,2.89999,5.98,48.93999,0.03,-0.338,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.54126,-8,64.54126,2.89999,5.98,48.93999,0.03,-0.338,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.54226,-8,64.54226,2.89999,5.98,48.93999,0.03,-0.338,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.54326,-8,64.54326,2.89999,5.98,48.93999,0.03,-0.338,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.54426,-8,64.54426,2.89999,5.98,48.93999,0.03,-0.338,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.54526,-8,64.54526,2.89999,5.98,48.93999,0.03,-0.338,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.54626,-8,64.54626,2.89999,5.98,48.93999,0.03,-0.338,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.54726,-8,64.54726,2.89999,5.98,48.93999,0.03,-0.338,-0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.54826,-8,64.54826,2.2,6.08999,48.90999,0.029,-0.328,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.54926,-8,64.54926,2.2,6.08999,48.90999,0.029,-0.328,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.55026,-8,64.55026,2.2,6.08999,48.90999,0.029,-0.328,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.55126,-8,64.55126,2.2,6.08999,48.90999,0.029,-0.328,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.55226,-8,64.55226,2.2,6.08999,48.90999,0.029,-0.328,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.55326,-8,64.55326,2.2,6.08999,48.90999,0.029,-0.328,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.55426,-8,64.55426,2.2,6.08999,48.90999,0.029,-0.328,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.55526,-8,64.55526,2.2,6.08999,48.90999,0.029,-0.328,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.55626,-8,64.55626,2.2,6.08999,48.90999,0.029,-0.328,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.55726,-8,64.55726,2.2,6.08999,48.90999,0.029,-0.328,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.55826,-8,64.55826,2.36999,5.53999,49.02999,0.023,-0.331,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.55926,-8,64.55926,2.36999,5.53999,49.02999,0.023,-0.331,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.56026,-8,64.56026,2.36999,5.53999,49.02999,0.023,-0.331,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.56126,-8,64.56126,2.36999,5.53999,49.02999,0.023,-0.331,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.56226,-8,64.56226,2.36999,5.53999,49.02999,0.023,-0.331,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.56326,-8,64.56326,2.36999,5.53999,49.02999,0.023,-0.331,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.56426,-8,64.56426,2.36999,5.53999,49.02999,0.023,-0.331,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.56526,-8,64.56526,2.36999,5.53999,49.02999,0.023,-0.331,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.56626,-8,64.56626,2.36999,5.53999,49.02999,0.023,-0.331,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.56726,-8,64.56726,2.36999,5.53999,49.02999,0.023,-0.331,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.56826,-8,64.56826,3.03999,5.06999,49.04999,0.02,-0.338,-0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
