time(s),target rotor speed(rad/s),rotor speed(rad/s),motor output,equivalent output,battery voltage(V)
0.31432,740,403.41479,0.52266,0.5185,12.85691
0.31532,740,403.41479,0.52267,0.5185,12.85668
0.31632,740,415.36224,0.52268,0.5185,12.85643
0.31732,740,424.79788,0.52269,0.5185,12.85617
0.31832,740,424.79788,0.5227,0.5185,12.85589
0.31932,740,426.81784,0.52271,0.5185,12.85558
0.32032,740,426.81784,0.52273,0.5185,12.85525
0.32132,740,441.08001,0.52274,0.5185,12.8549
0.32232,740,441.08001,0.52276,0.5185,12.85453
0.32332,740,443.03942,0.52277,0.5185,12.85413
0.32432,740,443.03942,0.52279,0.5185,12.85371
0.32532,740,468.23052,0.52281,0.5185,12.85326
0.32632,740,475.17092,0.52283,0.5185,12.85278
0.32732,740,475.17092,0.52285,0.5185,12.85228
0.32832,740,476.68499,0.52287,0.5185,12.85175
0.32932,740,476.68499,0.52289,0.5185,12.85119
0.33032,740,484.92593,0.52292,0.5185,12.8506
0.33132,740,484.92593,0.52294,0.5185,12.84998
0.33232,740,492.91482,0.52297,0.5185,12.84933
0.33332,740,521.85925,0.523,0.5185,12.84865
0.33432,740,521.85925,0.52303,0.5185,12.84793
0.33532,740,523.38067,0.52306,0.5185,12.84719
0.33632,740,523.38067,0.52309,0.5185,12.84641
0.33732,740,528.30957,0.52312,0.5185,12.8456
0.33832,740,528.62066,0.52315,0.5185,12.84476
0.33932,740,528.62066,0.52319,0.5185,12.84388
0.34032,740,534.92126,0.52323,0.5185,12.84297
0.34132,740,534.92126,0.52327,0.5185,12.84202
0.34232,740,534.92126,0.52331,0.5185,12.84104
0.34332,740,556.47729,0.52335,0.5185,12.84002
0.34432,740,557.16815,0.52339,0.5185,12.83896
0.34532,740,557.16815,0.52344,0.5185,12.83787
0.34632,740,580.21838,0.52348,0.5185,12.83675
0.34732,740,589.36169,0.52353,0.5185,12.83559
0.34832,740,589.36169,0.52358,0.5185,12.83439
0.34932,740,589.36169,0.52363,0.5185,12.83315
0.35032,740,590.52496,0.52368,0.5185,12.83188
0.35132,740,590.52496,0.52373,0.5185,12.83057
0.35232,740,592.86517,0.52379,0.5185,12.82922
0.35332,740,592.86517,0.52385,0.5185,12.82784
0.35432,740,592.86517,0.5239,0.5185,12.82641
0.35532,740,601.20422,0.52396,0.5185,12.82495
0.35632,740,611.02648,0.52402,0.5185,12.82346
0.35732,740,613.5324,0.52409,0.5185,12.82192
0.35832,740,613.5324,0.52415,0.5185,12.82035
0.35933,740,614.79309,0.52422,0.5185,12.81875
0.36032,740,615.21447,0.52428,0.5185,12.81711
0.36132,740,615.21447,0.52435,0.5185,12.81543
0.36232,740,632.1112,0.52442,0.5185,12.81371
0.36332,740,636.59423,0.52449,0.5185,12.81197
0.36432,740,646.21881,0.52457,0.5185,12.81019
0.36532,740,646.21881,0.52464,0.5185,12.80837
0.36632,740,650.43328,0.52472,0.5185,12.80652
0.36732,740,650.43328,0.52479,0.5185,12.80464
0.36832,740,650.43328,0.52487,0.5185,12.80273
0.36932,740,650.43328,0.52495,0.5185,12.80078
0.37032,740,650.43328,0.52503,0.5185,12.7988
0.37132,740,650.43328,0.52512,0.5185,12.79679
0.37232,740,650.43328,0.5252,0.5185,12.79475
0.37332,740,650.43328,0.52528,0.5185,12.79268
0.37432,740,661.45751,0.52537,0.5185,12.79058
0.37532,740,661.45751,0.52546,0.5185,12.78845
0.37632,740,661.45751,0.52555,0.5185,12.78629
0.37732,740,661.45751,0.52564,0.5185,12.78411
0.37832,740,670.34942,0.52573,0.5185,12.7819
0.37932,740,676.92144,0.52582,0.5185,12.77966
0.38032,740,676.92144,0.52591,0.5185,12.7774
0.38132,740,676.92144,0.52601,0.5185,12.77511
0.38232,740,676.92144,0.5261,0.5185,12.7728
0.38332,740,681.03027,0.5262,0.5185,12.77047
0.38432,740,683.62365,0.5263,0.5185,12.76812
0.38532,740,683.62365,0.52639,0.5185,12.76575
0.38632,740,687.28784,0.52649,0.5185,12.76336
0.38732,740,687.28784,0.52659,0.5185,12.76094
0.38832,740,687.28784,0.52669,0.5185,12.75851
0.38932,740,687.28784,0.52679,0.5185,12.75606
0.39032,740,690.99145,0.52689,0.5185,12.75359
0.39132,740,687.28784,0.527,0.5185,12.7511
0.39232,740,690.99145,0.5271,0.5185,12.7486
0.39332,740,690.99145,0.52721,0.5185,12.74608
0.39432,740,692.591,0.52731,0.5185,12.74355
0.39532,740,693.66143,0.52742,0.5185,12.741
0.39632,740,693.66143,0.52752,0.5185,12.73844
0.39732,740,693.66143,0.52763,0.5185,12.73587
0.39832,740,693.66143,0.52774,0.5185,12.73328
0.39932,740,693.66143,0.52784,0.5185,12.73068
0.40032,740,693.66143,0.52795,0.5185,12.72808
0.40132,740,693.66143,0.52806,0.5185,12.72546
0.40232,740,693.66143,0.52817,0.5185,12.72283
0.40332,740,702.89575,0.52828,0.5185,12.72019
0.40432,740,705.65875,0.52839,0.5185,12.71755
0.40532,740,702.89575,0.5285,0.5185,12.7149
0.40632,740,693.66143,0.52861,0.5185,12.71224
0.40732,740,693.66143,0.52872,0.5185,12.70957
0.40832,740,693.66143,0.52883,0.5185,12.7069
0.40933,740,702.89575,0.52894,0.5185,12.70422
0.41032,740,703.99835,0.52905,0.5185,12.70154
0.41132,740,709.56359,0.52917,0.5185,12.69886
0.41232,740,709.56359,0.52928,0.5185,12.69617
0.41332,740,709.56359,0.52939,0.5185,12.69348
