time,target gyro x,target gyro y,target gyro z,gyro x,gyro y,gyro z,target angle x,target angle y,target angle z,angle x,angle y,angle z,target vel z,vel z,target pos z,pos z,desire thrust,desire rotor speed,rotor speed,motor_output,bettery voltage,height,thrust,imu_z,acc_z_d,acc_z_com
44.68099,-1.57079,1.57079,-0.66289,-0.14800,0.20701,-0.10103,-0.12160,0.09758,1.79826,0.01191,-0.08523,1.92495,0.52290,0.00551,-0.29349,-0.64210,-3.79051,762.39215,836.53112,0.54659,12.73639,0.64210,-0.22004,-9.83323,8.33676,8.11672
44.68199,-1.57079,1.57079,-0.66289,-0.14800,0.20701,-0.10103,-0.12160,0.09758,1.79826,0.01191,-0.08523,1.92495,0.52290,0.00551,-0.29349,-0.64210,-3.79051,762.39215,834.19879,0.54659,12.73646,0.64210,-0.22303,-9.83323,8.33676,8.11373
44.68299,-1.57079,1.57079,-0.66289,-0.15218,0.21541,-0.10102,-0.12160,0.09758,1.79826,0.01191,-0.08523,1.92495,0.52290,0.00551,-0.29349,-0.64210,-3.78777,762.11706,834.19879,0.54633,12.73654,0.64210,-0.22589,-9.76803,8.33676,8.11086
44.68399,-1.57079,1.57079,-0.66289,-0.15218,0.21541,-0.10102,-0.12160,0.09758,1.79826,0.01191,-0.08523,1.92495,0.52290,0.00551,-0.29349,-0.64210,-3.78777,762.11706,834.19879,0.54633,12.73661,0.64210,-0.22876,-9.76803,8.33676,8.10800
44.68500,-1.57079,1.57079,-0.66289,-0.14944,0.21994,-0.10158,-0.12160,0.09758,1.79826,0.01191,-0.08523,1.92495,0.52290,0.00551,-0.29349,-0.64210,-3.78511,761.84906,834.19879,0.54608,12.73669,0.64210,-0.23160,-9.75733,8.33676,8.10516
44.68600,-1.57079,1.57079,-0.66289,-0.14944,0.21994,-0.10158,-0.12160,0.09758,1.79826,0.01191,-0.08523,1.92495,0.52290,0.00551,-0.29349,-0.64210,-3.78511,761.84906,832.65112,0.54608,12.73677,0.64210,-0.23444,-9.75732,8.33676,8.10232
44.68700,0.21531,0.79156,-0.63433,-0.14419,0.22723,-0.09703,-0.05495,0.05037,1.79826,0.01026,-0.08319,1.92393,0.52290,0.00102,-0.29349,-0.64210,-3.73967,757.26281,832.65112,0.54192,12.73686,0.64210,-0.23739,-9.72176,8.24527,8.00787
44.68799,0.21531,0.79156,-0.63433,-0.14419,0.22723,-0.09703,-0.05495,0.05037,1.79826,0.01026,-0.08319,1.92393,0.52290,0.00102,-0.29349,-0.64210,-3.73967,757.26281,831.87939,0.54192,12.73694,0.64210,-0.24035,-9.72176,8.24527,8.00492
44.68899,0.21531,0.79156,-0.63433,-0.14593,0.23411,-0.08520,-0.05495,0.05037,1.79826,0.01026,-0.08319,1.92393,0.52290,0.00102,-0.29349,-0.64210,-3.73692,756.98455,830.34033,0.54166,12.73703,0.64210,-0.24328,-9.71057,8.24527,8.00198
44.68999,0.21531,0.79156,-0.63433,-0.14593,0.23411,-0.08520,-0.05495,0.05037,1.79826,0.01026,-0.08319,1.92393,0.52290,0.00102,-0.29349,-0.64210,-3.73692,756.98455,830.34033,0.54166,12.73712,0.64210,-0.24621,-9.71057,8.24527,7.99905
44.69100,0.21531,0.79156,-0.63433,-0.14958,0.23358,-0.07390,-0.05495,0.05037,1.79826,0.01026,-0.08319,1.92393,0.52290,0.00102,-0.29349,-0.64210,-3.73409,756.69763,830.34033,0.54140,12.73722,0.64210,-0.24934,-9.81258,8.24527,7.99592
44.69200,0.21531,0.79156,-0.63433,-0.14958,0.23358,-0.07390,-0.05495,0.05037,1.79826,0.01026,-0.08319,1.92393,0.52290,0.00102,-0.29349,-0.64210,-3.73409,756.69763,830.34033,0.54140,12.73731,0.64210,-0.25248,-9.81258,8.24527,7.99278
44.69300,0.21531,0.79156,-0.63433,-0.14755,0.23211,-0.06726,-0.05495,0.05037,1.79826,0.01026,-0.08319,1.92393,0.52290,0.00102,-0.29349,-0.64210,-3.73108,756.39190,831.10913,0.54111,12.73740,0.64210,-0.25580,-9.90779,8.24527,7.98946
44.69400,0.21531,0.79156,-0.63433,-0.14755,0.23211,-0.06726,-0.05495,0.05037,1.79826,0.01026,-0.08319,1.92393,0.52290,0.00102,-0.29349,-0.64210,-3.73108,756.39190,831.10913,0.54111,12.73750,0.64210,-0.25913,-9.90779,8.24527,7.98613
44.69499,0.21531,0.79156,-0.63433,-0.14659,0.23870,-0.05901,-0.05495,0.05037,1.79826,0.01026,-0.08319,1.92393,0.52290,0.00102,-0.29349,-0.64210,-3.72800,756.07977,830.34033,0.54082,12.73760,0.64210,-0.26239,-9.87931,8.24527,7.98287
44.69599,0.21531,0.79156,-0.63433,-0.14659,0.23870,-0.05901,-0.05495,0.05037,1.79826,0.01026,-0.08319,1.92393,0.52290,0.00102,-0.29349,-0.64210,-3.72800,756.07977,830.34033,0.54082,12.73771,0.64200,-0.26566,-9.87931,8.24527,7.97960
44.69699,0.89150,0.51065,-0.62704,-0.15222,0.24752,-0.04524,-0.01621,0.03253,1.79826,0.00862,-0.08090,1.92320,0.52274,0.00146,-0.29349,-0.64200,-3.71763,755.02758,829.57287,0.53986,12.73781,0.64200,-0.26890,-9.84833,8.22957,7.96066
44.69800,0.89150,0.51065,-0.62704,-0.15222,0.24752,-0.04524,-0.01621,0.03253,1.79826,0.00862,-0.08090,1.92320,0.52274,0.00146,-0.29349,-0.64200,-3.71763,755.02758,829.57287,0.53986,12.73792,0.64200,-0.27214,-9.84833,8.22957,7.95743
44.69900,0.89150,0.51065,-0.62704,-0.15577,0.25081,-0.02864,-0.01621,0.03253,1.79826,0.00862,-0.08090,1.92320,0.52274,0.00146,-0.29349,-0.64200,-3.71456,754.71588,829.57287,0.53957,12.73803,0.64200,-0.27547,-9.89630,8.22957,7.95409
44.70000,0.89150,0.51065,-0.62704,-0.15577,0.25081,-0.02864,-0.01621,0.03253,1.79826,0.00862,-0.08090,1.92320,0.52274,0.00146,-0.29349,-0.64200,-3.71456,754.71588,829.57287,0.53957,12.73814,0.64200,-0.27880,-9.89630,8.22957,7.95076
44.70100,0.89150,0.51065,-0.62704,-0.15374,0.25451,-0.00708,-0.01621,0.03253,1.79826,0.00862,-0.08090,1.92320,0.52274,0.00146,-0.29349,-0.64200,-3.71145,754.40014,829.57287,0.53927,12.73826,0.64200,-0.28212,-9.88938,8.22957,7.94744
44.70199,0.89150,0.51065,-0.62704,-0.15374,0.25451,-0.00708,-0.01621,0.03253,1.79826,0.00862,-0.08090,1.92320,0.52274,0.00146,-0.29349,-0.64200,-3.71145,754.40014,827.27917,0.53927,12.73837,0.64200,-0.28544,-9.88938,8.22957,7.94412
44.70299,0.89150,0.51065,-0.62704,-0.15746,0.26395,0.02599,-0.01621,0.03253,1.79826,0.00862,-0.08090,1.92320,0.52274,0.00146,-0.29349,-0.64200,-3.70846,754.09558,820.47338,0.53898,12.73849,0.64200,-0.28854,-9.77761,8.22957,7.94102
44.70399,0.89150,0.51065,-0.62704,-0.15746,0.26395,0.02599,-0.01621,0.03253,1.79826,0.00862,-0.08090,1.92320,0.52274,0.00146,-0.29349,-0.64200,-3.70846,754.09558,820.47338,0.53898,12.73861,0.64200,-0.29164,-9.77761,8.22957,7.93793
44.70500,0.89150,0.51065,-0.62704,-0.17041,0.27162,0.06827,-0.01621,0.03253,1.79826,0.00862,-0.08090,1.92320,0.52274,0.00146,-0.29349,-0.64200,-3.70562,753.80676,816.74053,0.53871,12.73874,0.64200,-0.29462,-9.72268,8.22957,7.93494
44.70600,0.89150,0.51065,-0.62704,-0.17041,0.27162,0.06827,-0.01621,0.03253,1.79826,0.00862,-0.08090,1.92320,0.52274,0.00146,-0.29349,-0.64200,-3.70562,753.80676,816.74053,0.53871,12.73886,0.64210,-0.29761,-9.72273,8.22957,7.93196
44.70700,0.93652,0.54862,-0.62748,-0.18024,0.27382,0.11072,0.00417,0.02591,1.79826,0.00677,-0.07833,1.92340,0.52290,-0.00070,-0.29349,-0.64210,-3.69830,753.06213,816.74053,0.53803,12.73899,0.64210,-0.30072,-9.77719,8.22000,7.91927
44.70800,0.93652,0.54862,-0.62748,-0.18024,0.27382,0.11072,0.00417,0.02591,1.79826,0.00677,-0.07833,1.92340,0.52290,-0.00070,-0.29349,-0.64210,-3.69830,753.06213,816.74053,0.53803,12.73912,0.64210,-0.30384,-9.77719,8.22000,7.91616
44.70899,0.93652,0.54862,-0.62748,-0.18241,0.27961,0.15201,0.00417,0.02591,1.79826,0.00677,-0.07833,1.92340,0.52290,-0.00070,-0.29349,-0.64210,-3.69540,752.76672,816.74053,0.53775,12.73925,0.64210,-0.30693,-9.76874,8.22000,7.91306
44.70999,0.93652,0.54862,-0.62748,-0.18241,0.27961,0.15201,0.00417,0.02591,1.79826,0.00677,-0.07833,1.92340,0.52290,-0.00070,-0.29349,-0.64210,-3.69540,752.76672,810.10638,0.53775,12.73938,0.64210,-0.31003,-9.76874,8.22000,7.90996
44.71099,0.93652,0.54862,-0.62748,-0.18734,0.29163,0.19689,0.00417,0.02591,1.79826,0.00677,-0.07833,1.92340,0.52290,-0.00070,-0.29349,-0.64210,-3.69263,752.48474,810.10638,0.53748,12.73951,0.64210,-0.31286,-9.63474,8.22000,7.90713
44.71200,0.93652,0.54862,-0.62748,-0.18734,0.29163,0.19689,0.00417,0.02591,1.79826,0.00677,-0.07833,1.92340,0.52290,-0.00070,-0.29349,-0.64210,-3.69263,752.48474,818.22955,0.53748,12.73965,0.64210,-0.31569,-9.63474,8.22000,7.90430
44.71300,0.93652,0.54862,-0.62748,-0.19767,0.29959,0.24444,0.00417,0.02591,1.79826,0.00677,-0.07833,1.92340,0.52290,-0.00070,-0.29349,-0.64210,-3.69007,752.22442,808.64678,0.53724,12.73979,0.64210,-0.31833,-9.53987,8.22000,7.90166
44.71400,0.93652,0.54862,-0.62748,-0.19767,0.29959,0.24444,0.00417,0.02591,1.79826,0.00677,-0.07833,1.92340,0.52290,-0.00070,-0.29349,-0.64210,-3.69007,752.22442,808.64678,0.53724,12.73992,0.64210,-0.32097,-9.53987,8.22000,7.89902
44.71500,0.93652,0.54862,-0.62748,-0.20374,0.30095,0.29132,0.00417,0.02591,1.79826,0.00677,-0.07833,1.92340,0.52290,-0.00070,-0.29349,-0.64210,-3.68760,751.97192,801.42669,0.53700,12.74006,0.64210,-0.32364,-9.55303,8.22000,7.89636
44.71599,0.93652,0.54862,-0.62748,-0.20374,0.30095,0.29132,0.00417,0.02591,1.79826,0.00677,-0.07833,1.92340,0.52290,-0.00070,-0.29349,-0.64210,-3.68760,751.97192,811.57135,0.53700,12.74020,0.64210,-0.32630,-9.55303,8.22000,7.89369
44.71699,0.66431,0.49206,-0.63853,-0.20534,0.30539,0.34127,0.00469,0.01751,1.79826,0.00437,-0.07544,1.92590,0.52290,-0.00070,-0.29349,-0.64210,-3.68444,751.64953,807.91894,0.53669,12.74034,0.64210,-0.32892,-9.52881,8.21852,7.88959
44.71799,0.66431,0.49206,-0.63853,-0.20534,0.30539,0.34127,0.00469,0.01751,1.79826,0.00437,-0.07544,1.92590,0.52290,-0.00070,-0.29349,-0.64210,-3.68444,751.64953,807.91894,0.53669,12.74049,0.64210,-0.33154,-9.52881,8.21852,7.88697
44.71900,0.66431,0.49206,-0.63853,-0.21293,0.31400,0.39821,0.00469,0.01751,1.79826,0.00437,-0.07544,1.92590,0.52290,-0.00070,-0.29349,-0.64210,-3.68208,751.40911,801.42669,0.53646,12.74063,0.64210,-0.33397,-9.43211,8.21852,7.88454
44.72000,0.66431,0.49206,-0.63853,-0.21293,0.31400,0.39821,0.00469,0.01751,1.79826,0.00437,-0.07544,1.92590,0.52290,-0.00070,-0.29349,-0.64210,-3.68208,751.40911,798.57464,0.53646,12.74078,0.64210,-0.33640,-9.43211,8.21852,7.88212
44.72100,0.66431,0.49206,-0.63853,-0.22559,0.31720,0.45590,0.00469,0.01751,1.79826,0.00437,-0.07544,1.92590,0.52290,-0.00070,-0.29349,-0.64210,-3.67983,751.17993,807.91894,0.53624,12.74093,0.64210,-0.33878,-9.40943,8.21852,7.87973
44.72200,0.66431,0.49206,-0.63853,-0.22559,0.31720,0.45590,0.00469,0.01751,1.79826,0.00437,-0.07544,1.92590,0.52290,-0.00070,-0.29349,-0.64210,-3.67983,751.17993,807.91894,0.53624,12.74108,0.64210,-0.34116,-9.40943,8.21852,7.87735
44.72299,0.66431,0.49206,-0.63853,-0.23154,0.31579,0.50694,0.00469,0.01751,1.79826,0.00437,-0.07544,1.92590,0.52290,-0.00070,-0.29349,-0.64210,-3.67757,750.94909,807.91894,0.53602,12.74123,0.64210,-0.34362,-9.44844,8.21852,7.87489
44.72399,0.66431,0.49206,-0.63853,-0.23154,0.31579,0.50694,0.00469,0.01751,1.79826,0.00437,-0.07544,1.92590,0.52290,-0.00070,-0.29349,-0.64210,-3.67757,750.94909,811.57135,0.53602,12.74138,0.64210,-0.34608,-9.44844,8.21852,7.87243
44.72499,0.66431,0.49206,-0.63853,-0.23062,0.32040,0.55472,0.00469,0.01751,1.79826,0.00437,-0.07544,1.92590,0.52290,-0.00070,-0.29349,-0.64210,-3.67537,750.72406,811.57135,0.53580,12.74153,0.64210,-0.34834,-9.34778,8.21852,7.87017
44.72600,0.66431,0.49206,-0.63853,-0.23062,0.32040,0.55472,0.00469,0.01751,1.79826,0.00437,-0.07544,1.92590,0.52290,-0.00070,-0.29349,-0.64210,-3.67537,750.72406,811.57135,0.53580,12.74169,0.64210,-0.35060,-9.34779,8.21852,7.86792
44.72700,0.78740,0.64576,-0.66361,-0.23351,0.32965,0.60538,0.01584,0.02048,1.79826,0.00143,-0.07227,1.93115,0.52290,-0.00275,-0.29349,-0.64210,-3.67127,750.30554,811.57135,0.53541,12.74184,0.64210,-0.35239,-9.11050,8.21380,7.86140
44.72800,0.78740,0.64576,-0.66361,-0.23351,0.32965,0.60538,0.01584,0.02048,1.79826,0.00143,-0.07227,1.93115,0.52290,-0.00275,-0.29349,-0.64210,-3.67127,750.30554,809.37591,0.53541,12.74200,0.64210,-0.35419,-9.11050,8.21380,7.85961
44.72900,0.78740,0.64576,-0.66361,-0.23974,0.33196,0.65690,0.01584,0.02048,1.79826,0.00143,-0.07227,1.93115,0.52290,-0.00275,-0.29349,-0.64210,-3.66974,750.14929,809.37591,0.53526,12.74216,0.64210,-0.35567,-8.95397,8.21380,7.85813
44.72999,0.78740,0.64576,-0.66361,-0.23974,0.33196,0.65690,0.01584,0.02048,1.79826,0.00143,-0.07227,1.93115,0.52290,-0.00275,-0.29349,-0.64210,-3.66974,750.14929,809.37591,0.53526,12.74233,0.64210,-0.35715,-8.95397,8.21380,7.85665
44.73099,0.78740,0.64576,-0.66361,-0.23932,0.32801,0.70595,0.01584,0.02048,1.79826,0.00143,-0.07227,1.93115,0.52290,-0.00275,-0.29349,-0.64210,-3.66842,750.01397,809.37591,0.53512,12.74250,0.64210,-0.35850,-8.89088,8.21380,7.85529
44.73199,0.78740,0.64576,-0.66361,-0.23932,0.32801,0.70595,0.01584,0.02048,1.79826,0.00143,-0.07227,1.93115,0.52290,-0.00275,-0.29349,-0.64210,-3.66842,750.01397,801.42669,0.53512,12.74267,0.64210,-0.35985,-8.89088,8.21380,7.85394
44.73300,0.78740,0.64576,-0.66361,-0.23425,0.32826,0.75649,0.01584,0.02048,1.79826,0.00143,-0.07227,1.93115,0.52290,-0.00275,-0.29349,-0.64210,-3.66728,749.89746,794.33441,0.53500,12.74284,0.64210,-0.36094,-8.75713,8.21380,7.85285
44.73400,0.78740,0.64576,-0.66361,-0.23425,0.32826,0.75649,0.01584,0.02048,1.79826,0.00143,-0.07227,1.93115,0.52290,-0.00275,-0.29349,-0.64210,-3.66728,749.89746,794.33441,0.53500,12.74302,0.64210,-0.36203,-8.75713,8.21380,7.85177
44.73500,0.78740,0.64576,-0.66361,-0.23567,0.33159,0.81080,0.01584,0.02048,1.79826,0.00143,-0.07227,1.93115,0.52290,-0.00275,-0.29349,-0.64210,-3.66642,749.80999,790.83514,0.53491,12.74319,0.64210,-0.36277,-8.58651,8.21380,7.85102
44.73600,0.78740,0.64576,-0.66361,-0.23567,0.33159,0.81080,0.01584,0.02048,1.79826,0.00143,-0.07227,1.93115,0.52290,-0.00275,-0.29349,-0.64210,-3.66642,749.80999,790.83514,0.53491,12.74338,0.64210,-0.36352,-8.58663,8.21380,7.85027
44.73699,0.59059,0.55979,-0.70083,-0.24180,0.32898,0.86103,0.01147,0.01609,1.79826,-0.00176,-0.06895,1.93896,0.52290,-0.00275,-0.29349,-0.64210,-3.66524,749.68859,790.83514,0.53478,12.74356,0.64210,-0.36417,-8.53630,8.21265,7.84848
44.73799,0.59059,0.55979,-0.70083,-0.24180,0.32898,0.86103,0.01147,0.01609,1.79826,-0.00176,-0.06895,1.93896,0.52290,-0.00275,-0.29349,-0.64210,-3.66524,749.68859,794.33441,0.53478,12.74375,0.64210,-0.36481,-8.53630,8.21265,7.84783
44.73899,0.59059,0.55979,-0.70083,-0.24124,0.32361,0.90048,0.01147,0.01609,1.79826,-0.00176,-0.06895,1.93896,0.52290,-0.00275,-0.29349,-0.64210,-3.66463,749.62664,790.83514,0.53471,12.74394,0.64210,-0.36546,-8.53727,8.21265,7.84718
44.74000,0.59059,0.55979,-0.70083,-0.24124,0.32361,0.90048,0.01147,0.01609,1.79826,-0.00176,-0.06895,1.93896,0.52290,-0.00275,-0.29349,-0.64210,-3.66463,749.62664,794.33441,0.53471,12.74414,0.64210,-0.36611,-8.53727,8.21265,7.84653
44.74100,0.59059,0.55979,-0.70083,-0.23570,0.32553,0.93415,0.01147,0.01609,1.79826,-0.00176,-0.06895,1.93896,0.52290,-0.00275,-0.29349,-0.64210,-3.66415,749.57769,790.83514,0.53465,12.74433,0.64210,-0.36649,-8.40047,8.21265,7.84616
44.74200,0.59059,0.55979,-0.70083,-0.23570,0.32553,0.93415,0.01147,0.01609,1.79826,-0.00176,-0.06895,1.93896,0.52290,-0.00275,-0.29349,-0.64210,-3.66415,749.57769,790.83514,0.53465,12.74453,0.64210,-0.36686,-8.40047,8.21265,7.84578
44.74300,0.59059,0.55979,-0.70083,-0.23646,0.33112,0.96904,0.01147,0.01609,1.79826,-0.00176,-0.06895,1.93896,0.52290,-0.00275,-0.29349,-0.64210,-3.66401,749.56323,790.83514,0.53462,12.74473,0.64210,-0.36679,-8.17668,8.21265,7.84585
44.74399,0.59059,0.55979,-0.70083,-0.23646,0.33112,0.96904,0.01147,0.01609,1.79826,-0.00176,-0.06895,1.93896,0.52290,-0.00275,-0.29349,-0.64210,-3.66401,749.56323,795.03796,0.53462,12.74493,0.64210,-0.36672,-8.17668,8.21265,7.84593
44.74499,0.59059,0.55979,-0.70083,-0.24175,0.32907,1.00371,0.01147,0.01609,1.79826,-0.00176,-0.06895,1.93896,0.52290,-0.00275,-0.29349,-0.64210,-3.66418,749.58068,795.03796,0.53462,12.74514,0.64210,-0.36642,-8.06557,8.21265,7.84622
44.74599,0.59059,0.55979,-0.70083,-0.24175,0.32907,1.00371,0.01147,0.01609,1.79826,-0.00176,-0.06895,1.93896,0.52290,-0.00275,-0.29349,-0.64210,-3.66418,749.58068,795.03796,0.53462,12.74535,0.64219,-0.36613,-8.06561,8.21265,7.84651
44.74700,0.50839,0.67073,-0.74820,-0.24030,0.32183,1.03568,0.00661,0.02052,1.79826,-0.00508,-0.06561,1.94891,0.52304,-0.00574,-0.29349,-0.64219,-3.66020,749.17340,792.23114,0.53423,12.74556,0.64219,-0.36581,-8.04534,8.20351,7.83769
44.74800,0.50839,0.67073,-0.74820,-0.24030,0.32183,1.03568,0.00661,0.02052,1.79826,-0.00508,-0.06561,1.94891,0.52304,-0.00574,-0.29349,-0.64219,-3.66020,749.17340,792.23114,0.53423,12.74578,0.64219,-0.36550,-8.04534,8.20351,7.83801
44.74900,0.50839,0.67073,-0.74820,-0.23377,0.32009,1.06946,0.00661,0.02052,1.79826,-0.00508,-0.06561,1.94891,0.52304,-0.00574,-0.29349,-0.64219,-3.66059,749.21307,790.83514,0.53425,12.74601,0.64219,-0.36498,-7.94635,8.20351,7.83853
44.75000,0.50839,0.67073,-0.74820,-0.23377,0.32009,1.06946,0.00661,0.02052,1.79826,-0.00508,-0.06561,1.94891,0.52304,-0.00574,-0.29349,-0.64219,-3.66059,749.21307,790.83514,0.53425,12.74624,0.64219,-0.36447,-7.94635,8.20351,7.83904
44.75099,0.50839,0.67073,-0.74820,-0.23324,0.32192,1.10726,0.00661,0.02052,1.79826,-0.00508,-0.06561,1.94891,0.52304,-0.00574,-0.29349,-0.64219,-3.66119,749.27453,790.83514,0.53429,12.74647,0.64219,-0.36370,-7.81786,8.20351,7.83981
44.75199,0.50839,0.67073,-0.74820,-0.23324,0.32192,1.10726,0.00661,0.02052,1.79826,-0.00508,-0.06561,1.94891,0.52304,-0.00574,-0.29349,-0.64219,-3.66119,749.27453,787.36657,0.53429,12.74671,0.64219,-0.36293,-7.81786,8.20351,7.84058
44.75299,0.50839,0.67073,-0.74820,-0.23707,0.31805,1.14101,0.00661,0.02052,1.79826,-0.00508,-0.06561,1.94891,0.52304,-0.00574,-0.29349,-0.64219,-3.66189,749.34619,787.36657,0.53433,12.74695,0.64219,-0.36220,-7.83932,8.20351,7.84131
44.75400,0.50839,0.67073,-0.74820,-0.23707,0.31805,1.14101,0.00661,0.02052,1.79826,-0.00508,-0.06561,1.94891,0.52304,-0.00574,-0.29349,-0.64219,-3.66189,749.34619,783.92828,0.53433,12.74720,0.64219,-0.36147,-7.83932,8.20351,7.84204
44.75500,0.50839,0.67073,-0.74820,-0.23408,0.31197,1.16404,0.00661,0.02052,1.79826,-0.00508,-0.06561,1.94891,0.52304,-0.00574,-0.29349,-0.64219,-3.66247,749.40600,783.92828,0.53436,12.74744,0.64219,-0.36095,-7.94129,8.20351,7.84256
44.75600,0.50839,0.67073,-0.74820,-0.23408,0.31197,1.16404,0.00661,0.02052,1.79826,-0.00508,-0.06561,1.94891,0.52304,-0.00574,-0.29349,-0.64219,-3.66247,749.40600,780.51989,0.53436,12.74770,0.64210,-0.36042,-7.94130,8.20351,7.84309
44.75699,0.61033,0.69720,-0.80293,-0.22607,0.31411,1.18213,0.00894,0.02391,1.79826,-0.00838,-0.06234,1.96033,0.52290,0.00240,-0.29349,-0.64210,-3.67501,750.68737,780.51989,0.53550,12.74796,0.64210,-0.35978,-7.91014,8.22919,7.86941
44.75799,0.61033,0.69720,-0.80293,-0.22607,0.31411,1.18213,0.00894,0.02391,1.79826,-0.00838,-0.06234,1.96033,0.52290,0.00240,-0.29349,-0.64210,-3.67501,750.68737,780.51989,0.53550,12.74822,0.64210,-0.35914,-7.91014,8.22919,7.87004
44.75899,0.61033,0.69720,-0.80293,-0.22442,0.32124,1.20314,0.00894,0.02391,1.79826,-0.00838,-0.06234,1.96033,0.52290,0.00240,-0.29349,-0.64210,-3.67574,750.76147,779.84179,0.53555,12.74848,0.64210,-0.35823,-7.77158,8.22919,7.87096
44.75999,0.61033,0.69720,-0.80293,-0.22442,0.32124,1.20314,0.00894,0.02391,1.79826,-0.00838,-0.06234,1.96033,0.52290,0.00240,-0.29349,-0.64210,-3.67574,750.76147,780.51989,0.53555,12.74875,0.64210,-0.35731,-7.77158,8.22919,7.87187
44.76100,0.61033,0.69720,-0.80293,-0.22706,0.32155,1.22499,0.00894,0.02391,1.79826,-0.00838,-0.06234,1.96033,0.52290,0.00240,-0.29349,-0.64210,-3.67665,750.85437,778.48907,0.53561,12.74903,0.64210,-0.35628,-7.71285,8.22919,7.87291
44.76200,0.61033,0.69720,-0.80293,-0.22706,0.32155,1.22499,0.00894,0.02391,1.79826,-0.00838,-0.06234,1.96033,0.52290,0.00240,-0.29349,-0.64210,-3.67665,750.85437,778.48907,0.53561,12.74930,0.64210,-0.35525,-7.71285,8.22919,7.87394
