time,target gyro x,target gyro y,target gyro z,gyro x,gyro y,gyro z,target angle x,target angle y,target angle z,angle x,angle y,angle z,target vel z,vel z,target pos z,pos z,desire thrust,desire rotor speed,rotor speed,motor_output,bettery voltage,height,thrust,imu_z,acc_z_d,acc_z_com
38.73300,0.69681,0.38591,1.16742,-0.19914,-0.04735,-0.06520,0.04865,-0.00430,1.92283,0.04479,-0.01953,1.68608,0.02070,0.01309,-0.65009,-0.66389,-4.39132,820.59265,831.10913,0.61529,12.40532,0.66389,-0.37356,-10.42164,9.77684,9.40327
38.73400,0.69681,0.38591,1.16742,-0.19914,-0.04735,-0.06520,0.04865,-0.00430,1.92283,0.04479,-0.01953,1.68608,0.02070,0.01309,-0.65009,-0.66389,-4.39132,820.59265,831.10913,0.61529,12.40525,0.66389,-0.37485,-10.42164,9.77684,9.40198
38.73500,0.69681,0.38591,1.16742,-0.19751,-0.04768,-0.05703,0.04865,-0.00430,1.92283,0.04479,-0.01953,1.68608,0.02070,0.01309,-0.65009,-0.66389,-4.39022,820.48944,831.10913,0.61520,12.40519,0.66389,-0.37593,-10.31459,9.77684,9.40091
38.73600,0.69681,0.38591,1.16742,-0.19751,-0.04768,-0.05703,0.04865,-0.00430,1.92283,0.04479,-0.01953,1.68608,0.02070,0.01309,-0.65009,-0.66389,-4.39022,820.48944,831.10913,0.61520,12.40512,0.66389,-0.37700,-10.31460,9.77684,9.39983
38.73699,-1.57079,0.78135,1.15412,-0.19916,-0.05152,-0.04996,-0.17149,0.01736,1.92283,0.04261,-0.01983,1.68551,0.54569,0.01309,-0.30010,-0.66389,-3.70441,753.68438,825.75701,0.55309,12.40507,0.66389,-0.38100,-10.31169,8.31337,7.93236
38.73799,-1.57079,0.78135,1.15412,-0.19916,-0.05152,-0.04996,-0.17149,0.01736,1.92283,0.04261,-0.01983,1.68551,0.54569,0.01309,-0.30010,-0.66389,-3.70441,753.68438,825.75701,0.55309,12.40501,0.66389,-0.38500,-10.31169,8.31337,7.92837
38.73899,-1.57079,0.78135,1.15412,-0.19677,-0.05421,-0.04885,-0.17149,0.01736,1.92283,0.04261,-0.01983,1.68551,0.54569,0.01309,-0.30010,-0.66389,-3.70071,753.30767,825.75701,0.55274,12.40496,0.66389,-0.38893,-10.27821,8.31337,7.92444
38.74000,-1.57079,0.78135,1.15412,-0.19677,-0.05421,-0.04885,-0.17149,0.01736,1.92283,0.04261,-0.01983,1.68551,0.54569,0.01309,-0.30010,-0.66389,-3.70071,753.30767,825.75701,0.55274,12.40491,0.66389,-0.39286,-10.27821,8.31337,7.92051
38.74100,-1.57079,0.78135,1.15412,-0.19437,-0.04963,-0.04912,-0.17149,0.01736,1.92283,0.04261,-0.01983,1.68551,0.54569,0.01309,-0.30010,-0.66389,-3.69722,752.95239,825.75701,0.55242,12.40486,0.66389,-0.39640,-10.08533,8.31337,7.91696
38.74200,-1.57079,0.78135,1.15412,-0.19437,-0.04963,-0.04912,-0.17149,0.01736,1.92283,0.04261,-0.01983,1.68551,0.54569,0.01309,-0.30010,-0.66389,-3.69722,752.95239,831.10913,0.55242,12.40482,0.66389,-0.39994,-10.08533,8.31337,7.91342
