time,target gyro x,target gyro y,target gyro z,gyro x,gyro y,gyro z,target angle x,target angle y,target angle z,angle x,angle y,angle z,target vel z,vel z,target pos z,pos z,desire thrust,desire rotor speed,rotor speed,motor_output,bettery voltage,height,thrust,K_T,acc_z_d,acc_z_com
39.86500,0.62163,0.53497,0.29707,-0.27250,0.12256,0.05091,0.03231,0.01489,1.96611,0.02122,-0.03041,1.90441,0.00914,-0.00662,-0.64980,-0.65590,-4.42737,823.90838,822.72949,0.55397,13.84748,0.65590,-0.24269,6.52211,9.72315,9.48046
39.86600,0.62163,0.53497,0.29707,-0.27250,0.12256,0.05091,0.03231,0.01489,1.96611,0.02122,-0.03041,1.90441,0.00914,-0.00662,-0.64980,-0.65590,-4.42737,823.90838,821.22412,0.55397,13.84730,0.65600,-0.24268,6.52211,9.72315,9.48047
39.86700,-1.57079,0.22705,0.30098,-0.26393,0.12527,0.04749,-0.20636,-0.00197,1.96611,0.01813,-0.02940,1.90507,0.53429,-0.00531,-0.29980,-0.65600,-3.39607,721.59625,821.22412,0.46876,13.84712,0.65600,-0.24717,6.52211,7.51928,7.27210
39.86800,-1.57079,0.22705,0.30098,-0.26393,0.12527,0.04749,-0.20636,-0.00197,1.96611,0.01813,-0.02940,1.90507,0.53429,-0.00531,-0.29980,-0.65600,-3.39607,721.59625,815.99810,0.46876,13.84692,0.65600,-0.25167,6.52211,7.51928,7.26761
39.86899,-1.57079,0.22705,0.30098,-0.25139,0.13354,0.04426,-0.20636,-0.00197,1.96611,0.01813,-0.02940,1.90507,0.53429,-0.00531,-0.29980,-0.65600,-3.39191,721.15393,821.22412,0.46841,13.84673,0.65600,-0.25609,6.52211,7.51928,7.26319
39.86999,-1.57079,0.22705,0.30098,-0.25139,0.13354,0.04426,-0.20636,-0.00197,1.96611,0.01813,-0.02940,1.90507,0.53429,-0.00531,-0.29980,-0.65600,-3.39191,721.15393,821.22412,0.46841,13.84653,0.65600,-0.26050,6.52211,7.51928,7.25877
39.87099,-1.57079,0.22705,0.30098,-0.24840,0.14222,0.04214,-0.20636,-0.00197,1.96611,0.01813,-0.02940,1.90507,0.53429,-0.00531,-0.29980,-0.65600,-3.38783,720.72058,823.48431,0.46806,13.84633,0.65600,-0.26481,6.52211,7.51928,7.25446
39.87200,-1.57079,0.22705,0.30098,-0.24840,0.14222,0.04214,-0.20636,-0.00197,1.96611,0.01813,-0.02940,1.90507,0.53429,-0.00531,-0.29980,-0.65600,-3.38783,720.72058,825.75701,0.46806,13.84612,0.65600,-0.26912,6.52211,7.51928,7.25015
39.87300,-1.57079,0.22705,0.30098,-0.24938,0.14563,0.03832,-0.20636,-0.00197,1.96611,0.01813,-0.02940,1.90507,0.53429,-0.00531,-0.29980,-0.65600,-3.38381,720.29229,825.75701,0.46772,13.84590,0.65600,-0.27343,6.52211,7.51928,7.24584
39.87400,-1.57079,0.22705,0.30098,-0.24938,0.14563,0.03832,-0.20636,-0.00197,1.96611,0.01813,-0.02940,1.90507,0.53429,-0.00531,-0.29980,-0.65600,-3.38381,720.29229,824.24047,0.46772,13.84568,0.65600,-0.27774,6.52211,7.51928,7.24153
39.87500,-1.57079,0.22705,0.30098,-0.24210,0.14903,0.03198,-0.20636,-0.00197,1.96611,0.01813,-0.02940,1.90507,0.53429,-0.00531,-0.29980,-0.65600,-3.37980,719.86541,823.48431,0.46738,13.84545,0.65600,-0.28202,6.52211,7.51928,7.23726
39.87599,-1.57079,0.22705,0.30098,-0.24210,0.14903,0.03198,-0.20636,-0.00197,1.96611,0.01813,-0.02940,1.90507,0.53429,-0.00531,-0.29980,-0.65600,-3.37980,719.86541,823.48431,0.46738,13.84522,0.65600,-0.28629,6.52211,7.51928,7.23298
39.87699,0.04669,0.50410,0.29488,-0.23351,0.15663,0.02658,-0.10576,0.00504,1.96611,0.01534,-0.02811,1.90557,0.53429,-0.00531,-0.29980,-0.65600,-3.32062,713.53527,823.48431,0.46212,13.84498,0.65600,-0.29064,6.52211,7.40117,7.11053
39.87799,0.04669,0.50410,0.29488,-0.23351,0.15663,0.02658,-0.10576,0.00504,1.96611,0.01534,-0.02811,1.90557,0.53429,-0.00531,-0.29980,-0.65600,-3.32062,713.53527,823.48431,0.46212,13.84474,0.65600,-0.29498,6.52211,7.40117,7.10619
39.87900,0.04669,0.50410,0.29488,-0.23352,0.16243,0.02410,-0.10576,0.00504,1.96611,0.01534,-0.02811,1.90557,0.53429,-0.00531,-0.29980,-0.65600,-3.31660,713.10357,824.24047,0.46178,13.84450,0.65600,-0.29924,6.52211,7.40117,7.10193
39.88000,0.04669,0.50410,0.29488,-0.23352,0.16243,0.02410,-0.10576,0.00504,1.96611,0.01534,-0.02811,1.90557,0.53429,-0.00531,-0.29980,-0.65600,-3.31660,713.10357,824.24047,0.46178,13.84425,0.65600,-0.30350,6.52211,7.40117,7.09767
39.88100,0.04669,0.50410,0.29488,-0.23187,0.16361,0.02415,-0.10576,0.00504,1.96611,0.01534,-0.02811,1.90557,0.53429,-0.00531,-0.29980,-0.65600,-3.31257,712.67016,821.97613,0.46143,13.84400,0.65600,-0.30787,6.52211,7.40117,7.09330
39.88199,0.04669,0.50410,0.29488,-0.23187,0.16361,0.02415,-0.10576,0.00504,1.96611,0.01534,-0.02811,1.90557,0.53429,-0.00531,-0.29980,-0.65600,-3.31257,712.67016,819.72406,0.46143,13.84374,0.65600,-0.31224,6.52211,7.40117,7.08893
39.88299,0.04669,0.50410,0.29488,-0.21892,0.16758,0.02956,-0.10576,0.00504,1.96611,0.01534,-0.02811,1.90557,0.53429,-0.00531,-0.29980,-0.65600,-3.30845,712.22723,819.72406,0.46108,13.84349,0.65600,-0.31668,6.52211,7.40117,7.08449
39.88399,0.04669,0.50410,0.29488,-0.21892,0.16758,0.02956,-0.10576,0.00504,1.96611,0.01534,-0.02811,1.90557,0.53429,-0.00531,-0.29980,-0.65600,-3.30845,712.22723,815.25689,0.46108,13.84323,0.65600,-0.32113,6.52211,7.40117,7.08004
39.88499,0.04669,0.50410,0.29488,-0.20710,0.17705,0.04508,-0.10576,0.00504,1.96611,0.01534,-0.02811,1.90557,0.53429,-0.00531,-0.29980,-0.65600,-3.30435,711.78540,815.25689,0.46073,13.84296,0.65600,-0.32547,6.52211,7.40117,7.07570
39.88600,0.04669,0.50410,0.29488,-0.20710,0.17705,0.04508,-0.10576,0.00504,1.96611,0.01534,-0.02811,1.90557,0.53429,-0.00531,-0.29980,-0.65600,-3.30435,711.78540,814.51715,0.46073,13.84270,0.65600,-0.32981,6.52211,7.40117,7.07136
39.88700,0.77267,0.54625,0.29364,-0.20744,0.18402,0.07007,-0.06036,0.00816,1.96611,0.01277,-0.02653,1.90597,0.53429,-0.00531,-0.29980,-0.65600,-3.28734,709.95104,802.14288,0.45922,13.84243,0.65600,-0.33411,6.52211,7.37340,7.03928
39.88800,0.77267,0.54625,0.29364,-0.20744,0.18402,0.07007,-0.06036,0.00816,1.96611,0.01277,-0.02653,1.90597,0.53429,-0.00531,-0.29980,-0.65600,-3.28734,709.95104,802.14288,0.45922,13.84216,0.65600,-0.33842,6.52211,7.37340,7.03497
39.88899,0.77267,0.54625,0.29364,-0.20958,0.18518,0.09983,-0.06036,0.00816,1.96611,0.01277,-0.02653,1.90597,0.53429,-0.00531,-0.29980,-0.65600,-3.28330,709.51513,801.42669,0.45887,13.84189,0.65600,-0.34276,6.52211,7.37340,7.03064
39.88999,0.77267,0.54625,0.29364,-0.20958,0.18518,0.09983,-0.06036,0.00816,1.96611,0.01277,-0.02653,1.90597,0.53429,-0.00531,-0.29980,-0.65600,-3.28330,709.51513,800.71173,0.45887,13.84162,0.65600,-0.34709,6.52211,7.37340,7.02630
39.89099,0.77267,0.54625,0.29364,-0.20572,0.18727,0.13398,-0.06036,0.00816,1.96611,0.01277,-0.02653,1.90597,0.53429,-0.00531,-0.29980,-0.65600,-3.27927,709.07904,800.71173,0.45853,13.84135,0.65600,-0.35139,6.52211,7.37340,7.02200
39.89199,0.77267,0.54625,0.29364,-0.20572,0.18727,0.13398,-0.06036,0.00816,1.96611,0.01277,-0.02653,1.90597,0.53429,-0.00531,-0.29980,-0.65600,-3.27927,709.07904,800.71173,0.45853,13.84107,0.65600,-0.35570,6.52211,7.37340,7.01769
39.89300,0.77267,0.54625,0.29364,-0.20616,0.19248,0.17621,-0.06036,0.00816,1.96611,0.01277,-0.02653,1.90597,0.53429,-0.00531,-0.29980,-0.65600,-3.27533,708.65332,800.71173,0.45819,13.84080,0.65600,-0.35982,6.52211,7.37340,7.01357
39.89400,0.77267,0.54625,0.29364,-0.20616,0.19248,0.17621,-0.06036,0.00816,1.96611,0.01277,-0.02653,1.90597,0.53429,-0.00531,-0.29980,-0.65600,-3.27533,708.65332,795.74279,0.45819,13.84052,0.65600,-0.36395,6.52211,7.37340,7.00944
39.89500,0.77267,0.54625,0.29364,-0.21412,0.19423,0.22694,-0.06036,0.00816,1.96611,0.01277,-0.02653,1.90597,0.53429,-0.00531,-0.29980,-0.65600,-3.27151,708.24011,793.63208,0.45787,13.84024,0.65600,-0.36800,6.52211,7.37340,7.00539
39.89599,0.77267,0.54625,0.29364,-0.21412,0.19423,0.22694,-0.06036,0.00816,1.96611,0.01277,-0.02653,1.90597,0.53429,-0.00531,-0.29980,-0.65600,-3.27151,708.24011,793.63208,0.45787,13.83997,0.65600,-0.37205,6.52211,7.37340,7.00134
39.89699,0.73038,0.53238,0.28589,-0.21455,0.19172,0.28363,-0.04015,0.00954,1.96611,0.01029,-0.02473,1.90782,0.53429,-0.00531,-0.29980,-0.65600,-3.26423,707.45153,792.93103,0.45723,13.83969,0.65600,-0.37619,6.52211,7.36599,6.98980
39.89799,0.73038,0.53238,0.28589,-0.21455,0.19172,0.28363,-0.04015,0.00954,1.96611,0.01029,-0.02473,1.90782,0.53429,-0.00531,-0.29980,-0.65600,-3.26423,707.45153,792.93103,0.45723,13.83941,0.65600,-0.38033,6.52211,7.36599,6.98566
39.89899,0.73038,0.53238,0.28589,-0.20378,0.19264,0.34712,-0.04015,0.00954,1.96611,0.01029,-0.02473,1.90782,0.53429,-0.00531,-0.29980,-0.65600,-3.26038,707.03399,792.93103,0.45690,13.83914,0.65600,-0.38444,6.52211,7.36599,6.98155
39.90000,0.73038,0.53238,0.28589,-0.20378,0.19264,0.34712,-0.04015,0.00954,1.96611,0.01029,-0.02473,1.90782,0.53429,-0.00531,-0.29980,-0.65600,-3.26038,707.03399,791.53253,0.45690,13.83886,0.65600,-0.38855,6.52211,7.36599,6.97744
39.90100,0.73038,0.53238,0.28589,-0.20047,0.19796,0.41973,-0.04015,0.00954,1.96611,0.01029,-0.02473,1.90782,0.53429,-0.00531,-0.29980,-0.65600,-3.25664,706.62860,789.44403,0.45658,13.83858,0.65600,-0.39244,6.52211,7.36599,6.97355
39.90200,0.73038,0.53238,0.28589,-0.20047,0.19796,0.41973,-0.04015,0.00954,1.96611,0.01029,-0.02473,1.90782,0.53429,-0.00531,-0.29980,-0.65600,-3.25664,706.62860,788.75036,0.45658,13.83831,0.65600,-0.39634,6.52211,7.36599,6.96965
39.90299,0.73038,0.53238,0.28589,-0.21275,0.19915,0.49852,-0.04015,0.00954,1.96611,0.01029,-0.02473,1.90782,0.53429,-0.00531,-0.29980,-0.65600,-3.25307,706.24127,786.67651,0.45627,13.83803,0.65600,-0.40008,6.52211,7.36599,6.96590
39.90399,0.73038,0.53238,0.28589,-0.21275,0.19915,0.49852,-0.04015,0.00954,1.96611,0.01029,-0.02473,1.90782,0.53429,-0.00531,-0.29980,-0.65600,-3.25307,706.24127,786.67651,0.45627,13.83776,0.65600,-0.40383,6.52211,7.36599,6.96216
39.90499,0.73038,0.53238,0.28589,-0.22397,0.19429,0.57814,-0.04015,0.00954,1.96611,0.01029,-0.02473,1.90782,0.53429,-0.00531,-0.29980,-0.65600,-3.24957,705.86114,786.67651,0.45597,13.83749,0.65600,-0.40758,6.52211,7.36599,6.95841
