time,imu gyro data x,imu gyro data y,imu gyro data z,imu acc data x,imu acc data y,imu acc data z,ekf acc data x,ekf acc data y,ekf acc data z,ekf _state vel,gps_vel_z,output_delayed_vel_z,output_delayed_pos_z,state attitude x,state attitude y,state attitude z,state velocity x,state velocity y,state velocity z,state position x,state position y,state position z,front_servo out,right_servo out,back_servo out,left_servo out,motor out,bettery voltage
3.331,0.00293,0.00373,-0.00506,-0.20576,-0.25361,-9.73779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51811
3.332,0,0.00346,-0.00586,-0.21533,-0.2249,-9.70429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51811
3.33299,-0.00159,0.00319,-0.00479,-0.18662,-0.25839,-9.74257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51811
3.334,-0.00159,0.00319,-0.00479,-0.18662,-0.25839,-9.74257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51811
3.335,-0.00053,0.00426,-0.00666,-0.26796,-0.21054,-9.75214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51774
3.33599,-0.00053,0.00426,-0.00666,-0.26796,-0.21054,-9.75214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51774
3.33699,-0.00079,0.00479,-0.00692,-0.17226,-0.25361,-9.69951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51774
3.338,-0.00079,0.00479,-0.00692,-0.17226,-0.25361,-9.69951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51774
3.33899,-0.00399,0.00239,-0.00506,-0.1914,-0.2249,-9.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51774
3.33999,-0.00399,0.00239,-0.00506,-0.1914,-0.2249,-9.733,0,0,0,0,0,0,0,-0.00001,0.00008,2.99985,0,0,0,0,0,0,0,0,0,0,0,15.51749
3.341,-0.00053,0.00133,-0.00772,-0.22968,-0.22011,-9.71865,0,0,0,0,0,0,0,-0.00001,0.00008,2.99985,0,0,0,0,0,0,0,0,0,0,0,15.51749
3.342,-0.00053,0.00133,-0.00772,-0.22968,-0.22011,-9.71865,0,0,0,0,0,0,0,-0.00001,0.00008,2.99985,0,0,0,0,0,0,0,0,0,0,0,15.51749
3.34299,0.00213,0.00106,-0.00719,-0.24882,-0.2249,-9.74257,0,0,0,0,0,0,0,-0.00001,0.00008,2.99985,0,0,0,0,0,0,0,0,0,0,0,15.51749
3.344,0.00213,0.00106,-0.00719,-0.24882,-0.2249,-9.74257,0,0,0,0,0,0,0,-0.00001,0.00008,2.99985,0,0,0,0,0,0,0,0,0,0,0,15.51749
3.345,0.00452,0.00133,-0.00612,-0.21054,-0.29189,-9.80957,0,0,0,0,0,0,0,-0.00001,0.00008,2.99985,0,0,0,0,0,0,0,0,0,0,0,15.51716
3.34599,0.00452,0.00133,-0.00612,-0.21054,-0.29189,-9.80957,0,0,0,0,0,0,0,-0.00001,0.00008,2.99985,0,0,0,0,0,0,0,0,0,0,0,15.51716
3.34699,-0.00159,0,-0.00452,-0.19619,-0.23925,-9.77128,0,0,0,0,0,0,0,-0.00001,0.00008,2.99985,0,0,0,0,0,0,0,0,0,0,0,15.51716
3.348,-0.00159,0,-0.00452,-0.19619,-0.23925,-9.77128,0,0,0,0,0,0,0,-0.00001,0.00008,2.99985,0,0,0,0,0,0,0,0,0,0,0,15.51716
3.34899,0,-0.00026,-0.00532,-0.21533,-0.25361,-9.7665,0,0,0,0,0,0,0,-0.00001,0.00008,2.99985,0,0,0,0,0,0,0,0,0,0,0,15.51716
3.34999,0,-0.00026,-0.00532,-0.21533,-0.25361,-9.7665,0,0,0,0,0,0,0,-0.00003,0.00018,2.99957,0,0,0,0,0,0,0,0,0,0,0,15.51726
3.351,0.00479,0,-0.00559,-0.18662,-0.23447,-9.74736,0,0,0,0,0,0,0,-0.00003,0.00018,2.99957,0,0,0,0,0,0,0,0,0,0,0,15.51726
3.35199,0.00479,0,-0.00559,-0.18662,-0.23447,-9.74736,0,0,0,0,0,0,0,-0.00003,0.00018,2.99957,0,0,0,0,0,0,0,0,0,0,0,15.51726
3.35299,0.00106,0.00159,-0.00746,-0.15312,-0.26318,-9.72822,0,0,0,0,0,0,0,-0.00003,0.00018,2.99957,0,0,0,0,0,0,0,0,0,0,0,15.51726
3.354,0.00106,0.00159,-0.00746,-0.15312,-0.26318,-9.72822,0,0,0,0,0,0,0,-0.00003,0.00018,2.99957,0,0,0,0,0,0,0,0,0,0,0,15.51726
3.355,-0.00213,0.00079,-0.00666,-0.18662,-0.2249,-9.71865,0,0,0,0,0,0,0,-0.00003,0.00018,2.99957,0,0,0,0,0,0,0,0,0,0,0,15.51784
3.35599,-0.00213,0.00079,-0.00666,-0.18662,-0.2249,-9.71865,0,0,0,0,0,0,0,-0.00003,0.00018,2.99957,0,0,0,0,0,0,0,0,0,0,0,15.51784
3.357,0.00213,0.00373,-0.00639,-0.21054,-0.21533,-9.70429,0,0,0,0,0,0,0,-0.00003,0.00018,2.99957,0,0,0,0,0,0,0,0,0,0,0,15.51784
3.358,0.00213,0.00373,-0.00639,-0.21054,-0.21533,-9.70429,0,0,0,0,0,0,0,-0.00003,0.00018,2.99957,0,0,0,0,0,0,0,0,0,0,0,15.51784
3.35899,0.00186,0.00293,-0.00852,-0.23925,-0.28232,-9.69951,0,0,0,0,0,0,0,-0.00003,0.00018,2.99957,0,0,0,0,0,0,0,0,0,0,0,15.51784
3.35999,0.00186,0.00293,-0.00852,-0.23925,-0.28232,-9.69951,0,0,0,0,0,0,0,0.00003,0.00017,2.99937,0,0,0,0,0,0,0,0,0,0,0,15.51791
3.361,-0.00213,0.00506,-0.00719,-0.21054,-0.21054,-9.72822,0,0,0,0,0,0,0,0.00003,0.00017,2.99937,0,0,0,0,0,0,0,0,0,0,0,15.51791
3.36199,-0.00213,0.00506,-0.00719,-0.21054,-0.21054,-9.72822,0,0,0,0,0,0,0,0.00003,0.00017,2.99937,0,0,0,0,0,0,0,0,0,0,0,15.51791
3.36299,-0.00026,0.00479,-0.00612,-0.23925,-0.25839,-9.74736,0,0,0,0,0,0,0,0.00003,0.00017,2.99937,0,0,0,0,0,0,0,0,0,0,0,15.51791
3.364,-0.00026,0.00479,-0.00612,-0.23925,-0.25839,-9.74736,0,0,0,0,0,0,0,0.00003,0.00017,2.99937,0,0,0,0,0,0,0,0,0,0,0,15.51791
3.365,0.00399,0.00639,-0.00506,-0.20097,-0.2249,-9.72822,0,0,0,0,0,0,0,0.00003,0.00017,2.99937,0,0,0,0,0,0,0,0,0,0,0,15.51703
3.36599,0.00399,0.00639,-0.00506,-0.20097,-0.2249,-9.72822,0,0,0,0,0,0,0,0.00003,0.00017,2.99937,0,0,0,0,0,0,0,0,0,0,0,15.51703
3.367,-0.00053,0.00559,-0.00532,-0.21533,-0.24404,-9.77128,0,0,0,0,0,0,0,0.00003,0.00017,2.99937,0,0,0,0,0,0,0,0,0,0,0,15.51703
3.368,-0.00053,0.00559,-0.00532,-0.21533,-0.24404,-9.77128,0,0,0,0,0,0,0,0.00003,0.00017,2.99937,0,0,0,0,0,0,0,0,0,0,0,15.51703
3.36899,-0.00346,0.00506,-0.00586,-0.20097,-0.25361,-9.78564,0,0,0,0,0,0,0,0.00003,0.00017,2.99937,0,0,0,0,0,0,0,0,0,0,0,15.51703
3.36999,-0.00346,0.00506,-0.00586,-0.20097,-0.25361,-9.78564,0,0,0,0,0,0,0,0.00006,0.00028,2.99926,0,0,0,0,0,0,0,0,0,0,0,15.51623
3.371,0.00106,0.00586,-0.00692,-0.20097,-0.21054,-9.72343,0,0,0,0,0,0,0,0.00006,0.00028,2.99926,0,0,0,0,0,0,0,0,0,0,0,15.51623
3.37199,0.00106,0.00586,-0.00692,-0.20097,-0.21054,-9.72343,0,0,0,0,0,0,0,0.00006,0.00028,2.99926,0,0,0,0,0,0,0,0,0,0,0,15.51623
3.37299,0.00239,0.00559,-0.00586,-0.18662,-0.2249,-9.75693,0,0,0,0,0,0,0,0.00006,0.00028,2.99926,0,0,0,0,0,0,0,0,0,0,0,15.51623
3.374,0.00239,0.00559,-0.00586,-0.18662,-0.2249,-9.75693,0,0,0,0,0,0,0,0.00006,0.00028,2.99926,0,0,0,0,0,0,0,0,0,0,0,15.51623
3.375,-0.00133,0.00666,-0.00639,-0.21054,-0.22011,-9.73779,0,0,0,0,0,0,0,0.00006,0.00028,2.99926,0,0,0,0,0,0,0,0,0,0,0,15.51654
3.37599,-0.00133,0.00666,-0.00639,-0.21054,-0.22011,-9.73779,0,0,0,0,0,0,0,0.00006,0.00028,2.99926,0,0,0,0,0,0,0,0,0,0,0,15.51654
3.377,0,0.00586,-0.00799,-0.21054,-0.22968,-9.70908,0,0,0,0,0,0,0,0.00006,0.00028,2.99926,0,0,0,0,0,0,0,0,0,0,0,15.51654
3.378,0,0.00586,-0.00799,-0.21054,-0.22968,-9.70908,0,0,0,0,0,0,0,0.00006,0.00028,2.99926,0,0,0,0,0,0,0,0,0,0,0,15.51654
3.37899,0.00479,0.00639,-0.00666,-0.19619,-0.24404,-9.6708,0,0,0,0,0,0,0,0.00006,0.00028,2.99926,0,0,0,0,0,0,0,0,0,0,0,15.51654
3.38,0.00479,0.00639,-0.00666,-0.19619,-0.24404,-9.6708,0,0,0,0,0,0,0,0.00005,0.00047,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.51736
3.381,-0.00026,0.00479,-0.00639,-0.26796,-0.2249,-9.69951,0,0,0,0,0,0,0,0.00005,0.00047,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.51736
3.38199,-0.00026,0.00479,-0.00639,-0.26796,-0.2249,-9.69951,0,0,0,0,0,0,0,0.00005,0.00047,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.51736
3.38299,-0.00373,0.00559,-0.00586,-0.26318,-0.21054,-9.70908,0,0,0,0,0,0,0,0.00005,0.00047,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.51736
3.384,-0.00373,0.00559,-0.00586,-0.26318,-0.21054,-9.70908,0,0,0,0,0,0,0,0.00005,0.00047,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.51736
3.38499,0.00293,0.00293,-0.00772,-0.22011,-0.24882,-9.74736,0,0,0,0,0,0,0,0.00005,0.00047,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.51796
3.38599,0.00293,0.00293,-0.00772,-0.22011,-0.24882,-9.74736,0,0,0,0,0,0,0,0.00005,0.00047,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.51796
3.387,0.00426,0.00266,-0.00666,-0.22968,-0.24404,-9.75214,0,0,0,0,0,0,0,0.00005,0.00047,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.51796
3.388,0.00426,0.00266,-0.00666,-0.22968,-0.24404,-9.75214,0,0,0,0,0,0,0,0.00005,0.00047,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.51796
3.38899,-0.00159,0.00186,-0.00586,-0.20576,-0.23925,-9.73779,0,0,0,0,0,0,0,0.00005,0.00047,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.51796
3.39,-0.00159,0.00186,-0.00586,-0.20576,-0.23925,-9.73779,0,0,0,0,0,0,0,0.00006,0.00057,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51823
3.391,0.00053,0.00239,-0.00612,-0.18183,-0.23447,-9.74736,0,0,0,0,0,0,0,0.00006,0.00057,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51823
3.39199,0.00053,0.00239,-0.00612,-0.18183,-0.23447,-9.74736,0,0,0,0,0,0,0,0.00006,0.00057,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51823
3.39299,0.00426,0.00079,-0.00932,-0.16748,-0.2249,-9.77607,0,0,0,0,0,0,0,0.00006,0.00057,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51823
3.394,0.00426,0.00079,-0.00932,-0.16748,-0.2249,-9.77607,0,0,0,0,0,0,0,0.00006,0.00057,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51823
3.39499,0.00079,0.00346,-0.00799,-0.22011,-0.24404,-9.72343,0,0,0,0,0,0,0,0.00006,0.00057,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51816
3.39599,0.00079,0.00346,-0.00799,-0.22011,-0.24404,-9.72343,0,0,0,0,0,0,0,0.00006,0.00057,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51816
3.397,-0.00106,0.00293,-0.00692,-0.17705,-0.2249,-9.75214,0,0,0,0,0,0,0,0.00006,0.00057,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51816
3.398,-0.00106,0.00293,-0.00692,-0.17705,-0.2249,-9.75214,0,0,0,0,0,0,0,0.00006,0.00057,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51816
3.39899,0.00532,0.00373,-0.00666,-0.23925,-0.22011,-9.71386,0,0,0,0,0,0,0,0.00006,0.00057,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51816
3.4,0.00532,0.00373,-0.00666,-0.23925,-0.22011,-9.71386,0,0,0,0,0,0,0,0.0001,0.00049,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51803
3.401,0.00532,0.00319,-0.00719,-0.17705,-0.24404,-9.70429,0,0,0,0,0,0,0,0.0001,0.00049,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51803
3.40199,0.00532,0.00319,-0.00719,-0.17705,-0.24404,-9.70429,0,0,0,0,0,0,0,0.0001,0.00049,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51803
3.403,-0.00213,0.00186,-0.00612,-0.21533,-0.21054,-9.68994,0,0,0,0,0,0,0,0.0001,0.00049,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51803
3.404,-0.00213,0.00186,-0.00612,-0.21533,-0.21054,-9.68994,0,0,0,0,0,0,0,0.0001,0.00049,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51803
3.40499,-0.00079,0.00079,-0.00746,-0.21054,-0.24882,-9.71386,0,0,0,0,0,0,0,0.0001,0.00049,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51795
3.40599,-0.00079,0.00079,-0.00746,-0.21054,-0.24882,-9.71386,0,0,0,0,0,0,0,0.0001,0.00049,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51795
3.407,0.00319,0.00213,-0.00746,-0.21533,-0.23447,-9.75214,0,0,0,0,0,0,0,0.0001,0.00049,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51795
3.40799,0.00319,0.00213,-0.00746,-0.21533,-0.23447,-9.75214,0,0,0,0,0,0,0,0.0001,0.00049,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51795
3.40899,-0.00186,0.00346,-0.00719,-0.1914,-0.23447,-9.73779,0,0,0,0,0,0,0,0.0001,0.00049,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51795
3.41,-0.00186,0.00346,-0.00719,-0.1914,-0.23447,-9.73779,0,0,0,0,0,0,0,0.00015,0.00038,2.99919,0,0,0,0,0,0,0,0,0,0,0,15.51768
3.411,-0.00159,0.00293,-0.00639,-0.23925,-0.22011,-9.733,0,0,0,0,0,0,0,0.00015,0.00038,2.99919,0,0,0,0,0,0,0,0,0,0,0,15.51768
3.41199,-0.00159,0.00293,-0.00639,-0.23925,-0.22011,-9.733,0,0,0,0,0,0,0,0.00015,0.00038,2.99919,0,0,0,0,0,0,0,0,0,0,0,15.51768
3.413,0.00319,0.00293,-0.00639,-0.21533,-0.26318,-9.7665,0,0,0,0,0,0,0,0.00015,0.00038,2.99919,0,0,0,0,0,0,0,0,0,0,0,15.51768
3.414,0.00319,0.00293,-0.00639,-0.21533,-0.26318,-9.7665,0,0,0,0,0,0,0,0.00015,0.00038,2.99919,0,0,0,0,0,0,0,0,0,0,0,15.51768
3.41499,0.00053,0.00612,-0.00479,-0.18662,-0.22011,-9.76171,0,0,0,0,0,0,0,0.00015,0.00038,2.99919,0,0,0,0,0,0,0,0,0,0,0,15.51711
3.41599,0.00053,0.00612,-0.00479,-0.18662,-0.22011,-9.76171,0,0,0,0,0,0,0,0.00015,0.00038,2.99919,0,0,0,0,0,0,0,0,0,0,0,15.51711
3.417,-0.00293,0.00826,-0.00479,-0.2249,-0.25361,-9.78085,0,0,0,0,0,0,0,0.00015,0.00038,2.99919,0,0,0,0,0,0,0,0,0,0,0,15.51711
3.41799,-0.00293,0.00826,-0.00479,-0.2249,-0.25361,-9.78085,0,0,0,0,0,0,0,0.00015,0.00038,2.99919,0,0,0,0,0,0,0,0,0,0,0,15.51711
3.41899,0.00239,0.00586,-0.00479,-0.19619,-0.23925,-9.77128,0,0,0,0,0,0,0,0.00015,0.00038,2.99919,0,0,0,0,0,0,0,0,0,0,0,15.51711
3.42,0.00239,0.00586,-0.00479,-0.19619,-0.23925,-9.77128,0,0,0,0,0,0,0,0.00011,0.00035,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51633
3.421,0.00373,0.00452,-0.00506,-0.1914,-0.22011,-9.73779,0,0,0,0,0,0,0,0.00011,0.00035,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51633
3.42199,0.00373,0.00452,-0.00506,-0.1914,-0.22011,-9.73779,0,0,0,0,0,0,0,0.00011,0.00035,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51633
3.423,-0.00133,0.00639,-0.00666,-0.21533,-0.25839,-9.72822,0,0,0,0,0,0,0,0.00011,0.00035,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51633
3.424,-0.00133,0.00639,-0.00666,-0.21533,-0.25839,-9.72822,0,0,0,0,0,0,0,0.00011,0.00035,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51633
3.42499,-0.00133,0.00692,-0.00612,-0.17226,-0.25361,-9.70429,0,0,0,0,0,0,0,0.00011,0.00035,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51536
3.426,-0.00133,0.00692,-0.00612,-0.17226,-0.25361,-9.70429,0,0,0,0,0,0,0,0.00011,0.00035,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51536
3.427,0.00293,0.00612,-0.00826,-0.24882,-0.24882,-9.71386,0,0,0,0,0,0,0,0.00011,0.00035,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51536
3.42799,0.00293,0.00612,-0.00826,-0.24882,-0.24882,-9.71386,0,0,0,0,0,0,0,0.00011,0.00035,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51536
3.42899,0.00266,0.00746,-0.00826,-0.20576,-0.23925,-9.71865,0,0,0,0,0,0,0,0.00011,0.00035,2.99921,0,0,0,0,0,0,0,0,0,0,0,15.51536
3.43,0.00266,0.00746,-0.00826,-0.20576,-0.23925,-9.71865,0,0,0,0,0,0,0,0.00008,0.00048,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.5143
3.43099,-0.00266,0.00293,-0.00586,-0.22968,-0.22968,-9.72822,0,0,0,0,0,0,0,0.00008,0.00048,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.5143
3.43199,-0.00266,0.00293,-0.00586,-0.22968,-0.22968,-9.72822,0,0,0,0,0,0,0,0.00008,0.00048,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.5143
3.433,0.00159,0.00426,-0.00506,-0.20576,-0.24404,-9.72343,0,0,0,0,0,0,0,0.00008,0.00048,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.5143
3.434,0.00159,0.00426,-0.00506,-0.20576,-0.24404,-9.72343,0,0,0,0,0,0,0,0.00008,0.00048,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.5143
3.43499,0.00346,0.00452,-0.00746,-0.2249,-0.22011,-9.7665,0,0,0,0,0,0,0,0.00008,0.00048,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51316
3.436,0.00346,0.00452,-0.00746,-0.2249,-0.22011,-9.7665,0,0,0,0,0,0,0,0.00008,0.00048,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51316
3.437,-0.00159,0.00373,-0.00746,-0.21054,-0.22011,-9.79043,0,0,0,0,0,0,0,0.00008,0.00048,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51316
3.43799,-0.00159,0.00373,-0.00746,-0.21054,-0.22011,-9.79043,0,0,0,0,0,0,0,0.00008,0.00048,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51316
3.43899,-0.00079,0.00346,-0.00746,-0.16269,-0.19619,-9.733,0,0,0,0,0,0,0,0.00008,0.00048,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51316
3.44,-0.00079,0.00346,-0.00746,-0.16269,-0.19619,-9.733,0,0,0,0,0,0,0,0.00008,0.00056,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51209
3.44099,0.00586,0.00426,-0.00692,-0.19619,-0.2249,-9.7665,0,0,0,0,0,0,0,0.00008,0.00056,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51209
3.44199,0.00586,0.00426,-0.00692,-0.19619,-0.2249,-9.7665,0,0,0,0,0,0,0,0.00008,0.00056,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51209
3.443,0.00293,0.00346,-0.00772,-0.18183,-0.2249,-9.73779,0,0,0,0,0,0,0,0.00008,0.00056,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51209
3.444,0.00293,0.00346,-0.00772,-0.18183,-0.2249,-9.73779,0,0,0,0,0,0,0,0.00008,0.00056,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51209
3.44499,-0.00293,0.00479,-0.00559,-0.1914,-0.2871,-9.72822,0,0,0,0,0,0,0,0.00008,0.00056,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51143
3.446,-0.00293,0.00479,-0.00559,-0.1914,-0.2871,-9.72822,0,0,0,0,0,0,0,0.00008,0.00056,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51143
3.447,-0.00026,0.00213,-0.00719,-0.21054,-0.22968,-9.69951,0,0,0,0,0,0,0,0.00008,0.00056,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51143
3.44799,-0.00026,0.00213,-0.00719,-0.21054,-0.22968,-9.69951,0,0,0,0,0,0,0,0.00008,0.00056,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51143
3.44899,0.00373,0.00266,-0.00666,-0.2249,-0.23925,-9.69951,0,0,0,0,0,0,0,0.00008,0.00056,2.99927,0,0,0,0,0,0,0,0,0,0,0,15.51143
3.45,0.00373,0.00266,-0.00666,-0.2249,-0.23925,-9.69951,0,0,0,0,0,0,0,0.0001,0.00053,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51089
3.45099,-0.00159,0.00106,-0.00559,-0.24882,-0.23925,-9.69472,0,0,0,0,0,0,0,0.0001,0.00053,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51089
3.45199,-0.00159,0.00106,-0.00559,-0.24882,-0.23925,-9.69472,0,0,0,0,0,0,0,0.0001,0.00053,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51089
3.453,-0.00053,0.00026,-0.00692,-0.26318,-0.20097,-9.70908,0,0,0,0,0,0,0,0.0001,0.00053,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51089
3.45399,-0.00053,0.00026,-0.00692,-0.26318,-0.20097,-9.70908,0,0,0,0,0,0,0,0.0001,0.00053,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51089
3.45499,0.00532,0.00053,-0.00826,-0.23925,-0.21054,-9.75214,0,0,0,0,0,0,0,0.0001,0.00053,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51013
3.456,0.00532,0.00053,-0.00826,-0.23925,-0.21054,-9.75214,0,0,0,0,0,0,0,0.0001,0.00053,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51013
3.457,0.00133,0.00159,-0.00586,-0.22011,-0.22011,-9.74736,0,0,0,0,0,0,0,0.0001,0.00053,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51013
3.45799,0.00133,0.00159,-0.00586,-0.22011,-0.22011,-9.74736,0,0,0,0,0,0,0,0.0001,0.00053,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51013
3.459,-0.00266,0.00186,-0.00612,-0.20576,-0.23925,-9.78564,0,0,0,0,0,0,0,0.0001,0.00053,2.99923,0,0,0,0,0,0,0,0,0,0,0,15.51013
3.46,-0.00266,0.00186,-0.00612,-0.20576,-0.23925,-9.78564,0,0,0,0,0,0,0,0.0001,0.00039,2.99922,0,0,0,0,0,0,0,0,0,0,0,15.50926
3.46099,0.00373,0.00293,-0.00559,-0.14833,-0.20097,-9.6373,0,0,0,0,0,0,0,0.0001,0.00039,2.99922,0,0,0,0,0,0,0,0,0,0,0,15.50926
3.46199,0.00373,0.00293,-0.00559,-0.14833,-0.20097,-9.6373,0,0,0,0,0,0,0,0.0001,0.00039,2.99922,0,0,0,0,0,0,0,0,0,0,0,15.50926
3.463,0.0333,0.00479,-0.00772,-0.30146,-0.2249,-9.79043,0,0,0,0,0,0,0,0.0001,0.00039,2.99922,0,0,0,0,0,0,0,0,0,0,0,15.50926
3.46399,0.0333,0.00479,-0.00772,-0.30146,-0.2249,-9.79043,0,0,0,0,0,0,0,0.0001,0.00039,2.99922,0,0,0,0,0,0,0,0,0,0,0,15.50926
3.46499,0.00479,0.00186,-0.00426,-0.18662,-0.24404,-9.78564,0,0,0,0,0,0,0,0.0001,0.00039,2.99922,0,0,0,0,0,0,0,0,0,0,0,15.5082
3.466,0.00479,0.00186,-0.00426,-0.18662,-0.24404,-9.78564,0,0,0,0,0,0,0,0.0001,0.00039,2.99922,0,0,0,0,0,0,0,0,0,0,0,15.5082
3.467,0.00159,0.00159,-0.00639,-0.14355,-0.22011,-9.59423,0,0,0,0,0,0,0,0.0001,0.00039,2.99922,0,0,0,0,0,0,0,0,0,0,0,15.5082
3.46799,0.00159,0.00159,-0.00639,-0.14355,-0.22011,-9.59423,0,0,0,0,0,0,0,0.0001,0.00039,2.99922,0,0,0,0,0,0,0,0,0,0,0,15.5082
3.469,0.00026,0.00133,-0.00746,-0.31582,-0.23447,-9.8,0,0,0,0,0,0,0,0.0001,0.00039,2.99922,0,0,0,0,0,0,0,0,0,0,0,15.5082
3.47,0.00026,0.00133,-0.00746,-0.31582,-0.23447,-9.8,0,0,0,0,0,0,0,0.00037,0.00029,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.50697
3.47099,0,0.00293,-0.00772,-0.15312,-0.23925,-9.78564,0,0,0,0,0,0,0,0.00037,0.00029,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.50697
3.47199,0,0.00293,-0.00772,-0.15312,-0.23925,-9.78564,0,0,0,0,0,0,0,0.00037,0.00029,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.50697
3.473,0.00239,0.00346,-0.00719,-0.24882,-0.26796,-9.61816,0,0,0,0,0,0,0,0.00037,0.00029,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.50697
3.47399,0.00239,0.00346,-0.00719,-0.24882,-0.26796,-9.61816,0,0,0,0,0,0,0,0.00037,0.00029,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.50697
3.47499,0.00026,0.00319,-0.00799,-0.28232,-0.24882,-9.83828,0,0,0,0,0,0,0,0.00037,0.00029,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.50582
3.476,0.00026,0.00319,-0.00799,-0.28232,-0.24882,-9.83828,0,0,0,0,0,0,0,0.00037,0.00029,2.99924,0,0,0,0,0,0,0,0,0,0,0,15.50582
